Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,notes,treatment,uniqueID
7,red,Blank,,11:08,,2017-10-11,2017-10-01,10,Haw,7000,10:22:29,0.0111275,,9:18,10:33:12,1.18E-02,,,,
7,white,Ferris,11.703,12:26,,2017-10-12,2017-10-02,11,Haw,6262,10:38:32,0.5808121,10.555,10:41,14:29:06,0.278149,,,,
8,white,Ferris,11.578,,,2017-10-12,2017-10-02,11,Haw,6262,10:40:24,0.3168173,10.75,,14:30:24,0.1589825,,,,
9,white,Ferris,6.663,,,2017-10-12,2017-10-02,11,Haw,6262,10:42:06,0.1840791,6.126,,14:31:35,8.81E-02,,,,
10,white,Ferris,9.641,,,2017-10-12,2017-10-02,11,Haw,6262,10:43:56,1.154514,8.644,,14:32:41,0.1198599,,,,
11,white,Blank,,,,2017-10-12,2017-10-02,11,Haw,6262,10:46:05,1.20E-02,,,14:33:40,1.12E-02,,,,
12,white,Blank,,12:28,,2017-10-12,2017-10-02,11,Haw,6262,,,,10:43,14:34:27,1.04E-02,,,,
1,white,Ferris,12.129,12:20,,2017-10-13,2017-10-03,12,Haw,7000,,,11.012,14:44,,,,,,
2,white,Ferris,11.226,,,2017-10-13,2017-10-03,12,Haw,7000,,,8.514,,,,,,,
3,white,Ferris,7.681,,,2017-10-13,2017-10-03,12,Haw,7000,,,7.011,,,,,,,
4,white,Blank,,,,2017-10-13,2017-10-03,12,Haw,7000,,,,,,,,,,
5,white,Blank,,12:21,,2017-10-13,2017-10-03,12,Haw,7000,,,,14:45,,,,,,
