Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,notes,treatment,uniqueID
18,orange,Ferris,10.029,,,2017-10-06,2017-09-26,5,Haw,6262,18:13:19,0.2293684,9.606,,10:17:39,0.0876399,,,,
19,orange,Ferris,3.458,,,2017-10-06,2017-09-26,5,Haw,6262,18:15:08,5.97E-02,3.221,,10:18:57,5.89E-02,,,,
20,orange,Ferris,4.62,,,2017-10-06,2017-09-26,5,Haw,6262,18:16:46,1.386728,3.872,,10:20:26,1.221847,,,,
21,orange,Ferris,8.459,,,2017-10-06,2017-09-26,5,Haw,6262,18:18:40,0.2179359,7.907,,10:21:57,0.1198303,,,,
22,orange,Ferris,4.982,,,2017-10-06,2017-09-26,5,Haw,6262,18:22:38,1.765192,4.167,,10:23:13,1.249474,,,,
23,orange,Blank,,,,2017-10-06,2017-09-26,5,Haw,6262,18:25:08,2.73E-02,,,10:24:50,1.80E-02,,,,
24,orange,Blank,,14:20,,2017-10-06,2017-09-26,5,Haw,6262,18:27:00,2.91E-02,,14:42,10:25:58,0.0217322,,,,
1,red,Ferris,10.991,14:20,,2017-10-06,2017-09-26,5,Haw,7000,17:41:12,0.1182086,10.309,,,,,,,
2,red,Ferris,7.976,,,2017-10-06,2017-09-26,5,Haw,7000,17:43:04,0.1454824,7.456,,,,,,,
3,red,Ferris,8.436,,,2017-10-06,2017-09-26,5,Haw,7000,17:44:53,5.71E-02,7.85,,,,,,,
4,red,Ferris,4.994,,,2017-10-06,2017-09-26,5,Haw,7000,17:46:23,0.1027022,4.761,,,,,,,
5,red,Ferris,7.565,,,2017-10-06,2017-09-26,5,Haw,7000,17:48:07,0.1242238,7.073,,,,,,,
6,red,Ferris,6.341,,,2017-10-06,2017-09-26,5,Haw,7000,17:50:02,0.5444533,5.976,,,,,,,
7,red,Ferris,5.593,,,2017-10-06,2017-09-26,5,Haw,7000,17:51:40,0.1132908,4.442,,,,,,,
8,red,Ferris,10.273,,,2017-10-06,2017-09-26,5,Haw,7000,17:53:39,0.1367334,9.635,,,,,,,
9,red,Ferris,8.123,,,2017-10-06,2017-09-26,5,Haw,7000,17:55:19,0.7307307,7.502,,,,,,,
10,red,Ferris,6.887,,,2017-10-06,2017-09-26,5,Haw,7000,17:57:55,0.8103968,5.464,,,,,,,
11,red,Ferris,7.094,,,2017-10-06,2017-09-26,5,Haw,7000,18:02:54,0.1115156,6.664,,,,,,,
12,red,Ferris,7.814,,,2017-10-06,2017-09-26,5,Haw,7000,18:02:54,0.1115156,7.343,,,,,,,
13,red,Ferris,5.853,,,2017-10-06,2017-09-26,5,Haw,7000,18:04:54,8.76E-02,5,,,,,,,
14,red,Ferris,7.971,,,2017-10-06,2017-09-26,5,Haw,7000,18:06:24,0.1355785,7.434,,,,,,,
15,red,Ferris,9.04,,,2017-10-06,2017-09-26,5,Haw,7000,18:08:14,0.1336354,8.658,,,,,,,
16,red,Ferris,6.694,,,2017-10-06,2017-09-26,5,Haw,7000,18:09:45,0.110986,6.179,,,,,,,
17,red,Ferris,11.155,,,2017-10-06,2017-09-26,5,Haw,7000,18:11:46,0.1753954,10.259,,,,,,,
18,red,Ferris,10.516,,,2017-10-06,2017-09-26,5,Haw,7000,18:13:19,0.1160972,9.772,,,,,,,
19,red,Ferris,7.962,,,2017-10-06,2017-09-26,5,Haw,7000,18:15:08,0.9384044,7.56,,,,,,,
20,red,Ferris,11.752,,,2017-10-06,2017-09-26,5,Haw,7000,18:16:46,0.1196715,11.112,,,,,,,
21,red,Ferris,8.946,,,2017-10-06,2017-09-26,5,Haw,7000,18:18:40,1.029984,3.767,,,,,,,
22,red,Ferris,4.368,,,2017-10-06,2017-09-26,5,Haw,7000,18:22:38,0.5454646,1.676,,,,,,,
23,red,Blank,,,,2017-10-06,2017-09-26,5,Haw,7000,18:25:08,1.36E-02,,,,,,,,
24,red,Blank,,14:29,,2017-10-06,2017-09-26,5,Haw,7000,18:27:00,1.21E-02,,14:49,,,,,,
1,white,Ferris,11.94,8:57,,2017-10-07,2017-09-27,6,Haw,6262,10:07:32,0.1811288,11.352,11:23,9:18:33,0.184523,,,,
2,white,Ferris,8.893,,,2017-10-07,2017-09-27,6,Haw,6262,10:09:14,0.1420307,8.329,,9:20:19,0.1505032,,,,
3,white,Ferris,11.197,,,2017-10-07,2017-09-27,6,Haw,6262,10:10:34,0.1813466,10.586,,9:21:42,0.1962445,,,,
4,white,Ferris,11.859,,,2017-10-07,2017-09-27,6,Haw,6262,10:11:55,0.1916566,11.125,,9:22:57,0.2431842,,,,
5,white,Ferris,10.181,,,2017-10-07,2017-09-27,6,Haw,6262,10:13:17,0.1501593,9.708,,9:24:19,0.1375558,,,,
6,white,Ferris,10.654,,,2017-10-07,2017-09-27,6,Haw,6262,10:14:34,0.1111422,10.073,,9:25:37,0.1441652,,,,
7,white,Ferris,8.127,,,2017-10-07,2017-09-27,6,Haw,6262,10:15:52,0.1186197,7.688,,9:26:54,9.06E-02,,,,
8,white,Ferris,8.077,,,2017-10-07,2017-09-27,6,Haw,6262,10:17:16,0.1410967,7.564,,9:28:10,0.1333946,,,,
9,white,Ferris,6.624,,,2017-10-07,2017-09-27,6,Haw,6262,10:18:38,0.6093726,6.374,,9:29:32,0.9343908,,,,
10,white,Ferris,11.536,,,2017-10-07,2017-09-27,6,Haw,6262,10:20:02,1.326942,10.968,,9:31:05,1.827371,,,,
11,white,Ferris,8.382,,,2017-10-07,2017-09-27,6,Haw,6262,10:21:37,0.7196211,7.8,,9:32:46,1.096185,,,,
12,white,Ferris,4.192,,,2017-10-07,2017-09-27,6,Haw,6262,10:23:05,0.5799341,3.509,,9:34:20,1.097345,,,,
13,white,Ferris,7.754,,,2017-10-07,2017-09-27,6,Haw,6262,10:24:31,0.1456821,7.501,,9:35:46,0.2135631,,,,
14,white,Ferris,7.992,,,2017-10-07,2017-09-27,6,Haw,6262,10:25:44,8.34E-02,8,,9:37:03,0.1644976,,,,
15,white,Ferris,7.155,,,2017-10-07,2017-09-27,6,Haw,6262,10:26:54,0.1474685,6.711,,9:38:30,0.1855395,,,,
16,white,Ferris,8.01,,,2017-10-07,2017-09-27,6,Haw,6262,10:28:08,0.125872,7.428,,9:39:49,0.130405,,,,
17,white,Ferris,10.971,,,2017-10-07,2017-09-27,6,Haw,6262,10:29:22,0.1959377,10.562,,9:41:16,0.1286085,,,,
18,white,Ferris,11.929,,,2017-10-07,2017-09-27,6,Haw,6262,10:30:45,9.65E-02,11.411,,9:42:28,0.1920585,,,,
19,white,Ferris,5.291,,,2017-10-07,2017-09-27,6,Haw,6262,10:32:08,0.3765869,2.203,,9:43:48,2.83E-02,,,,
20,white,Ferris,8.699,,,2017-10-07,2017-09-27,6,Haw,6262,10:34:24,0.1195429,8.262,,9:45:07,0.2080195,,,,
21,white,Ferris,4.174,,,2017-10-07,2017-09-27,6,Haw,6262,10:35:42,0.632902,3.424,,9:46:32,1.053335,,,,
22,white,Ferris,6.159,,,2017-10-07,2017-09-27,6,Haw,6262,10:37:32,0.1344806,5.825,,9:48:00,0.1581576,,,,
23,white,Ferris,5.961,,,2017-10-07,2017-09-27,6,Haw,6262,10:38:53,0.1892786,2.478,,9:49:23,2.36E-02,,,,
24,white,Ferris,3.04,,,2017-10-07,2017-09-27,6,Haw,6262,10:40:12,0.6028256,2.405,,9:51:00,0.9523563,,,,
25,white,Ferris,10.083,,,2017-10-07,2017-09-27,6,Haw,6262,10:41:31,0.1151815,9.564,,9:52:21,0.1486354,,,,
26,white,Ferris,8.011,,,2017-10-07,2017-09-27,6,Haw,6262,10:42:52,0.104641,7.444,,9:53:47,0.2207939,,2 pupae in syringe(d14: 7.444 and 3.621,,
27,white,Ferris,9.974,,,2017-10-07,2017-09-27,6,Haw,6262,10:44:11,6.17E-02,9.588,,9:55:18,0.1133215,,,,
28,white,Ferris,8.362,,,2017-10-07,2017-09-27,6,Haw,6262,10:45:30,0.0959175,8.035,,9:56:31,0.1545963,,,,
29,white,Ferris,6.743,,,2017-10-07,2017-09-27,6,Haw,6262,10:46:44,0.2113331,5.894,,9:57:52,0.1625319,,,,
30,white,Ferris,6.334,,,2017-10-07,2017-09-27,6,Haw,6262,10:47:57,1.179905,5.014,,9:59:12,1.427425,,,,
31,white,Blank,,,,2017-10-07,2017-09-27,6,Haw,6262,10:49:26,2.33E-02,,,10:00:47,0.0265285,,,,
32,white,Blank,,9:05,,2017-10-07,2017-09-27,6,Haw,6262,10:50:19,0.0194338,,11:34,10:02:02,1.87E-02,,,,
1,blue,Ferris,10.603,8:49,,2017-10-07,2017-09-27,6,Haw,7000,10:07:32,9.53E-02,9.915,11:08,9:18:33,8.10E-02,,,,
2,blue,Ferris,6.516,,,2017-10-07,2017-09-27,6,Haw,7000,10:09:14,4.19E-02,6.219,,9:20:19,7.13E-02,,,,
3,blue,Ferris,7.684,,,2017-10-07,2017-09-27,6,Haw,7000,10:10:34,8.36E-02,7.041,,9:21:42,9.56E-02,,,,
4,blue,Ferris,7.522,,,2017-10-07,2017-09-27,6,Haw,7000,10:11:55,8.14E-02,7.035,,9:22:57,6.35E-02,,,,
5,blue,Ferris,7.365,,,2017-10-07,2017-09-27,6,Haw,7000,10:13:17,8.20E-02,7,,9:24:19,7.16E-02,,,,
6,blue,Ferris,10.224,,,2017-10-07,2017-09-27,6,Haw,7000,10:14:34,0.0592699,9.781,,9:25:37,4.67E-02,,,,
7,blue,Ferris,7.418,,,2017-10-07,2017-09-27,6,Haw,7000,10:15:52,0.3942057,3.322,,9:26:54,2.73E-02,,,,
8,blue,Ferris,4.067,,,2017-10-07,2017-09-27,6,Haw,7000,10:17:16,0.279146,3.244,,9:28:10,0.558257,,,,
9,blue,Ferris,3.866,,,2017-10-07,2017-09-27,6,Haw,7000,10:18:38,0.3217047,2.999,,9:29:32,0.621576,,,,
10,blue,Ferris,6.879,,,2017-10-07,2017-09-27,6,Haw,7000,10:20:02,7.63E-02,6.509,,9:31:05,5.84E-02,,,,
11,blue,Ferris,8.096,,,2017-10-07,2017-09-27,6,Haw,7000,10:21:37,0.7663071,6.534,,9:32:46,0.8930884,,,,
12,blue,Ferris,10.236,,,2017-10-07,2017-09-27,6,Haw,7000,10:23:05,0.0737986,9.749,,9:34:20,0.1063024,,,,
13,blue,Ferris,9.481,,,2017-10-07,2017-09-27,6,Haw,7000,10:24:31,6.18E-02,8.925,,9:35:46,6.64E-02,,,,
14,blue,Ferris,10.134,,,2017-10-07,2017-09-27,6,Haw,7000,10:25:44,7.78E-02,9.629,,9:37:03,8.43E-02,,,,
15,blue,Ferris,7.689,,,2017-10-07,2017-09-27,6,Haw,7000,10:26:54,5.74E-02,7.472,,9:38:30,0.0519131,,,,
16,blue,Ferris,11.674,,,2017-10-07,2017-09-27,6,Haw,7000,10:28:08,0.5622371,10.95,,9:39:49,0.8685116,,,,
17,blue,Ferris,8.912,,,2017-10-07,2017-09-27,6,Haw,7000,10:29:22,1.173105,3.622,,9:41:16,2.51E-02,,,,
18,blue,Ferris,11.402,,,2017-10-07,2017-09-27,6,Haw,7000,10:30:45,0.1047102,10.692,,9:42:28,0.1516127,,,,
19,blue,Ferris,7.107,,,2017-10-07,2017-09-27,6,Haw,7000,10:32:08,5.49E-02,6.654,,9:43:48,0.0773742,,,,
20,blue,Ferris,10.962,,,2017-10-07,2017-09-27,6,Haw,7000,10:34:24,8.84E-02,10.407,,9:45:07,7.90E-02,,,,
21,blue,Ferris,8.745,,,2017-10-07,2017-09-27,6,Haw,7000,10:35:42,7.74E-02,8.315,,9:46:32,4.81E-02,,,,
22,blue,Ferris,7.022,,,2017-10-07,2017-09-27,6,Haw,7000,10:37:32,0.2702661,2.827,,9:48:00,1.91E-02,,,,
23,blue,Ferris,5.154,,,2017-10-07,2017-09-27,6,Haw,7000,10:38:53,0.3958034,4.204,,9:49:23,0.702713,,,,
24,blue,Ferris,7.553,,,2017-10-07,2017-09-27,6,Haw,7000,10:40:12,6.71E-02,7.151,,9:51:00,0.1041491,,,,
25,blue,Ferris,11.222,,,2017-10-07,2017-09-27,6,Haw,7000,10:41:31,6.75E-02,10.467,,9:52:21,0.1294316,,,,
26,blue,Ferris,11.782,,,2017-10-07,2017-09-27,6,Haw,7000,10:42:52,0.7325521,11.016,,9:53:47,1.010983,,,,
27,blue,Ferris,8.521,,,2017-10-07,2017-09-27,6,Haw,7000,10:44:11,6.14E-02,7.846,,9:55:18,8.25E-02,,,,
28,blue,Ferris,10.927,,,2017-10-07,2017-09-27,6,Haw,7000,10:45:30,0.1050209,10.316,,9:56:31,9.99E-02,,,,
29,blue,Ferris,12.37,,,2017-10-07,2017-09-27,6,Haw,7000,10:46:44,0.1465307,11.582,,9:57:52,9.69E-02,,,,
30,blue,Ferris,5.229,,,2017-10-07,2017-09-27,6,Haw,7000,10:47:57,0.5376221,4.222,,9:59:12,0.7139962,,,,
31,blue,Blank,,,,2017-10-07,2017-09-27,6,Haw,7000,10:49:26,0.0121097,,,10:00:47,1.63E-02,,,,
32,blue,Blank,,8:56,,2017-10-07,2017-09-27,6,Haw,7000,10:50:19,9.73E-03,,11:21,10:02:02,1.27E-02,,,,
50,red,Ferris,12.337,9:51,,2017-10-08,2017-09-28,7,Haw,7000,8:01:26,1.246451,11.419,11:49,10:03:42,1.135671,,,,
51,red,Ferris,9.22,,,2017-10-08,2017-09-28,7,Haw,7000,8:03:05,0.1016724,8.571,,10:05:54,7.57E-02,,,,
52,red,Ferris,8.228,,,2017-10-08,2017-09-28,7,Haw,7000,8:04:46,7.92E-02,7.542,,10:07:50,7.83E-02,,,,
53,red,Ferris,8.862,,,2017-10-08,2017-09-28,7,Haw,7000,8:06:23,0.1393141,8.191,,10:09:52,0.1467308,,,,
54,red,Ferris,4.366,,,2017-10-08,2017-09-28,7,Haw,7000,8:07:36,0.4835936,3.468,,10:11:19,0.5855048,,,,
55,red,Ferris,5.735,,,2017-10-08,2017-09-28,7,Haw,7000,8:09:02,8.06E-02,5.198,,10:13:58,6.27E-02,,,,
56,red,Ferris,9.266,,,2017-10-08,2017-09-28,7,Haw,7000,8:10:22,8.14E-02,8.581,,10:15:35,9.00E-02,,,,
57,red,Ferris,7.85,,,2017-10-08,2017-09-28,7,Haw,7000,8:11:35,0.7068794,7.19,,10:17:26,0.6487276,,,,
58,red,Ferris,16.09,,,2017-10-08,2017-09-28,7,Haw,7000,8:13:00,0.4564273,9,,10:19:05,0.2354349,,,,
59,red,Ferris,11.249,,,2017-10-08,2017-09-28,7,Haw,7000,8:14:32,0.1637456,10.381,,10:20:44,9.71E-02,,,,
60,red,Ferris,11.035,,,2017-10-08,2017-09-28,7,Haw,7000,8:15:44,0.1467018,10.416,,10:22:07,8.42E-02,,,,
61,red,Ferris,11.191,,,2017-10-08,2017-09-28,7,Haw,7000,8:16:58,0.1703126,10.405,,10:23:29,5.01E-02,,,,
62,red,Ferris,10.058,,,2017-10-08,2017-09-28,7,Haw,7000,8:18:32,0.1042432,9.345,,10:24:58,0.1146481,,,,
63,red,Ferris,6.409,,,2017-10-08,2017-09-28,7,Haw,7000,8:19:45,0.1041749,5.791,,10:26:41,5.78E-02,,,,
64,red,Ferris,10.208,,,2017-10-08,2017-09-28,7,Haw,7000,8:21:09,0.9703506,9.277,,10:28:42,0.8943273,,,,
65,red,Ferris,11.832,,,2017-10-08,2017-09-28,7,Haw,7000,8:22:38,8.59E-02,10.816,,10:30:30,5.10E-02,,,,
66,red,Ferris,10.712,,,2017-10-08,2017-09-28,7,Haw,7000,8:24:13,0.1892381,9.682,,10:32:22,6.84E-02,,,,
67,red,Blank,,,,2017-10-08,2017-09-28,7,Haw,7000,8:25:26,1.32E-02,,,10:33:50,1.22E-02,,,,
68,red,Blank,,9:54,,2017-10-08,2017-09-28,7,Haw,7000,8:26:27,1.69E-02,,11:59,10:34:56,1.61E-02,,,,
50,orange,Ferris,7.641,9:46,,2017-10-08,2017-09-28,7,Haw,6262,8:01:26,1.165804,6.96,11:59,10:03:42,1.055237,,,,
51,orange,Ferris,8.64,,,2017-10-08,2017-09-28,7,Haw,6262,8:03:05,1.259869,8.123,,10:05:54,1.234191,,,,
52,orange,Ferris,10.795,,,2017-10-08,2017-09-28,7,Haw,6262,8:04:46,1.494926,9.942,,10:07:50,1.391868,,,,
53,orange,Ferris,12.144,,,2017-10-08,2017-09-28,7,Haw,6262,8:06:23,0.35266,11.2,,10:09:52,0.2753476,,,,
54,orange,Ferris,10.4,,,2017-10-08,2017-09-28,7,Haw,6262,8:07:36,0.2009276,9.676,,10:11:19,0.1518418,,,,
55,orange,Ferris,9.113,,,2017-10-08,2017-09-28,7,Haw,6262,8:09:02,0.2083964,8.533,,10:13:58,0.1415706,,,,
56,orange,Ferris,7.627,,,2017-10-08,2017-09-28,7,Haw,6262,8:10:22,0.1838142,6.921,,10:15:35,0.1399144,,,,
57,orange,Ferris,8.497,,,2017-10-08,2017-09-28,7,Haw,6262,8:11:35,0.2351255,7.904,,10:17:26,0.1815212,,,,
58,orange,Ferris,5.32,,,2017-10-08,2017-09-28,7,Haw,6262,8:13:00,1.355645,4.187,,10:19:05,1.464542,,,,
59,orange,Ferris,8.143,,,2017-10-08,2017-09-28,7,Haw,6262,8:14:32,0.1966697,7.608,,10:20:44,0.1027404,,,,
60,orange,Ferris,12.58,,,2017-10-08,2017-09-28,7,Haw,6262,8:15:44,0.2410895,11.528,,10:22:07,0.1830288,,,,
61,orange,Ferris,4.849,,,2017-10-08,2017-09-28,7,Haw,6262,8:16:58,1.301926,3.978,,10:23:29,0.1269463,,,,
62,orange,Ferris,8.752,,,2017-10-08,2017-09-28,7,Haw,6262,8:18:32,0.1440813,8.168,,10:24:58,1.467039,,,,
63,orange,Ferris,8.54,,,2017-10-08,2017-09-28,7,Haw,6262,8:19:45,1.23907,7.926,,10:26:41,1.170267,,,,
64,orange,Ferris,12.755,,,2017-10-08,2017-09-28,7,Haw,6262,8:21:09,1.930172,11.721,,10:28:42,1.951943,,,,
65,orange,Ferris,10.115,,,2017-10-08,2017-09-28,7,Haw,6262,8:22:38,1.706424,9.285,,10:30:30,1.523376,,,,
66,orange,Blank,,,,2017-10-08,2017-09-28,7,Haw,6262,8:24:13,2.43E-02,,,10:32:22,2.20E-02,,,,
67,orange,Blank,,9:50,,2017-10-08,2017-09-28,7,Haw,6262,8:25:26,2.15E-02,,12:07,10:33:50,0.0221894,,,,
1,white,Ferris,8.567,12:02,,2017-10-09,2017-09-29,8,Haw,7000,10:43:36,0.6453027,7.891,12:14,10:51:08,0.6251749,,,,
2,white,Ferris,8.461,,,2017-10-09,2017-09-29,8,Haw,7000,10:46:28,0.6223779,7.825,,10:52:36,0.5885226,,,,
3,white,Ferris,11.716,,,2017-10-09,2017-09-29,8,Haw,7000,10:48:00,0.8719259,10.882,,10:54:01,0.7542461,,,,
4,white,Ferris,4.696,,,2017-10-09,2017-09-29,8,Haw,7000,10:49:36,0.5228657,4.124,,10:55:21,0.4644655,,,,
5,white,Ferris,4.817,,,2017-10-09,2017-09-29,8,Haw,7000,10:51:02,0.442563,4.424,,10:56:55,0.4666838,,,,
6,white,Ferris,11.222,,,2017-10-09,2017-09-29,8,Haw,7000,10:52:38,0.9513645,10.193,,10:58:18,0.8720092,,,,
7,white,Ferris,7.605,,,2017-10-09,2017-09-29,8,Haw,7000,10:54:10,0.4956143,3.281,,10:59:45,2.06E-02,,,,
8,white,Ferris,12.482,,,2017-10-09,2017-09-29,8,Haw,7000,10:55:40,0.8086041,11.578,,11:00:49,0.7616742,,,,
9,white,Ferris,7.044,,,2017-10-09,2017-09-29,8,Haw,7000,10:57:19,7.80E-02,6.648,,11:02:15,6.26E-02,,,,
10,white,Ferris,5.666,,,2017-10-09,2017-09-29,8,Haw,7000,10:58:54,0.7519864,4.478,,11:03:48,0.7402823,,,,
11,white,Ferris,8.884,,,2017-10-09,2017-09-29,8,Haw,7000,11:00:24,0.1291301,8.215,,11:05:15,7.92E-02,,,,
12,white,Ferris,4.999,,,2017-10-09,2017-09-29,8,Haw,7000,11:01:47,0.24546,4.181,,11:06:27,8.11E-02,,,,
13,white,Ferris,11.091,,,2017-10-09,2017-09-29,8,Haw,7000,11:03:16,0.121336,9.889,,11:07:59,0.1111306,,,,
14,white,Ferris,9.387,,,2017-10-09,2017-09-29,8,Haw,7000,11:04:40,0.7746958,8.614,,11:09:17,0.7135321,,,,
15,white,Ferris,12.439,,,2017-10-09,2017-09-29,8,Haw,7000,11:06:12,0.3905665,5.987,,11:11:04,0.1223679,,,,
16,white,Ferris,7.688,,,2017-10-09,2017-09-29,8,Haw,7000,11:07:35,7.86E-02,7.273,,11:12:14,5.70E-02,,,,
17,white,Ferris,11.819,,,2017-10-09,2017-09-29,8,Haw,7000,11:08:55,0.8856109,10.964,,11:13:22,0.8200034,,,,
18,white,Ferris,8.002,,,2017-10-09,2017-09-29,8,Haw,7000,11:10:19,1.165116,6.571,,11:14:48,1.004829,,,,
19,white,Blank,,,,2017-10-09,2017-09-29,8,Haw,7000,11:11:47,1.50E-02,,,11:16:20,1.52E-02,,,,
20,white,Blank,,12:08,,2017-10-09,2017-09-29,8,Haw,7000,11:12:52,1.20E-02,,12:19,11:17:23,1.12E-02,,,,
1,orange,Ferris,7.198,11:56,,2017-10-09,2017-09-29,8,Haw,6262,10:43:36,1.141559,6.469,12:07,10:51:08,1.002505,,,,
2,orange,Ferris,6.896,,,2017-10-09,2017-09-29,8,Haw,6262,10:46:28,0.2359965,6.401,,10:52:36,0.5159549,,,,
3,orange,Ferris,9.278,,,2017-10-09,2017-09-29,8,Haw,6262,10:48:00,0.1800372,8.7,,10:54:01,0.1650901,,,,
4,orange,Ferris,5.007,,,2017-10-09,2017-09-29,8,Haw,6262,10:49:36,0.9830778,3.835,,10:55:21,0.3464238,,,,
5,orange,Ferris,8.681,,,2017-10-09,2017-09-29,8,Haw,6262,10:51:02,1.226677,8.14,,10:56:55,1.086948,,,,
6,orange,Ferris,10.082,,,2017-10-09,2017-09-29,8,Haw,6262,10:52:38,0.2462078,9.544,,10:58:18,0.1193377,,,,
7,orange,Ferris,10.522,,,2017-10-09,2017-09-29,8,Haw,6262,10:54:10,0.1841925,10.002,,10:59:45,0.1053383,,,,
8,orange,Ferris,8.111,,,2017-10-09,2017-09-29,8,Haw,6262,10:55:40,0.3039314,7.556,,11:00:49,0.6256317,,,,
9,orange,Ferris,10.841,,,2017-10-09,2017-09-29,8,Haw,6262,10:57:19,1.880122,10.201,,11:02:15,1.691854,,,,
10,orange,Ferris,9.662,,,2017-10-09,2017-09-29,8,Haw,6262,10:58:54,0.3989953,9.241,,11:03:48,0.1806262,,,,
11,orange,Ferris,10.042,,,2017-10-09,2017-09-29,8,Haw,6262,11:00:24,0.2331552,9.438,,11:05:15,0.1646436,,,,
12,orange,Ferris,8.635,,,2017-10-09,2017-09-29,8,Haw,6262,11:01:47,1.201159,8.065,,11:06:27,1.137365,,,,
13,orange,Ferris,7.177,,,2017-10-09,2017-09-29,8,Haw,6262,11:03:16,0.1530936,6.804,,11:07:59,0.148761,,,,
14,orange,Ferris,10.661,,,2017-10-09,2017-09-29,8,Haw,6262,11:04:40,1.670581,9.872,,11:09:17,1.58292,,,,
15,orange,Ferris,10.758,,,2017-10-09,2017-09-29,8,Haw,6262,11:06:12,0.2894214,10.038,,11:11:04,0.1945025,,,,
16,orange,Ferris,8.515,,,2017-10-09,2017-09-29,8,Haw,6262,11:07:35,0.2043618,8.054,,11:12:14,0.1864385,,,,
17,orange,Ferris,8.361,,,2017-10-09,2017-09-29,8,Haw,6262,11:08:55,0.1263052,7.97,,11:13:22,0.1591862,,,,
18,orange,Blank,,,,2017-10-09,2017-09-29,8,Haw,6262,11:10:19,3.33E-02,,,11:14:48,3.15E-02,,,,
19,orange,Blank,,12:02,,2017-10-09,2017-09-29,8,Haw,6262,11:11:47,2.58E-02,,12:13,11:16:20,2.86E-02,,,,
1,white,Ferris,9.852,15:14,,2017-10-10,2017-09-30,9,Haw,7000,10:36:37,0.1387167,9.153,11:40,9:29:11,0.1079282,,,,
2,white,Ferris,8.252,,,2017-10-10,2017-09-30,9,Haw,7000,10:38:28,0.7685612,7.525,,9:30:46,0.7458575,,,,
3,white,Ferris,8.124,,,2017-10-10,2017-09-30,9,Haw,7000,10:39:44,9.53E-02,7.517,,9:32:17,9.82E-02,,,,
4,white,Ferris,9.638,,,2017-10-10,2017-09-30,9,Haw,7000,10:41:04,8.97E-02,9.145,,9:33:48,0.0937975,,,,
5,white,Blank,,,,2017-10-10,2017-09-30,9,Haw,7000,10:42:21,1.43E-02,,,9:35:05,9.54E-03,,,,
6,white,Blank,,15:15,,2017-10-10,2017-09-30,9,Haw,7000,10:43:24,0.0105226,,11:41,9:36:05,6.73E-03,,,,
1,orange,Ferris,11.486,15:12,,2017-10-10,2017-09-30,9,Haw,6262,10:36:37,0.3396308,10.386,11:41,9:29:11,0.177917,,,,
2,orange,Ferris,7.897,,,2017-10-10,2017-09-30,9,Haw,6262,10:38:28,0.1566465,7.231,,9:30:46,0.1097233,,,,
3,orange,Ferris,11.602,,,2017-10-10,2017-09-30,9,Haw,6262,10:39:44,0.3968528,10.805,,9:32:17,0.2581944,,,,
4,orange,Ferris,7.794,,,2017-10-10,2017-09-30,9,Haw,6262,10:41:04,0.2163901,7.132,,9:33:48,0.1205989,,,,
5,orange,Blank,,,,2017-10-10,2017-09-30,9,Haw,6262,10:42:21,0.0220111,,,9:35:05,1.49E-02,,,,
6,orange,Blank,,15:14,,2017-10-10,2017-09-30,9,Haw,6262,10:43:24,0.0179091,,11:43,9:36:05,1.25E-02,,,,
1,blue,Ferris,11.174,11:03,,2017-10-11,2017-10-01,10,Haw,6262,10:13:34,1.475182,10.361,9:14,10:22:04,1.484367,,,,
2,blue,Ferris,8.154,,,2017-10-11,2017-10-01,10,Haw,6262,10:15:04,0.1301555,7.553,,10:24:14,0.1242473,,,,
3,blue,Ferris,7.064,,,2017-10-11,2017-10-01,10,Haw,6262,10:16:27,1.411052,6.515,,10:25:52,1.462495,,,,
4,blue,Ferris,11.898,,,2017-10-11,2017-10-01,10,Haw,6262,10:17:57,2.03691,10.907,,10:27:49,1.930266,,,,
5,blue,Ferris,11.943,,,2017-10-11,2017-10-01,10,Haw,6262,10:19:25,1.740264,11.212,,10:29:46,1.761841,,,,
6,blue,Ferris,9.698,,,2017-10-11,2017-10-01,10,Haw,6262,10:21:09,0.2701599,8.302,,10:31:40,0.1846748,,,,
7,blue,Blank,,,,2017-10-11,2017-10-01,10,Haw,6262,10:22:29,2.96E-02,,,10:33:12,1.39E-02,,,,
8,blue,Blank,,11:06,,2017-10-11,2017-10-01,10,Haw,6262,10:23:32,2.34E-02,,9:16,10:34:42,1.15E-02,,,,
1,red,Ferris,11.77,11:06,,2017-10-11,2017-10-01,10,Haw,7000,10:13:34,0.1004449,10.983,9:16,10:22:04,0.1292427,,,,
2,red,Ferris,9.656,,,2017-10-11,2017-10-01,10,Haw,7000,10:15:04,0.9210974,8.85,,10:24:14,0.9301725,,,,
3,red,Ferris,7.065,,,2017-10-11,2017-10-01,10,Haw,7000,10:16:27,8.26E-02,6.611,,10:25:52,6.22E-02,,,,
4,red,Ferris,9.067,,,2017-10-11,2017-10-01,10,Haw,7000,10:17:57,0.1049681,8.39,,10:27:49,0.2845333,,,,
5,red,Ferris,7.709,,,2017-10-11,2017-10-01,10,Haw,7000,10:19:25,1.100374,5.942,,10:29:46,1.123883,,,,
6,red,Blank,,,,2017-10-11,2017-10-01,10,Haw,7000,10:21:09,1.19E-02,,,10:31:40,1.26E-02,,,,
