Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,collection_date,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,notes,Resp_code,treatment,uniqueID,eclosion_date,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,
21,white,Feris,7.049,,17.55614035,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:47:30,5.64E-02,6.379,,10:32:03,3.25E-02,7000,,1,,5w21,,,,,,,,,,,,,,,,,,
22,white,Ferris,9.686,,17.5622807,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:48:40,0.6756299,8.908,,10:33:27,0.6979717,7000,,1,RT,5w22,2017-09-29,32,A9,fly,24,2,12:21,2017-10-12,20:18,,3,21,2017-10-12,20:18,,,changed water 2017-11-06 21:35; changed water 2017-11-07 21:42 changed water 2017-11-28,
23,white,OG,8.641,,17.56842105,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:50:06,0.0965611,8.084,,10:35:02,6.44E-02,7000,,1,,5w23,,,,,,,,,,,,,,,,,,
24,white,Ferris,9.189,,17.5745614,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:51:10,8.38E-02,8.472,,10:36:21,4.90E-02,7000,,1,,5w24,,,,,,,,,,,,,,,,,,
25,white,OG,6.018,,17.58070175,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:52:35,7.42E-02,5.445,,10:38:01,6.23E-02,7000,,1,RT,5w25,2017-10-29,62,A11,fly,14,2,9:36,2017-11-02,10:25,disturbed to check death 2017-11-01 11:06; dead 2017-11-02,,,,,,,,
26,white,Ferris,7.881,,17.58684211,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:53:46,0.5745195,7.203,,10:39:14,0.6571423,7000,,1,,5w26,,,,,,,,,,,,,,,,,,
27,white,Ferris,8.509,,17.59298246,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:55:15,7.97E-02,7.816,,10:40:54,8.99E-02,7000,,1,,5w27,,,,,,,,,,,,,,,,,,
28,white,Ferris,6.663,,17.59912281,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:56:38,6.12E-02,5.306,,10:42:25,4.31E-02,7000,,1,,5w28,,,,,,,,,,,,,,,,,,
29,white,OG,5.962,,17.60526316,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:57:56,0.5321099,5.578,,10:43:41,0.5283675,7000,,1,,5w29,,,,,,,,,,,,,,,,,,
30,white,Ferris,6.944,,17.61140351,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,9:59:11,6.13E-02,6.384,,10:45:07,8.00E-02,7000,,1,RT,5w30,2017-11-03,67,B1,fly,4,2,11:45,2017-11-11,22:47,changed water 2017-11-07 9:32 ,5,20,2017-11-11,22:47,,,disturbed to check for death 2017-11-17 21:57 changed water 2017-11-29 8:30,
31,white,Ferris,8.831,,17.61754386,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:00:32,0.1063749,8.191,,10:46:42,6.38E-02,7000,,1,,5w31,,,,,,,,,,,,,,,,,,
32,white,OG,5.971,,17.62368421,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:01:36,0.4562041,5.482,,10:47:59,0.4544602,7000,,1,,5w32,,,,,,,,,,,,,,,,,,
33,white,Ferris,10.855,,17.62982456,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:02:49,0.138494,10.231,,10:49:08,5.71E-02,7000,,1,,5w33,,,,,,,,,,,,,,,,,,
34,white,OG,7.155,,17.63596491,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:04:05,0.1090655,6.736,,10:50:22,0.0532568,7000,,1,,5w34,,,,,,,,,,,,,,,,,,
35,white,Ferris,6.583,,17.64210526,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:05:24,6.91E-02,6.112,,10:51:44,3.74E-02,7000,,1,,5w35,,,,,,,,,,,,,,,,,,
36,white,OG,7.602,,17.64824561,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:06:39,0.5275705,7.176,,10:52:56,0.4974753,7000,,1,,5w36,,,,,,,,,,,,,,,,,,
37,white,Ferris,8.681,,17.65438596,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:07:52,0.1671059,7.993,,10:54:09,0.1161183,7000,,1,,5w37,,,,,,,,,,,,,,,,,,
38,white,OG,7.987,,17.66052632,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:09:13,0.5064561,7.435,,10:55:20,0.5230658,7000,,1,,5w38,,,,,,,,,,,,,,,,,,
39,white,OG,8.398,,17.66666667,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:10:24,0.1104717,7.884,,10:56:32,4.25E-02,7000,,1,,5w39,,,,,,,,,,,,,,,,,,
40,white,Ferris,8.486,,17.67280702,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:11:38,9.40E-02,7.823,,10:57:58,0.0920743,7000,,1,,5w40,,,,,,,,,,,,,,,,,,
41,white,OG,8.265,,17.67894737,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:12:47,0.5164713,7.527,,10:59:16,0.5440113,7000,,1,,5w41,,,,,,,,,,,,,,,,,,
42,white,Ferris,6.755,,17.68508772,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:14:01,0.1052903,6.114,,11:00:27,0.0445,7000,,1,RT,5w42,2017-10-29,61,B4,fly,10,2,3:34,2017-11-05,20:33,changed water 2017-11-04 19:02,5,7,2017-11-05,20:34,2017-11-07,21:25,,
43,white,Milford,8.566,,17.69122807,2017-08-21,2017-09-07,2017-08-28,5,Haw,7000,10:15:19,7.26E-02,8.333,,11:01:48,5.06E-02,7000,,1,,5w43,,,,,,,,,,,,,,,,,,
44,white,Ferris,7.063,,17.69736842,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:16:26,0.4110789,6.416,,11:03:01,6.98E-02,7000,,1,,5w44,,,,,,,,,,,,,,,,,,
45,white,Milford,9.889,,17.70350877,2017-08-21,2017-09-07,2017-08-28,5,Haw,7000,10:17:48,0.1618761,9.253,,11:04:20,8.37E-02,7000,,1,,5w45,,,,,,,,,,,,,,,,,,
46,white,Milford,8.585,,17.70964912,2017-08-21,2017-09-07,2017-08-28,5,Haw,7000,10:19:08,7.23E-02,8.162,,11:05:31,3.29E-02,7000,,1,,5w46,,,,,,,,,,,,,,,,,,
47,white,Ferris,11.093,,17.71578947,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:20:14,8.34E-02,10.336,,11:06:47,0.0494121,7000,,1,,5w47,,,,,,,,,,,,,,,,,,
48,white,Ferris,6.87,,17.72192982,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:21:39,4.52E-02,6.359,,11:09:22,5.28E-02,7000,,1,,5w48,,,,,,,,,,,,,,,,,,
49,white,Ferris,8.353,,17.72807018,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:22:51,0.6532334,7.754,,11:10:31,0.6565114,7000,,1,,5w49,,,,,,,,,,,,,,,,,,
50,white,Milford,11.507,,17.73421053,2017-08-21,2017-09-07,2017-08-28,5,Haw,7000,10:24:09,0.119659,10.776,,11:11:39,6.37E-02,7000,,1,,5w50,,,,,,,,,,,,,,,,,,
51,white,Ferris,9.315,,17.74035088,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:25:33,0.1179954,8.911,,11:12:57,4.47E-02,7000,,1,,5w51,,,,,,,,,,,,,,,,,,
52,white,OG,9.342,,17.74649123,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:26:44,0.7822721,8.731,,11:14:09,0.7212432,7000,,1,,5w52,,,,,,,,,,,,,,,,,,
53,white,Ferris,7.848,,17.75263158,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:28:07,9.36E-02,7.376,,11:15:19,4.73E-02,7000,,1,RT,5w53,2017-11-04,68,B7,fly,32,2,19:44,2017-11-12,20:30,changed water 2017-11-10 10:59,6,5,2017-11-12,20:30,,,changed water 2017-12-04 20:35,
54,white,Milford,12.83,,17.75877193,2017-08-21,2017-09-07,2017-08-28,5,Haw,7000,10:29:18,0.6762037,12.034,,11:16:40,0.6402944,7000,,1,,5w54,,,,,,,,,,,,,,,,,,
55,white,Ferris,6.887,,17.76491228,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:30:33,7.43E-02,6.362,,11:17:53,3.52E-02,7000,,1,,5w55,,,,,,,,,,,,,,,,,,
56,white,OG,6.639,,17.77105263,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:31:54,0.1399618,6.006,,11:19:02,0.3417259,7000,,1,,5w56,,,,,,,,,,,,,,,,,,
57,white,Ferris,10.11,,17.77719298,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:33:06,9.54E-02,9.527,,11:20:11,0.1029212,7000,,1,RT,5w57,2017-11-09,73,B9,fly,24,1,10:34,2017-11-16 ,20:00,changed water 2017-11-13 11:07,6,17,2017-11-16,20:14,,,,
58,white,OG,5.725,,17.78333333,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:34:13,7.77E-02,5.341,,11:21:25,4.51E-02,7000,,1,,5w58,,,,,,,,,,,,,,,,,,
59,white,Milford,7.837,,17.78947368,2017-08-21,2017-09-07,2017-08-28,5,Haw,7000,10:35:34,6.27E-02,7.337,,11:22:42,4.76E-02,7000,,1,,5w59,,,,,,,,,,,,,,,,,,
60,white,Ferris,10.736,,17.79561404,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:37:10,0.7861454,9.911,,11:24:04,0.7968696,7000,,1,,5w60,,,,,,,,,,,,,,,,,,
61,white,OG,6.331,,17.80175439,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:38:38,0.6173936,5.793,,11:25:21,0.5260035,7000,,1,,5w61,,,,,,,,,,,,,,,,,,
63,white,Ferris,9.29,,17.80789474,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:45:21,0.1054268,8.527,,11:33:16,5.59E-02,7000,,1,RT,5w63,2017-10-23,57,B11,fly,9,2,10:56,2017-10-31,21:12,changed water 2017-10-27 11:55; changed water 2017-10-31 11:10,5,16,2017-10-31,21:12,,,changed water 2017-11-28,
64,white,Ferris,6.727,,17.81403509,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:47:02,6.56E-02,5.236,,11:34:34,3.61E-02,7000,,1,RT,5w64,2017-11-01,65,B12,fly,1,1,10:53,2017-11-05,10:03,checked for death 2017-11-04 18:57/ stuck between wall and water tube,,,,,,,,
65,white,OG,9.526,,17.82017544,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:48:21,0.1493552,8.968,,11:36:00,7.20E-02,7000,,1,,5w65,,,,,,,,,,,,,,,,,,
66,white,Ferris,10.449,,17.82631579,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:49:50,5.26E-02,9.787,,11:37:19,3.64E-02,7000,,1,,5w66,,,,,,,,,,,,,,,,,,
67,white,Ferris,9.405,,17.83245614,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:51:19,8.53E-02,8.674,,11:38:49,7.44E-02,7000,,1,,5w67,,,,,,,,,,,,,,,,,,
68,white,OG,7.468,,17.83859649,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:52:43,0.6399115,4.45,,11:40:15,0.8917382,7000,,1,,5w68,,,,,,,,,,,,,,,,,,
69,white,Ferris,7.486,,17.84473684,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:54:09,0.5398899,6.926,,11:41:27,0.5264416,7000,,1,RT,5w69,2017-09-29,32,C2,fly,5,2,12:22,2017-10-12,20:18,,3,22,2017-10-12,20:18,,,changed water 2017-11-03 21:14 changed water 2017-11-28,
71,white,Ferris,8.518,,17.85087719,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:55:49,7.61E-02,7.769,,11:43:03,4.94E-02,7000,,1,,5w71,,,,,,,,,,,,,,,,,,
72,white,OG,7.257,,17.85701754,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:57:06,5.58E-02,6.866,,11:44:19,4.31E-02,7000,,1,,5w72,,,,,,,,,,,,,,,,,,
73,white,Ferris,9.786,,17.86315789,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:58:22,0.1710305,9.081,,11:45:35,0.1060011,7000,,1,RT,5w73,2017-10-23,25,C5,fly,11,2,10:58,2017-10-31,21:12,,5,22,2017-10-31,21:12,2017-11-28 ,21:05,changed water 2017-11-13 21:36; changed water 2017-11-20 22:11,
74,white,Ferris,6.441,,17.86929825,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,10:59:32,6.54E-02,5.937,,11:46:44,3.71E-02,7000,,1,,5w74,,,,,,,,,,,,,,,,,,
75,white,OG,10.202,,17.8754386,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,11:00:42,7.76E-02,9.59,,11:47:56,4.85E-02,7000,,1,RT,5w75,2017-11-03,67,C6,fly,7,2,11:46,2017-11-04,18:50,looked weak; wings not completely spread,,,,,,,,
76,white,Blank,,,17.88157895,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,11:02:06,5.32E-03,,,11:49:27,6.34E-03,7000,,1,,5w76,,,,,,,,,,,,,,,,,,
77,white,Blank,,17:25,17.8877193,2017-08-21,2017-09-07,2017-08-28,5,Apple,7000,11:03:24,8.00E-03,,17:36,11:50:49,8.53E-03,7000,,1,,5w77,,,,,,,,,,,,,,,,,,
1,blue,Ferris,8.15,17:26,17.89385965,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:16:12,1.074627,7.517,16:49,10:01:23,1.223068,6262,,1,,5b1,,,,,,,,,,,,,,,,,,
2,blue,OG,5.977,,17.9,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:19:09,0.1796999,5.711,,10:03:24,6.25E-02,6262,,1,,5b2,,,,,,,,,,,,,,,,,,
3,blue,Ferris,8.514,,16.63333333,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:20:37,0.2230035,8.033,,10:05:01,6.46E-02,6262,,1,,5b3,,,,,,,,,,,,,,,,,,
4,blue,OG,8.014,,16.64391892,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:22:07,1.065158,3.324,,10:06:37,1.92E-02,6262,,1,,5b4,,,,,,,,,,,,,,,,,,
5,blue,Ferris,8.886,,16.6545045,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:23:51,0.8639082,7.66,,10:08:39,0.9956999,6262,,1,,5b5,,,,,,,,,,,,,,,,,,
6,blue,OG,5.692,,16.66509009,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:25:36,0.0794819,5.505,,10:10:15,3.20E-02,6262,,1,,5b6,,,,,,,,,,,,,,,,,,
7,blue,Ferris,10.886,,16.67567568,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:27:10,0.1989762,8.314,,10:11:32,0.2147229,6262,,1,,5b7,,,,,,,,,,,,,,,,,,
8,blue,OG,6.827,,16.68626126,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:29:35,0.1749304,6.554,,10:13:02,5.73E-02,6262,,1,RT,5b8,2017-10-22,55,C9,fly,24,1,10:16,2017-10-30,20:47,changed water 2017-10-26 10:58,5,26,2017-10-30,21:00,,,changed water 2017-11-13 21:36,
9,blue,Ferris,9.582,,16.69684685,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:31:10,0.1147527,8.764,,10:14:21,0.1133951,6262,,1,,5b9,,,,,,,,,,,,,,,,,,
10,blue,Ferris,7.712,,16.70743243,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:32:58,1.023629,7.227,,10:15:46,1.071498,6262,,1,,5b10,,,,,,,,,,,,,,,,,,
11,blue,OG,6.028,,16.71801802,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:34:27,0.8821045,5.587,,10:17:36,0.8732588,6262,,1,RT,5b11,2017-09-29,32,C11,fly,7,2,12:23,2017-10-12,20:18,,3,14,2017-10-12,20:18,,,changed water 2017-11-06 21:33; changed water 2017-11-21 22:46 changed water 2017-11-28,
12,blue,Ferris,6.91,,16.7286036,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:35:52,0.1271575,6.435,,10:19:20,5.21E-02,6262,,1,,5b12,,,,,,,,,,,,,,,,,,
13,blue,OG,6.713,,16.73918919,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:37:14,0.1391025,6.475,,10:20:34,7.94E-02,6262,,1,,5b13,,,,,,,,,,,,,,,,,,
14,blue,Ferris,6.883,,16.74977477,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:38:39,9.31E-02,6.454,,10:21:55,5.74E-02,6262,,1,RT,5b14,2017-11-11,75,D1,fly,20,1,10:09,2017-11-15,9:47,cotton dry ,,,,,,,,
15,blue,OG,7.791,,16.76036036,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:39:53,1.00E-01,7.716,,10:23:15,7.58E-02,6262,,1,,5b15,,,,,,,,,,,,,,,,,,
16,blue,Ferris,9.272,,16.77094595,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:41:04,0.2124404,8.389,,10:24:39,0.2311758,6262,,1,,5b16,,,,,,,,,,,,,,,,,,
17,blue,OG,6.319,,16.78153153,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:42:33,0.6065503,2.378,,10:26:10,3.23E-02,6262,looks unhealthy,1,,5b17,,,,,,,,,,,,,,,,,,
18,blue,Ferris,4.443,,16.79211712,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:43:57,0.6957415,4.214,,10:27:31,0.7223653,6262,,1,,5b18,,,,,,,,,,,,,,,,,,
19,blue,OG,7.822,,16.8027027,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:45:16,0.1253506,7.258,,10:29:11,5.89E-02,6262,,1,,5b19,,,,,,,,,,,,,,,,,,
20,blue,Ferris,8.525,,16.81328829,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:46:20,0.1201131,7.801,,10:30:38,4.89E-02,6262,,1,,5b20,,,,,,,,,,,,,,,,,,
21,blue,OG,8.795,,16.82387387,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:47:30,0.1429141,8.316,,10:32:03,6.01E-02,6262,,1,,5b21,,,,,,,,,,,,,,,,,,
22,blue,Ferris,13.176,,16.83445946,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:48:40,0.4394866,9.892,,10:33:27,0.488788,6262,,1,,5b22,,,,,,,,,,,,,,,,,,
23,blue,OG,7.643,,16.84504505,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:50:06,9.63E-02,7.243,,10:35:02,6.40E-02,6262,,1,,5b23,,,,,,,,,,,,,,,,,,
24,blue,Ferris,9.489,,16.85563063,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:51:10,1.338149,8.709,,10:36:21,1.280336,6262,,1,RT,5b24,2017-09-29,32,D3,fly,20,2,12:24,2017-10-12,20:18,,3,19,2017-10-12,20:18,2017-11-21,22:20,changed water 2017-11-07 21:42 ,
25,blue,Ferris,6.847,,16.86621622,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:52:35,0.1004069,6.285,,10:38:01,7.34E-02,6262,,1,RT,5b25,2017-10-21,54,D4,fly,26,1,19:28,2017-10-29,20:57,,5,32,2017-10-29,20:57,,,changed water 2017-11-17 22:46 ,
26,blue,OG,9.98,,16.8768018,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:53:46,1.337942,9.244,,10:39:14,1.287277,6262,,1,RT,5b26,2017-09-29,32,D5,fly,,,,,,died in tube,,,,,,,,
27,blue,Ferris,8.612,,16.88738739,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:55:15,0.1915516,7.724,,10:40:54,0.1298224,6262,,1,,5b27,,,,,,,,,,,,,,,,,,
28,blue,Ferris,9.104,,16.89797297,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:56:38,0.2104183,8.183,,10:42:25,0.1126398,6262,,1,,5b28,,,,,,,,,,,,,,,,,,
29,blue,OG,6.96,,16.90855856,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:57:56,0.1288659,6.69,,10:43:41,0.1398778,6262,,1,,5b29,,,,,,,,,,,,,,,,,,
30,blue,Ferris,9.863,,16.91914414,2017-08-21,2017-09-07,2017-08-28,5,Apple,,9:59:11,0.7245879,7.569,,10:45:07,1.237931,6262,,1,,5b30,,,,,,,,,,,,,,,,,,
31,blue,Ferris,6.26,,16.92972973,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:00:32,9.28E-02,5.759,,10:46:42,7.07E-02,6262,,1,RT,5b31,2017-10-16,49,D8,fly,8,1,19:37,2017-10-18,20:31,,4,13,2017-10-24,20:32,2017-11-28,20:52,changed water 2017-11-17 22:40 ,
32,blue,OG,5.889,,16.94031532,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:01:36,0.1863505,5.369,,10:47:59,0.1287684,6262,,1,,5b32,,,,,,,,,,,,,,,,,,
33,blue,Ferris,9.825,,16.9509009,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:02:49,0.2054491,9.147,,10:49:08,9.34E-02,6262,,1,,5b33,,,,,,,,,,,,,,,,,,
34,blue,OG,6.398,,16.96148649,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:04:05,0.7102701,5.956,,10:50:22,0.7359705,6262,,1,RT,5b34,2017-09-29,32,D9,fly,26,2,12:25,2017-10-12,20:18,,3,11,2017-10-12,20:18,2017-11-06,21:34,,
35,blue,Ferris,9.712,,16.97207207,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:05:24,0.2095144,8.949,,10:51:44,8.27E-02,6262,,1,,5b35,,,,,,,,,,,,,,,,,,
36,blue,OG,6.839,,16.98265766,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:06:39,0.1193907,6.476,,10:52:56,0.1380157,6262,,1,,5b36,,,,,,,,,,,,,,,,,,
37,blue,Ferris,7.819,,16.99324324,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:07:52,0.4026893,7.373,,10:54:09,9.16E-02,6262,,1,,5b37,,,,,,,,,,,,,,,,,,
38,blue,Ferris,10.496,,17.00382883,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:09:13,0.1662379,9.677,,10:55:20,0.1187577,6262,,1,,5b38,,,,,,,,,,,,,,,,,,
39,blue,OG,8.701,,17.01441441,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:10:24,0.1403849,8.151,,10:56:32,0.1585635,6262,,1,RT,5b39,2017-10-30,63,D11,fly,16,2,11:55,,,change water 2017-10-30 20:57; changed water 2017-11-06 10:50; changed water 2017-11-28 9:56; changed water 2017-12-02 10:00; changed water 2017-12-08 10:17,,,,,,,cohort missed from free-run 2017-11-26 ,
40,blue,Ferris,9.094,,17.025,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:11:38,0.1936984,8.461,,10:57:58,6.81E-02,6262,,1,,5b40,,,,,,,,,,,,,,,,,,
41,blue,OG,8.921,,17.03558559,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:12:47,0.1329277,8.336,,10:59:16,9.25E-02,6262,,1,,5b41,,,,,,,,,,,,,,,,,,
42,blue,Ferris,9.931,,17.04617117,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:14:01,0.1667243,9.029,,11:00:27,7.52E-02,6262,,1,,5b42,,,,,,,,,,,,,,,,,,
43,blue,Ferris,8.648,,17.05675676,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:15:19,0.1234782,7.859,,11:01:48,0.1156348,6262,,1,,5b43,,,,,,,,,,,,,,,,,,
44,blue,OG,5.831,,17.06734234,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:16:26,0.1207629,5.474,,11:03:01,0.1000314,6262,,1,,5b44,,,,,,,,,,,,,,,,,,
45,blue,Ferris,10.669,,17.07792793,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:17:48,0.1955388,9.928,,11:04:20,9.03E-02,6262,,1,,5b45,,,,,,,,,,,,,,,,,,
46,blue,OG,6.037,,17.08851351,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:19:08,0.1194487,5.541,,11:05:31,9.68E-02,6262,,1,,5b46,,,,,,,,,,,,,,,,,,
47,blue,Ferris,10.565,,17.0990991,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:20:14,0.7199771,6.583,,11:06:47,0.5110918,6262,,1,,5b47,,,,,,,,,,,,,,,,,,
48,blue,Ferris,5.843,,17.10968468,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:21:39,0.160041,5.485,,11:09:22,7.75E-02,6262,,1,,5b48,,,,,,,,,,,,,,,,,,
49,blue,OG,8.346,,17.12027027,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:22:51,0.1115586,7.789,,11:10:31,0.0880895,6262,,1,,5b49,,,,,,,,,,,,,,,,,,
50,blue,Ferris,13.039,,17.13085586,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:24:09,0.2330756,9.891,,11:11:39,0.2422677,6262,,1,,5b50,,,,,,,,,,,,,,,,,,
51,blue,Ferris,7.154,,17.14144144,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:25:33,9.90E-02,6.771,,11:12:57,0.1121567,6262,,1,,5b51,,,,,,,,,,,,,,,,,,
52,blue,OG,9.974,,17.15202703,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:26:44,0.2311366,9.23,,11:14:09,9.88E-02,6262,,1,,5b52,,,,,,,,,,,,,,,,,,
53,blue,Milford,7.891,,17.16261261,2017-08-21,2017-09-07,2017-08-28,5,Haw,,10:28:07,0.1146792,7.345,,11:15:19,8.62E-02,6262,,1,,5b53,,,,,,,,,,,,,,,,,,
54,blue,Ferris,10.037,,17.1731982,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:29:18,0.1661688,9.492,,11:16:40,8.79E-02,6262,,1,,5b54,,,,,,,,,,,,,,,,,,
55,blue,Milford,10.513,,17.18378378,2017-08-21,2017-09-07,2017-08-28,5,Haw,,10:30:33,9.23E-02,9.842,,11:17:53,7.08E-02,6262,,1,,5b55,,,,,,,,,,,,,,,,,,
56,blue,Ferris,4.566,,17.19436937,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:31:54,0.0743954,4.233,,11:19:02,4.97E-02,6262,,1,,5b56,,,,,,,,,,,,,,,,,,
57,blue,OG,6.305,,17.20495495,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:33:06,0.1587302,5.998,,11:20:11,7.95E-02,6262,,1,,5b57,,,,,,,,,,,,,,,,,,
58,blue,Ferris,9.655,,17.21554054,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:34:13,0.2742229,9.249,,11:21:25,0.1011679,6262,,1,,5b58,,,,,,,,,,,,,,,,,,
59,blue,OG,5.701,,17.22612613,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:35:34,1.209602,4.308,,11:22:42,0.4351459,6262,,1,,5b59,,,,,,,,,,,,,,,,,,
60,blue,Ferris,6.856,,17.23671171,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:37:10,0.1128162,6.417,,11:24:04,6.26E-02,6262,,1,,5b60,,,,,,,,,,,,,,,,,,
61,blue,Ferris,6.457,,17.2472973,2017-08-21,2017-09-07,2017-08-28,5,Apple,,10:38:38,0.1028012,5.949,,11:25:21,7.90E-02,6262,,1,,5b61,,,,,,,,,,,,,,,,,,
