Host,Sample,N,tape,licor,cohort_day,cohort_date,day_weight,day_resp,weight,Respiration,Respiration_time,Purge_time
Hawthorn,e,2,orange,6262,6,9/26/18,7,8,7.78,0.2316168,9:15:56,
Hawthorn,e,3,orange,6262,6,9/26/18,7,8,7.229,0.2804033,9:17:15,
Hawthorn,e,4,orange,6262,6,9/26/18,7,8,9.538,0.4155771,9:18:28,
Hawthorn,e,5,orange,6262,6,9/26/18,7,8,9.392,0.3573065,9:19:46,
Hawthorn,e,6,orange,6262,6,9/26/18,7,8,4.691,0.1330405,9:21:04,
Hawthorn,e,7,orange,6262,6,9/26/18,7,8,7.93,0.1507268,9:22:16,
Hawthorn,e,8,orange,6262,6,9/26/18,7,8,7.329,0.2378924,9:23:35,
Hawthorn,e,9,orange,6262,6,9/26/18,7,8,6.806,0.843347,9:24:56,
Hawthorn,e,10,orange,6262,6,9/26/18,7,8,4.896,0.1972715,9:26:18,
Hawthorn,e,11,orange,6262,6,9/26/18,7,8,5.109,0.2214848,9:27:32,
Hawthorn,e,12,orange,6262,6,9/26/18,7,8,10.652,0.391331,9:28:46,
Hawthorn,e,13,orange,6262,6,9/26/18,7,8,3.665,1.790179,9:30:12,
Hawthorn,e,14,orange,6262,6,9/26/18,7,8,9.343,0.2733022,9:31:50,
Hawthorn,e,15,orange,6262,6,9/26/18,7,8,7.432,0.2330835,9:33:10,
Hawthorn,e,16,orange,6262,6,9/26/18,7,8,6.366,0.33157,9:34:35,
Hawthorn,e,17,orange,6262,6,9/26/18,7,8,3.835,0.1828676,9:35:54,
Hawthorn,e,18,orange,6262,6,9/26/18,7,8,7.912,0.3007571,9:37:18,
Hawthorn,e,19,orange,6262,6,9/26/18,7,8,4.665,0.1318368,9:38:43,
Hawthorn,e,20,orange,6262,6,9/26/18,7,8,4.818,0.6799925,9:40:06,
Hawthorn,e,21,orange,6262,6,9/26/18,7,8,6.77,0.202804,9:41:35,
Hawthorn,e,22,orange,6262,6,9/26/18,7,8,4.421,2.250607,9:43:02,
Hawthorn,e,23,orange,6262,6,9/26/18,7,8,5.365,0.2395036,9:44:53,
Hawthorn,e,24,orange,6262,6,9/26/18,7,8,6.685,0.2239211,9:46:29,
Hawthorn,e,25,orange,6262,6,9/26/18,7,8,5.468,0.1138271,9:47:49,
Hawthorn,b,26,orange,6262,6,9/26/18,7,8,,1.77E-02,9:49:09,10:44
Hawthorn,e,1,red,7000,9,9/29/18,7,8,6.551,0.1851517,11:09:54,11:41
Hawthorn,e,2,red,7000,9,9/29/18,7,8,7.122,0.1676758,11:11:50,
Hawthorn,e,3,red,7000,9,9/29/18,7,8,5.319,0.4968552,11:13:20,
Hawthorn,e,4,red,7000,9,9/29/18,7,8,7.218,0.1707799,11:14:55,
Hawthorn,e,5,red,7000,9,9/29/18,7,8,9.207,0.2681673,11:16:41,
Hawthorn,e,6,red,7000,9,9/29/18,7,8,8.757,0.8117591,11:18:09,
Hawthorn,e,7,red,7000,9,9/29/18,7,8,5.85,0.1082356,11:19:37,
Hawthorn,e,8,red,7000,9,9/29/18,7,8,7.414,0.2292387,11:20:56,
Hawthorn,e,9,red,7000,9,9/29/18,7,8,13.143,0.3181682,11:22:18,
Hawthorn,e,10,red,7000,9,9/29/18,7,8,6.622,0.1783515,11:23:44,
Hawthorn,b,11,red,7000,9,9/29/18,7,8,,7.40E-03,11:25:19,
Hawthorn,b,12,red,7000,9,9/29/18,7,8,,8.39E-03,11:26:24,11:44
Hawthorn,e,1,orange,6262,9,9/29/18,7,8,8.178,1.185045,11:09:54,11:44
Hawthorn,e,2,orange,6262,9,9/29/18,7,8,9.794,0.3382793,11:11:50,
Hawthorn,e,3,orange,6262,9,9/29/18,7,8,9.999,0.2792016,11:13:20,
Hawthorn,e,4,orange,6262,9,9/29/18,7,8,7.255,1.386098,11:14:55,
Hawthorn,e,5,orange,6262,9,9/29/18,7,8,9.952,0.397948,11:16:41,
Hawthorn,e,6,orange,6262,9,9/29/18,7,8,10.162,0.3271,11:18:09,
Hawthorn,e,7,orange,6262,9,9/29/18,7,8,7.698,0.2409693,11:19:37,
Hawthorn,e,8,orange,6262,9,9/29/18,7,8,6.383,0.2134652,11:20:56,
Hawthorn,e,9,orange,6262,9,9/29/18,7,8,7.274,0.2005725,11:22:18,
Hawthorn,e,10,orange,6262,9,9/29/18,7,8,9.192,0.3025207,11:23:44,
Hawthorn,b,11,orange,6262,9,9/29/18,7,8,,-8.07E-03,11:25:19,
Hawthorn,b,12,orange,6262,9,9/29/18,7,8,,6.85E-03,11:26:24,11:50
Hawthorn,e,1,red,7000,3,9/23/18,19,20,8.03,1.286561,9:15:30,10:18
Hawthorn,e,2,red,7000,3,9/23/18,19,20,9.149,7.80E-02,9:17:02,
Hawthorn,e,3,red,7000,3,9/23/18,19,20,7.029,7.85E-02,9:18:35,
Hawthorn,e,4,red,7000,3,9/23/18,19,20,6.94,7.82E-02,9:19:46,
Hawthorn,e,5,red,7000,3,9/23/18,19,20,4.438,0.786556,9:21:17,
Hawthorn,e,6,red,7000,3,9/23/18,19,20,9.308,6.35E-02,9:22:29,
Hawthorn,e,7,red,7000,3,9/23/18,19,20,6.934,4.93E-02,9:23:43,
Hawthorn,e,8,red,7000,3,9/23/18,19,20,10.221,8.77E-02,9:25:14,
Hawthorn,e,9,red,7000,3,9/23/18,19,20,5.653,5.43E-02,9:26:33,
Hawthorn,e,10,red,7000,3,9/23/18,19,20,4.649,6.35E-02,9:27:41,
Hawthorn,e,11,red,7000,3,9/23/18,19,20,5.991,9.73E-02,9:29:00,
Hawthorn,e,12,red,7000,3,9/23/18,19,20,10.547,6.66E-02,9:30:25,
Hawthorn,e,13,red,7000,3,9/23/18,19,20,9.067,7.02E-02,9:31:43,
Hawthorn,e,14,red,7000,3,9/23/18,19,20,5.593,6.34E-02,9:32:56,
Hawthorn,e,15,red,7000,3,9/23/18,19,20,7.036,3.98E-02,9:34:10,
Hawthorn,e,16,red,7000,3,9/23/18,19,20,7.482,0.5238549,9:35:35,
Hawthorn,e,17,red,7000,3,9/23/18,19,20,7.059,6.03E-02,9:36:46,
Hawthorn,e,18,red,7000,3,9/23/18,19,20,6.473,6.36E-02,9:37:54,
Hawthorn,e,19,red,7000,3,9/23/18,19,20,5.04,6.03E-02,9:39:11,
Hawthorn,e,20,red,7000,3,9/23/18,19,20,7.481,0.7904296,9:40:24,
Hawthorn,e,21,red,7000,3,9/23/18,19,20,8.123,8.54E-02,9:41:43,
Hawthorn,e,22,red,7000,3,9/23/18,19,20,7.161,3.89E-02,9:42:55,
Hawthorn,e,23,red,7000,3,9/23/18,19,20,10.011,8.69E-02,9:44:11,
Hawthorn,e,24,red,7000,3,9/23/18,19,20,4.798,0.1464238,9:45:28,
Hawthorn,e,25,red,7000,3,9/23/18,19,20,3.996,1.085948,9:46:54,
Hawthorn,b,26,red,7000,3,9/23/18,19,20,,5.13E-03,9:48:22,10:25
Hawthorn,b,27,red,7000,3,9/23/18,19,20,,3.97E-02,9:49:24,10:25
Hawthorn,e,1,orange,6262,3,9/23/18,19,20,5.942,0.2110428,9:15:30,
Hawthorn,e,2,orange,6262,3,9/23/18,19,20,3.302,1.936701,9:17:02,
Hawthorn,e,3,orange,6262,3,9/23/18,19,20,9.571,0.1374681,9:18:35,
Hawthorn,e,4,orange,6262,3,9/23/18,19,20,8.65,1.391504,9:19:46,
Hawthorn,e,5,orange,6262,3,9/23/18,19,20,7.463,0.1000245,9:21:17,
Hawthorn,e,6,orange,6262,3,9/23/18,19,20,5.463,8.45E-02,9:22:29,
Hawthorn,e,7,orange,6262,3,9/23/18,19,20,7.122,1.049116,9:23:43,
Hawthorn,e,8,orange,6262,3,9/23/18,19,20,9.445,0.1451192,9:25:14,
Hawthorn,e,9,orange,6262,3,9/23/18,19,20,6.862,4.32E-02,9:26:33,
Hawthorn,e,10,orange,6262,3,9/23/18,19,20,9.577,0.1559228,9:27:41,
Hawthorn,e,11,orange,6262,3,9/23/18,19,20,10.648,0.1970055,9:29:00,
Hawthorn,e,12,orange,6262,3,9/23/18,19,20,9.378,7.22E-02,9:30:25,
Hawthorn,e,13,orange,6262,3,9/23/18,19,20,6.978,0.1108116,9:31:43,
Hawthorn,e,14,orange,6262,3,9/23/18,19,20,7.553,0.1133015,9:32:56,
Hawthorn,e,15,orange,6262,3,9/23/18,19,20,9.169,1.289956,9:34:10,
Hawthorn,e,16,orange,6262,3,9/23/18,19,20,7.595,7.47E-02,9:35:35,
Hawthorn,e,17,orange,6262,3,9/23/18,19,20,6.593,9.69E-02,9:36:46,
Hawthorn,e,18,orange,6262,3,9/23/18,19,20,7.234,0.1400325,9:37:54,
Hawthorn,e,19,orange,6262,3,9/23/18,19,20,8.89,0.1249954,9:39:11,
Hawthorn,e,20,orange,6262,3,9/23/18,19,20,4.063,9.44E-02,9:40:24,
Hawthorn,e,21,orange,6262,3,9/23/18,19,20,7.454,8.20E-02,9:41:43,
Hawthorn,e,22,orange,6262,3,9/23/18,19,20,5.578,0.1313519,9:42:55,
Hawthorn,e,23,orange,6262,3,9/23/18,19,20,6.003,0.1024249,9:44:11,
Hawthorn,e,24,orange,6262,3,9/23/18,19,20,5.755,0.1893737,9:45:28,
Hawthorn,e,25,orange,6262,3,9/23/18,19,20,7.392,0.303696,9:46:54,
Hawthorn,b,26,orange,6262,3,9/23/18,19,20,,1.62E-02,9:48:22,
Hawthorn,b,27,orange,6262,3,9/23/18,19,20,,6.99E-02,9:49:24,10:31
Hawthorn,e,1,red,7000,4,9/24/18,19,20,10.303,7.92E-02,9:15:23,10:19
Hawthorn,e,2,red,7000,4,9/24/18,19,20,9.912,7.64E-02,9:16:41,
Hawthorn,e,3,red,7000,4,9/24/18,19,20,9.735,8.80E-02,9:17:51,
Hawthorn,e,4,red,7000,4,9/24/18,19,20,9.128,9.21E-02,9:19:04,
Hawthorn,e,5,red,7000,4,9/24/18,19,20,9.634,0.0710906,9:20:29,
Hawthorn,e,6,red,7000,4,9/24/18,19,20,7.192,6.76E-02,9:21:46,
Hawthorn,e,7,red,7000,4,9/24/18,19,20,7.209,6.46E-02,9:23:11,
Hawthorn,e,8,red,7000,4,9/24/18,19,20,11.029,7.15E-02,9:24:26,
Hawthorn,e,9,red,7000,4,9/24/18,19,20,8.791,0.1273376,9:25:53,
Hawthorn,e,10,red,7000,4,9/24/18,19,20,8.219,0.7444162,9:27:23,
Hawthorn,e,11,red,7000,4,9/24/18,19,20,5.713,4.07E-02,9:28:50,
Hawthorn,e,12,red,7000,4,9/24/18,19,20,7.174,5.00E-02,9:30:07,
Hawthorn,e,13,red,7000,4,9/24/18,19,20,7.404,4.90E-02,9:31:24,
Hawthorn,e,14,red,7000,4,9/24/18,19,20,6.841,3.90E-02,9:32:44,
Hawthorn,e,15,red,7000,4,9/24/18,19,20,6.13,5.27E-02,9:34:05,
Hawthorn,e,16,red,7000,4,9/24/18,19,20,8.135,6.72E-02,9:35:22,
Hawthorn,e,17,red,7000,4,9/24/18,19,20,10.69,6.30E-02,9:36:47,
Hawthorn,e,18,red,7000,4,9/24/18,19,20,6.403,3.77E-03,9:38:08,
Hawthorn,e,19,red,7000,4,9/24/18,19,20,8.657,0.3191873,9:39:26,
Hawthorn,e,20,red,7000,4,9/24/18,19,20,11.98,0.0451839,9:40:41,
Hawthorn,b,21,red,7000,4,9/24/18,19,20,,5.95E-03,9:42:04,
Hawthorn,b,22,red,7000,4,9/24/18,19,20,,8.06E-03,9:43:10,10:23
Hawthorn,e,1,orange,6262,4,9/24/18,19,20,7.593,0.1438509,9:15:23,10:23
Hawthorn,e,2,orange,6262,4,9/24/18,19,20,6.572,0.1037605,9:16:41,
Hawthorn,e,3,orange,6262,4,9/24/18,19,20,8.271,0.1075725,9:17:51,
Hawthorn,e,4,orange,6262,4,9/24/18,19,20,8.964,0.1098465,9:19:04,
Hawthorn,e,5,orange,6262,4,9/24/18,19,20,7.016,0.1413264,9:20:29,
Hawthorn,e,6,orange,6262,4,9/24/18,19,20,5.267,0.1170074,9:21:46,
Hawthorn,e,7,orange,6262,4,9/24/18,19,20,6.671,7.51E-02,9:23:11,
Hawthorn,e,8,orange,6262,4,9/24/18,19,20,6.363,0.1429358,9:24:26,
Hawthorn,e,9,orange,6262,4,9/24/18,19,20,7.186,0.1821059,9:25:53,
Hawthorn,e,10,orange,6262,4,9/24/18,19,20,8.404,0.1035181,9:27:23,
Hawthorn,e,11,orange,6262,4,9/24/18,19,20,7.261,0.1172832,9:28:50,
Hawthorn,e,12,orange,6262,4,9/24/18,19,20,6.658,0.1222633,9:30:07,
Hawthorn,e,13,orange,6262,4,9/24/18,19,20,7.361,0.1111699,9:31:24,
Hawthorn,e,14,orange,6262,4,9/24/18,19,20,9.884,9.89E-02,9:32:44,
Hawthorn,e,15,orange,6262,4,9/24/18,19,20,7.654,0.1254598,9:34:05,
Hawthorn,e,16,orange,6262,4,9/24/18,19,20,9.269,0.1789727,9:35:22,
Hawthorn,e,17,orange,6262,4,9/24/18,19,20,6.361,0.1303811,9:36:47,
Hawthorn,e,18,orange,6262,4,9/24/18,19,20,5.326,8.28E-02,9:38:08,
Hawthorn,e,19,orange,6262,4,9/24/18,19,20,4.391,0.1167093,9:39:26,
Hawthorn,e,20,orange,6262,4,9/24/18,19,20,7.387,7.33E-02,9:40:41,
Hawthorn,b,21,orange,6262,4,9/24/18,19,20,,7.31E-03,9:42:04,
Hawthorn,b,22,orange,6262,4,9/24/18,19,20,,1.98E-02,9:43:10,10:27
Hawthorn,e,1,red,7000,5,9/25/18,19,20,7.683,4.77E-02,8:14:21,10:09
Hawthorn,e,2,red,7000,5,9/25/18,19,20,10.117,4.45E-02,8:15:42,
Hawthorn,e,3,red,7000,5,9/25/18,19,20,6.842,3.65E-02,8:17:05,
Hawthorn,e,4,red,7000,5,9/25/18,19,20,9.764,7.62E-02,8:18:37,
Hawthorn,e,5,red,7000,5,9/25/18,19,20,9.893,8.86E-02,8:20:02,
Hawthorn,e,6,red,7000,5,9/25/18,19,20,2.772,3.98E-02,8:21:21,
Hawthorn,e,7,red,7000,5,9/25/18,19,20,5.75,3.53E-02,8:22:52,
Hawthorn,e,8,red,7000,5,9/25/18,19,20,10.68,0.1033894,8:24:10,
Hawthorn,e,9,red,7000,5,9/25/18,19,20,7.669,3.76E-02,8:25:31,
Hawthorn,e,10,red,7000,5,9/25/18,19,20,9.448,6.09E-02,8:26:50,
Hawthorn,e,11,red,7000,5,9/25/18,19,20,7.348,3.89E-02,8:28:08,
Hawthorn,e,12,red,7000,5,9/25/18,19,20,6.876,2.73E-02,8:29:22,
Hawthorn,e,13,red,7000,5,9/25/18,19,20,7.874,8.62E-02,8:30:36,
Hawthorn,e,14,red,7000,5,9/25/18,19,20,7.091,0.0607416,8:32:02,
Hawthorn,e,15,red,7000,5,9/25/18,19,20,9.032,8.99E-02,8:33:26,
Hawthorn,e,16,red,7000,5,9/25/18,19,20,6.098,4.45E-02,8:34:45,
Hawthorn,e,17,red,7000,5,9/25/18,19,20,6.829,7.27E-02,8:36:04,
Hawthorn,e,18,red,7000,5,9/25/18,19,20,12.542,8.61E-02,8:37:16,
Hawthorn,e,19,red,7000,5,9/25/18,19,20,8.616,7.33E-02,8:38:36,
Hawthorn,e,20,red,7000,5,9/25/18,19,20,6.862,5.43E-02,8:39:56,
Hawthorn,b,21,red,7000,5,9/25/18,19,20,,5.66E-03,8:41:30,
Hawthorn,b,22,red,7000,5,9/25/18,19,20,,5.23E-03,8:42:34,10:14
Hawthorn,e,1,orange,6262,5,9/25/18,19,20,8.528,9.78E-02,8:14:21,10:14
Hawthorn,e,2,orange,6262,5,9/25/18,19,20,9.058,0.124979,8:15:42,
Hawthorn,e,3,orange,6262,5,9/25/18,19,20,9.614,7.30E-02,8:17:05,
Hawthorn,e,4,orange,6262,5,9/25/18,19,20,7.562,0.1145935,8:18:37,
Hawthorn,e,5,orange,6262,5,9/25/18,19,20,7.279,9.02E-02,8:20:02,
Hawthorn,e,6,orange,6262,5,9/25/18,19,20,6.91,1.096166,8:21:21,
Hawthorn,e,7,orange,6262,5,9/25/18,19,20,8.299,9.76E-02,8:22:52,
Hawthorn,e,8,orange,6262,5,9/25/18,19,20,8.872,0.1780764,8:24:10,
Hawthorn,e,9,orange,6262,5,9/25/18,19,20,11.539,0.1717763,8:25:31,
Hawthorn,e,10,orange,6262,5,9/25/18,19,20,6.733,0.1030174,8:26:50,
Hawthorn,e,11,orange,6262,5,9/25/18,19,20,9.219,0.1024264,8:28:08,
Hawthorn,e,12,orange,6262,5,9/25/18,19,20,6.338,5.01E-02,8:29:22,
Hawthorn,e,13,orange,6262,5,9/25/18,19,20,6.94,0.1127161,8:30:36,
Hawthorn,e,14,orange,6262,5,9/25/18,19,20,10.261,0.1528939,8:32:02,
Hawthorn,e,15,orange,6262,5,9/25/18,19,20,6.617,0.1647835,8:33:26,
Hawthorn,e,16,orange,6262,5,9/25/18,19,20,8.158,0.1370459,8:34:45,
Hawthorn,e,17,orange,6262,5,9/25/18,19,20,4.95,4.62E-02,8:36:04,
Hawthorn,e,18,orange,6262,5,9/25/18,19,20,6.331,0.347365,8:37:16,
Hawthorn,e,19,orange,6262,5,9/25/18,19,20,5.739,0.1246005,8:38:36,
Hawthorn,e,20,orange,6262,5,9/25/18,19,20,7.118,1.139491,8:39:56,
Hawthorn,b,21,orange,6262,5,9/25/18,19,20,,1.52E-02,8:41:30,
Hawthorn,b,22,orange,6262,5,9/25/18,19,20,,1.62E-02,8:42:34,10:19
Hawthorn,e,1,red,7000,6,9/26/18,19,20,5.766,0.0665392,8:28:24,9:19
Hawthorn,e,2,red,7000,6,9/26/18,19,20,9.02,6.53E-02,8:29:44,
Hawthorn,e,3,red,7000,6,9/26/18,19,20,11.157,5.90E-02,8:30:53,
Hawthorn,e,4,red,7000,6,9/26/18,19,20,4.211,0.1440904,8:32:32,
Hawthorn,e,5,red,7000,6,9/26/18,19,20,7.966,3.44E-02,8:34:14,
Hawthorn,e,6,red,7000,6,9/26/18,19,20,7.862,5.33E-02,8:35:45,
Hawthorn,e,7,red,7000,6,9/26/18,19,20,6.312,5.18E-02,8:37:05,
Hawthorn,e,8,red,7000,6,9/26/18,19,20,10.566,9.35E-02,8:38:23,
Hawthorn,e,9,red,7000,6,9/26/18,19,20,9.595,0.1978312,8:39:42,
Hawthorn,e,10,red,7000,6,9/26/18,19,20,6.704,4.51E-02,8:41:09,
Hawthorn,e,11,red,7000,6,9/26/18,19,20,9.441,6.61E-02,8:42:32,
Hawthorn,e,12,red,7000,6,9/26/18,19,20,6.927,4.76E-02,8:43:52,
Hawthorn,e,13,red,7000,6,9/26/18,19,20,5.882,0.4427113,8:45:18,
Hawthorn,e,14,red,7000,6,9/26/18,19,20,6.574,0.6145979,8:46:45,
Hawthorn,e,15,red,7000,6,9/26/18,19,20,6.787,8.64E-02,8:48:17,
Hawthorn,e,16,red,7000,6,9/26/18,19,20,9.378,9.07E-02,8:49:33,
Hawthorn,e,17,red,7000,6,9/26/18,19,20,8.595,0.8342099,8:50:53,
Hawthorn,e,18,red,7000,6,9/26/18,19,20,10.406,7.87E-02,8:52:27,
Hawthorn,e,19,red,7000,6,9/26/18,19,20,9.506,0.0720861,8:53:51,
Hawthorn,e,20,red,7000,6,9/26/18,19,20,8.555,4.30E-03,8:55:11,
Hawthorn,b,21,red,7000,6,9/26/18,19,20,,5.56E-03,8:56:38,9:24
Hawthorn,b,22,red,7000,6,9/26/18,19,20,,7.85E-03,8:57:46,9:24
Hawthorn,e,1,orange,6262,6,9/26/18,19,20,4.303,0.1351242,8:28:24,
Hawthorn,e,2,orange,6262,6,9/26/18,19,20,6.863,0.0827463,8:29:44,
Hawthorn,e,3,orange,6262,6,9/26/18,19,20,6.323,1.137766,8:30:53,
Hawthorn,e,4,orange,6262,6,9/26/18,19,20,4.547,0.8803463,8:32:32,
Hawthorn,e,5,orange,6262,6,9/26/18,19,20,8.148,0.1552431,8:34:14,
Hawthorn,e,6,orange,6262,6,9/26/18,19,20,6.75,0.1162251,8:35:45,
Hawthorn,e,7,orange,6262,6,9/26/18,19,20,6.309,7.86E-02,8:37:05,
Hawthorn,e,8,orange,6262,6,9/26/18,19,20,5.772,9.72E-02,8:38:23,
Hawthorn,e,9,orange,6262,6,9/26/18,19,20,6.262,0.1037739,8:39:42,
Hawthorn,e,10,orange,6262,6,9/26/18,19,20,7.635,0.1172321,8:41:09,
Hawthorn,e,11,orange,6262,6,9/26/18,19,20,8.631,0.1329947,8:42:32,
Hawthorn,e,12,orange,6262,6,9/26/18,19,20,4.186,0.1011545,8:43:52,
Hawthorn,e,13,orange,6262,6,9/26/18,19,20,5.398,0.1002977,8:45:18,
Hawthorn,e,14,orange,6262,6,9/26/18,19,20,6.302,7.25E-02,8:46:45,
Hawthorn,e,15,orange,6262,6,9/26/18,19,20,7.811,8.82E-02,8:48:17,
Hawthorn,e,16,orange,6262,6,9/26/18,19,20,5.215,7.33E-02,8:49:33,
Hawthorn,e,17,orange,6262,6,9/26/18,19,20,11.307,9.74E-02,8:50:53,
Hawthorn,e,18,orange,6262,6,9/26/18,19,20,4.853,8.87E-02,8:52:27,
Hawthorn,e,19,orange,6262,6,9/26/18,19,20,8.669,7.87E-02,8:53:51,
Hawthorn,e,20,orange,6262,6,9/26/18,19,20,4.47,9.40E-02,8:55:11,
Hawthorn,b,21,orange,6262,6,9/26/18,19,20,,7.19E-03,8:56:38,
Hawthorn,b,22,orange,6262,6,9/26/18,19,20,,1.94E-02,8:57:46,9:29
