Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,collection_date,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,notes,treatment,uniqueID,eclosion_date,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3
73,blue,Ferris,8.975,,17.42982456,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,11:22:22,0.1610967,8.27,,,,,,,12b73,,,,,,,,,,,,,,,,,
74,blue,Grant,7.815,,17.43486842,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,11:23:33,0.290533,6.633,,,,,,,12b74,,,,,,,,,,,,,,,,,
75,blue,Grant,8.799,,17.43991228,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,11:24:56,0.1787215,8.414,,,,,,,12b75,,,,,,,,,,,,,,,,,
76,blue,Blank,,,17.44495614,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,11:26:22,1.90E-02,,,,,,,,12b76,,,,,,,,,,,,,,,,,
77,blue,Blank,,17:03,17.45,2017-08-21,2017-09-14,2017-09-04,12,Apple,6262,11:27:20,1.87E-02,,14:00,,,,,,12b77,,,,,,,,,,,,,,,,,
1,red,Milford,8.097,13:22,13.43333333,2017-08-21,2017-09-15,2017-09-05,13,Haw,7000,9:18:10,0.6786519,7.836,12:28,,,,,RT,13r1,2017-10-08,33,A1,fly,20,1,11:47,2017-10-09,9:35,escaped,,,,,,,
2,red,Grant,8.738,,13.44511111,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:19:35,9.26E-02,8.328,,,,,,,13r2,,,,,,,,,,,,,,,,,
3,red,Grant,7.423,,13.45688889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:20:47,8.37E-02,6.954,,,,,,,13r3,,,,,,,,,,,,,,,,,
4,red,Grant,7.931,,13.46866667,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:22:08,9.62E-02,7.835,,,,,,,13r4,,,,,,,,,,,,,,,,,
5,red,Ferris,10.284,,13.48044444,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:23:23,5.86E-02,9.867,,,,,,,13r5,,,,,,,,,,,,,,,,,
6,red,Grant,6.301,,13.49222222,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:24:31,6.88E-02,6.219,,,,,,,13r6,,,,,,,,,,,,,,,,,
7,red,Ferris,7.863,,13.504,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:25:47,0.6595102,7.478,,,,,,,13r7,,,,,,,,,,,,,,,,,
8,red,Grant,5.948,,13.51577778,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:27:14,0.1016834,5.89,,,,,,RT,13r8,2017-10-06,33,A5,fly,13,1,16:02,2017-10-14,20:10,,4,30,2017-10-14,20:10,,,
9,red,Grant,9.734,,13.52755556,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:28:32,9.20E-02,9.485,,,,,,,13r9,,,,,,,,,,,,,,,,,
10,red,MSU,8.788,,13.53933333,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:29:42,9.58E-02,8.614,,,,,,,13r10,,,,,,,,,,,,,,,,,
11,red,Grant,3.743,,13.55111111,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:31:21,5.10E-02,3.695,,,,,,,13r11,,,,,,,,,,,,,,,,,
12,red,Grant,6.312,,13.56288889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:32:58,0.1003054,6.189,,,,,,,13r12,,,,,,,,,,,,,,,,,
13,red,Grant,5.174,,13.57466667,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:34:06,0.3940577,5.065,,,,,,RT,13r13,2017-10-06,33,A9,fly,16,1,16:03,2017-10-14,20:10,,4,11,2017-10-14,20:10,,,
14,red,Grant,6.788,,13.58644444,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:35:24,0.1065777,6.505,,,,,,,13r14,,,,,,,,,,,,,,,,,
15,red,Grant,5.388,,13.59822222,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:36:32,0.1068,5.125,,,,,,,13r15,,,,,,,,,,,,,,,,,
16,red,Ferris,5.201,,13.61,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:37:55,0.0591845,4.906,,,,,,,13r16,,,,,,,,,,,,,,,,,
17,red,Ferris,8.878,,13.62177778,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:39:25,0.9635664,8.369,,,,,,RT,13r17,2017-10-06,33,A12,fly,17,2,16:02,2017-10-14,20:10,changed water 2017-10-21 22:58,4,32,2017-10-14,20:10,,,
18,red,Grant,5.885,,13.63355556,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:40:46,9.91E-02,5.836,,,,,,,13r18,,,,,,,,,,,,,,,,,
19,red,Grant,8.234,,13.64533333,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:42:13,0.2091181,4.354,,,,,,,13r19,,,,,,,,,,,,,,,,,
20,red,Ferris,7.22,,13.65711111,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:43:23,0.1069653,7.02,,,,,,,13r20,,,,,,,,,,,,,,,,,
21,red,Ferris,6.96,,13.66888889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:44:32,6.16E-02,6.9,,,,,,,13r21,,,,,,,,,,,,,,,,,
22,red,Grant,9.116,,13.68066667,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:45:40,0.1135002,8.993,,,,,,,13r22,,,,,,,,,,,,,,,,,
23,red,Grant,4.339,,13.69244444,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:46:49,0.8337691,1.856,,,,,,,13r23,,,,,,,,,,,,,,,,,
24,red,Grant,9.176,,13.70422222,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:48:17,1.099898,5.19,,,,,,,13r24,,,,,,,,,,,,,,,,,
25,red,Milford,11.519,,13.716,2017-08-21,2017-09-15,2017-09-05,13,Haw,7000,9:49:44,0.126625,10.757,,,,,,,13r25,,,,,,,,,,,,,,,,,
26,red,Milford,11.27,,13.72777778,2017-08-21,2017-09-15,2017-09-05,13,Haw,7000,9:50:56,0.1464526,10.949,,,,,,,13r26,,,,,,,,,,,,,,,,,
28,red,Ferris,10.071,,13.73955556,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:52:03,8.62E-02,9.872,,,,,,,13r28,,,,,,,,,,,,,,,,,
30,red,Milford,12.321,,13.75133333,2017-08-21,2017-09-15,2017-09-05,13,Haw,7000,9:53:25,0.8528228,11.578,,,,,,,13r30,,,,,,,,,,,,,,,,,
31,red,Grant,9.895,,13.76311111,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:54:50,0.122293,9.463,,,,,,,13r31,,,,,,,,,,,,,,,,,
32,red,Ferris,6.168,,13.77488889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:56:19,6.01E-02,5.849,,,,,,,13r32,,,,,,,,,,,,,,,,,
33,red,Grant,8.36,,13.78666667,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:57:28,6.18E-02,8.081,,,,,,,13r33,,,,,,,,,,,,,,,,,
34,red,Ferris,7.05,,13.79844444,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:58:28,0.1159946,6.446,,,,,,,13r34,,,,,,,,,,,,,,,,,
35,red,Grant,10.354,,13.81022222,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,9:59:42,0.1721524,10.082,,,,,,,13r35,,,,,,,,,,,,,,,,,
36,red,Grant,6.168,,13.822,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:00:55,0.4999671,5.812,,,,,,,13r36,,,,,,,,,,,,,,,,,
37,red,Grant,5.759,,13.83377778,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:02:12,0.0760495,5.624,,,,,,,13r37,,,,,,,,,,,,,,,,,
38,red,Milford,11.825,,13.84555556,2017-08-21,2017-09-15,2017-09-05,13,Haw,7000,10:03:27,7.92E-02,11.327,,,,,,,13r38,,,,,,,,,,,,,,,,,
39,red,Grant,9.559,,13.85733333,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:04:46,6.28E-02,9.37,,,,,,,13r39,,,,,,,,,,,,,,,,,
40,red,Grant,9.352,,13.86911111,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:06:05,0.1297771,9.231,,,,,,,13r40,,,,,,,,,,,,,,,,,
41,red,Grant,9.182,,13.88088889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:07:12,0.1027413,9.054,,,,,,,13r41,,,,,,,,,,,,,,,,,
42,red,Grant,8.918,,13.89266667,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:08:25,0.1246479,8.662,,,,,,,13r42,,,,,,,,,,,,,,,,,
43,red,Grant,6.174,,13.90444444,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:09:47,0.0856957,5.814,,,,,,,13r43,,,,,,,,,,,,,,,,,
44,red,Ferris,6.098,,13.91622222,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:11:01,5.82E-02,5.989,,,,,,,13r44,,,,,,,,,,,,,,,,,
45,red,Grant,5.665,,13.928,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:12:15,0.294902,3.917,,,,,,,13r45,,,,,,,,,,,,,,,,,
46,red,Ferris,6.67,,13.93977778,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:13:25,0.4799809,6.373,,,,,,,13r46,,,,,,,,,,,,,,,,,
47,red,Grant,9.653,,13.95155556,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:14:45,0.1041425,9.178,,,,,,,13r47,,,,,,,,,,,,,,,,,
48,red,Grant,10.33,,13.96333333,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:15:55,0.4071133,3.88,,,,,,,13r48,,,,,,,,,,,,,,,,,
49,red,Ferris,8.466,,13.97511111,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:17:12,0.1153014,7.996,,,,,,,13r49,,,,,,,,,,,,,,,,,
50,red,MSU,7.152,,13.98688889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:18:23,0.1169858,6.499,,,,,,,13r50,,,,,,,,,,,,,,,,,
51,red,MSU,9.475,,13.99866667,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:19:46,9.21E-02,9.086,,,,,,,13r51,,,,,,,,,,,,,,,,,
52,red,Grant,6.223,,14.01044444,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:21:15,0.1005343,5.788,,,,,,,13r52,,,,,,,,,,,,,,,,,
53,red,Ferris,5.641,,14.02222222,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:22:29,6.75E-02,5.513,,,,,,,13r53,,,,,,,,,,,,,,,,,
54,red,Grant,6.602,,14.034,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:23:48,1.180135,2.495,,,,,,,13r54,,,,,,,,,,,,,,,,,
55,red,Grant,3.494,,14.04577778,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:25:12,5.23E-02,3.392,,,,,,,13r55,,,,,,,,,,,,,,,,,
56,red,Grant,4.961,,14.05755556,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:26:38,9.67E-02,4.682,,,,,,,13r56,,,,,,,,,,,,,,,,,
57,red,MSU,6.736,,14.06933333,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:27:51,6.07E-02,6.316,,,,,,,13r57,,,,,,,,,,,,,,,,,
58,red,Grant,5.193,,14.08111111,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:29:05,0.4631884,5.057,,,,,,,13r58,,,,,,,,,,,,,,,,,
59,red,Grant,4.537,,14.09288889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:30:24,1.987892,2.431,,,,,,,13r59,,,,,,,,,,,,,,,,,
60,red,Ferris,8.23,,14.10466667,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:31:59,9.39E-02,7.796,,,,,,,13r60,,,,,,,,,,,,,,,,,
61,red,Grant,4.522,,14.11644444,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:33:19,0.1201025,4.121,,,,,,,13r61,,,,,,,,,,,,,,,,,
62,red,Grant,6.029,,14.12822222,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:34:40,9.97E-02,5.86,,,,,,,13r62,,,,,,,,,,,,,,,,,
63,red,Grant,10.142,,14.14,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:35:54,0.1715246,9.873,,,,,,,13r63,,,,,,,,,,,,,,,,,
64,red,Ferris,9.758,,14.15177778,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:37:33,8.84E-02,8.952,,,,,,,13r64,,,,,,,,,,,,,,,,,
65,red,Grant,5.369,,14.16355556,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:38:51,0.4847324,2.726,,,,,,,13r65,,,,,,,,,,,,,,,,,
66,red,Grant,6.256,,14.17533333,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:40:06,9.28E-02,6.201,,,,,,,13r66,,,,,,,,,,,,,,,,,
67,red,Milford,7.26,,14.18711111,2017-08-21,2017-09-15,2017-09-05,13,Haw,7000,10:47:26,9.57E-02,7.009,,,,,,,13r67,,,,,,,,,,,,,,,,,
68,red,Grant,5.008,,14.19888889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:48:31,7.11E-02,4.818,,,,,,,13r68,,,,,,,,,,,,,,,,,
69,red,Grant,9.712,,14.21066667,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:49:50,0.10864,9.239,,,,,,,13r69,,,,,,,,,,,,,,,,,
70,red,Blank,,,14.22244444,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:51:15,1.30E-02,,,,,,,,13r70,,,,,,,,,,,,,,,,,
71,red,Grant,6.265,,14.23422222,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:52:23,0.9618008,2.47,,,,,,,13r71,,,,,,,,,,,,,,,,,
72,red,Ferris,9.496,,14.246,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:53:48,0.2875504,7.384,,,,,,,13r72,,,,,,,,,,,,,,,,,
73,red,Blank,,,14.25777778,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:55:03,1.26E-02,,,,,,,,13r73,,,,,,,,,,,,,,,,,
74,red,Grant,6.747,,14.26955556,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:56:15,0.6867489,2.601,,,,,,,13r74,,,,,,,,,,,,,,,,,
75,red,Grant,8.029,,14.28133333,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,10:57:43,7.43E-02,7.963,,,,,,,13r75,,,,,,,,,,,,,,,,,
76,red,Grant,4.576,,14.29311111,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,,,4.398,,,,,d14: air in the syringe. Respirometry d11 not done?,,13r76,,,,,,,,,,,,,,,,,
77,red,Ferris,7.024,14:53,14.30488889,2017-08-21,2017-09-15,2017-09-05,13,Apple,7000,11:00:03,8.27E-02,6.759,13:16,,,,,,13r77,,,,,,,,,,,,,,,,,
1,orange,Ferris,5.399,13:26,14.31666667,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:18:10,0.5966194,5.04,11:23,,,,,,13o1,,,,,,,,,,,,,,,,,
2,orange,Grant,9.049,,13.36666667,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:19:35,0.1984548,8.846,,,,,,,13o2,,,,,,,,,,,,,,,,,
3,orange,Grant,8.705,,13.38716216,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:20:47,0.1981357,8.323,,,,,,,13o3,,,,,,,,,,,,,,,,,
4,orange,Ferris,6.99,,13.40765766,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:22:08,7.78E-02,6.697,,,,,,,13o4,,,,,,,,,,,,,,,,,
5,orange,Grant,10.695,,13.42815315,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:23:23,0.1572495,10.588,,,,,,,13o5,,,,,,,,,,,,,,,,,
6,orange,Grant,7.494,,13.44864865,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:24:31,0.1204828,7.254,,,,,,,13o6,,,,,,,,,,,,,,,,,
7,orange,Ferris,5.387,,13.46914414,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:25:47,0.1969762,4.459,,,,,,,13o7,,,,,,,,,,,,,,,,,
8,orange,Grant,6.47,,13.48963964,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:27:14,0.3069078,5.723,,,,,,,13o8,,,,,,,,,,,,,,,,,
9,orange,MSU,6.851,,13.51013514,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:28:32,0.1444533,6.279,,,,,,,13o9,,,,,,,,,,,,,,,,,
10,orange,Grant,8.747,,13.53063063,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:29:42,1.496552,7.907,,,,,,,13o10,,,,,,,,,,,,,,,,,
11,orange,Grant,6.49,,13.55112613,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:31:21,0.9230639,6.349,,,,,,RT,13o11,2017-10-12,37,A7,fly,1,2,20:21,2017-10-20,20:16,,4,24,2017-10-20,20:24,,,
12,orange,Ferris,5.145,,13.57162162,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:32:58,0.1185236,5.004,,,,,,,13o12,,,,,,,,,,,,,,,,,
13,orange,Grant,4.039,,13.59211712,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:34:06,0.128284,3.96,,,,,,,13o13,,,,,,,,,,,,,,,,,
14,orange,Ferris,6.445,,13.61261261,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:35:24,0.1341356,6.151,,,,,,,13o14,,,,,,,,,,,,,,,,,
15,orange,Grant,5.82,,13.63310811,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:36:32,0.9804894,5.444,,,,,,,13o15,,,,,,,,,,,,,,,,,
16,orange,Ferris,8.522,,13.6536036,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:37:55,1.358763,8.238,,,,,,RT,13o16,2017-10-04,29,A11,fly,18,1,11:12,2017-10-20,17:42,frozen,,,,,,,
17,orange,Grant,4.103,,13.6740991,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:39:25,0.1133857,3.986,,,,,,,13o17,,,,,,,,,,,,,,,,,
18,orange,Grant,9.507,,13.69459459,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:40:46,1.336179,8.965,,,,,,,13o18,,,,,,,,,,,,,,,,,
19,orange,Ferris,5.697,,13.71509009,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:42:13,0.1252325,5.476,,,,,,,13o19,,,,,,,,,,,,,,,,,
20,orange,Grant,6.544,,13.73558559,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:43:23,0.1205281,6.46,,,,,,,13o20,,,,,,,,,,,,,,,,,
21,orange,Ferris,4.336,,13.75608108,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:44:32,0.1446821,4.005,,,,,,,13o21,,,,,,,,,,,,,,,,,
22,orange,MSU,6.992,,13.77657658,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:45:40,0.1143252,6.432,,,,,,,13o22,,,,,,,,,,,,,,,,,
23,orange,Grant,6.12,,13.79707207,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:46:49,0.1572422,5.869,,,,,,,13o23,,,,,,,,,,,,,,,,,
24,orange,Grant,3.216,,13.81756757,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:48:17,8.79E-02,3.135,,,,,,,13o24,,,,,,,,,,,,,,,,,
25,orange,Ferris,4.065,,13.83806306,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:49:44,0.1148916,4.023,,,,,,,13o25,,,,,,,,,,,,,,,,,
26,orange,Ferris,7.816,,13.85855856,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:50:56,0.1067075,7.737,,,,,,,13o26,,,,,,,,,,,,,,,,,
27,orange,Grant,6.91,,13.87905405,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:52:03,0.1430514,6.522,,,,,,,13o27,,,,,,,,,,,,,,,,,
28,orange,Milford,10.525,,13.89954955,2017-08-21,2017-09-15,2017-09-05,13,Haw,6262,9:53:25,1.437245,9.781,,,,,,RT,13o28,2017-10-06,31,B6,fly,7,1,16:02,2017-10-14,20:10,,4,6,2017-10-14,20:10,,,
29,orange,Grant,10.42,,13.92004505,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:54:50,1.24083,10.204,,,,,,RT,13o29,2017-10-07,32,B7,fly,4,1,17:25,2017-10-15,20:08,,4,17,2017-10-15,20:11,,,
30,orange,Grant,8.623,,13.94054054,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:56:19,0.1279719,8.164,,,,,,,13o30,,,,,,,,,,,,,,,,,
31,orange,Milford,11.582,,13.96103604,2017-08-21,2017-09-15,2017-09-05,13,Haw,6262,9:57:28,0.1272969,11.148,,,,,,,13o31,,,,,,,,,,,,,,,,,
33,orange,MSU,10.024,,13.98153153,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:58:28,0.1766804,9.37,,,,,,,13o33,,,,,,,,,,,,,,,,,
34,orange,Ferris,6.754,,14.00202703,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,9:59:42,0.1178204,6.294,,,,,,,13o34,,,,,,,,,,,,,,,,,
35,orange,Grant,6.938,,14.02252252,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:00:55,0.115106,6.554,,,,,,,13o35,,,,,,,,,,,,,,,,,
36,orange,Ferris,8.472,,14.04301802,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:02:12,0.189284,8.376,,,,,,,13o36,,,,,,,,,,,,,,,,,
37,orange,Grant,4.557,,14.06351351,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:03:27,0.4536707,2.328,,,,,,,13o37,,,,,,,,,,,,,,,,,
38,orange,Grant,9.628,,14.08400901,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:04:46,0.1621254,9.183,,,,,,,13o38,,,,,,,,,,,,,,,,,
39,orange,Grant,6.964,,14.1045045,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:06:05,0.1153344,6.907,,,,,,,13o39,,,,,,,,,,,,,,,,,
40,orange,MSU,9.342,,14.125,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:07:12,0.1563195,8.726,,,,,,,13o40,,,,,,,,,,,,,,,,,
41,orange,Grant,4.689,,14.1454955,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:08:25,0.4420799,4.027,,,,,,,13o41,,,,,,,,,,,,,,,,,
42,orange,Ferris,6.987,,14.16599099,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:09:47,0.1883108,6.756,,,,,,,13o42,,,,,,,,,,,,,,,,,
43,orange,Grant,8.71,,14.18648649,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:11:01,0.1912174,8.527,,,,,,,13o43,,,,,,,,,,,,,,,,,
44,orange,Ferris,7.116,,14.20698198,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:12:15,0.1023718,7.015,,,,,,,13o44,,,,,,,,,,,,,,,,,
45,orange,Grant,6.883,,14.22747748,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:13:25,1.07467,6.545,,,,,,RT,13o45,2017-10-07,32,C5,fly,13,2,17:26,2017-10-15,20:08,,4,25,2017-10-15,20:11,43028,20:21,
46,orange,Ferris,9.083,,14.24797297,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:14:45,0.156886,8.67,,,,,,,13o46,,,,,,,,,,,,,,,,,
47,orange,Grant,8.997,,14.26846847,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:15:55,0.159225,8.888,,,,,,,13o47,,,,,,,,,,,,,,,,,
48,orange,Grant,6.079,,14.28896396,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:17:12,0.1423214,6.013,,,,,,,13o48,,,,,,,,,,,,,,,,,
49,orange,Ferris,5.357,,14.30945946,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:18:23,0.8953964,4.962,,,,,,,13o49,,,,,,,,,,,,,,,,,
50,orange,Ferris,7.919,,14.32995495,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:19:46,1.202635,7.534,,,,,,RT,13o50,2017-10-05,30,C9,fly,29,1,14:32,2017-10-13,21:01,,3,25,2017-10-13,21:06,,,
51,orange,Milford,8.275,,14.35045045,2017-08-21,2017-09-15,2017-09-05,13,Haw,6262,10:21:15,0.1013656,8.035,12:01,,,,,,13o51,,,,,,,,,,,,,,,,,
52,orange,Grant,7.582,,14.37094595,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:22:29,0.2308934,7.278,12:09,,,,,,13o52,,,,,,,,,,,,,,,,,
53,orange,Grant,8.477,,14.39144144,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:23:48,0.1209087,8.332,,,,,,,13o53,,,,,,,,,,,,,,,,,
54,orange,Ferris,7.762,,14.41193694,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:25:12,0.7296919,2.499,,,,,,,13o54,,,,,,,,,,,,,,,,,
55,orange,Grant,6.036,,14.43243243,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:26:38,0.139002,5.942,,,,,,RT,13o55,2017-10-21,46,D2,fly,4,1,19:27,2017-10-24,10:52,,,,,,,,
56,orange,Grant,6.715,,14.45292793,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:27:51,0.1949383,6.378,,,,,,,13o56,,,,,,,,,,,,,,,,,
57,orange,Ferris,4.239,,14.47342342,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:29:05,0.1717628,4.183,,,,,,,13o57,,,,,,,,,,,,,,,,,
58,orange,Grant,6.084,,14.49391892,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:30:24,0.960322,5.922,,,,,,,13o58,,,,,,,,,,,,,,,,,
59,orange,Grant,7.505,,14.51441441,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:31:59,0.191141,6.768,,,,,,,13o59,,,,,,,,,,,,,,,,,
60,orange,Ferris,5.574,,14.53490991,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:33:19,0.7467766,5.045,,,,,,RT,13o60,2017-10-06,31,D3,fly,30,1,16:01,2017-10-14,20:10,,4,1,2017-10-14,20:10,,,
61,orange,Blank,,,14.55540541,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:34:40,1.49E-02,,,,,,,,13o61,,,,,,,,,,,,,,,,,
62,orange,Grant,5.799,,14.5759009,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:35:54,1.020578,5.304,,,,,,,13o62,,,,,,,,,,,,,,,,,
63,orange,Ferris,7.14,,14.5963964,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:37:33,0.1124822,6.774,,,,,,,13o63,,,,,,,,,,,,,,,,,
64,orange,Blank,,,14.61689189,2017-08-21,2017-09-15,2017-09-05,13,Apple,6262,10:38:51,1.28E-02,,,,,,,,13o64,,,,,,,,,,,,,,,,,
