Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,collection_date,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,mass_day19,purge_time_3,resp_time_3,resp_day20,treatment_day15 ,exit_fridge_date,Eclosion_reference_date,notes,Resp_code,treatment,uniqueID,eclosion_date,eclosion_days,well_id,organism,Entrainment_enter_date,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,Adult_death_date,Uncaused_death
7,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-7,,,,,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-8,,,,,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-9,,,,,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-10,,,,,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-11,,,,,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-12,,,,,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-13,,,,,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-14,,,,,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-15,,,,,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-16,,,,,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-17,,,,,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-18,,,,,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-19,,,,,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-20,,,,,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-21,,,,,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-22,,,,,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-23,,,,,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-24,,,,,,,,,,,,,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-25,,,,,,,,,,,,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-26,,,,,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-27,,,,,,,,,,,,,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-28,,,,,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-29,,,,,,,,,,,,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,GC,A9-30,,,,,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-B8,2018-09-21,27,B8,wasp,,8,2,12:45,2018-09-26,10:43,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-A11,,,A11,,,,,,,,"fell out of plate, missing",,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-B3,2018-09-25,31,B3,fly,,4,1,11:55,2018-10-03,20:20,,3,18,2018-10-03,20:20,2018-11-18,20:15,,2018-11-18,0
4,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-H8,,,H8,,,,,,,,"fell out of plate, missing",,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-G4,,,G4,,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-E12,2018-10-26,62,E12,fly,2018-10-27,7,2,0:30,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-G5,,,G5,,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-B2,2018-10-20,56,B2,fly,2018-11-06,28,1,12:35,2018-12-03,14:40,,,,,,,,,2018-12-03,0
9,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-C9,2018-10-16,52,C9,fly,,28,6,12:50,2018-10-29,20:00,,4,4,2018-10-29,20:00,2019-01-03,20:00,,2019-01-03,0
10,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-F1,2018-09-26,32,F1,fly,,26,1,12:00,2018-10-04,20:10,,3,22,2018-10-04,20:10,2018-12-13,20:00,,,
11,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-G8,2018-10-07,43,G8,fly,,,,,,,dead after eclosion,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-C12,,,C12,,,,,,,,"fell out of plate, missing",,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-A6,2018-10-21,57,A6,fly,2018-11-06,26,1,12:35,2018-11-20,10:15,,,,,,,,,2018-11-20,0
14,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-H1,,,H1,,,,,,,,"fell out of plate, missing",,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-B6,2018-09-24,30,B6,fly,,21,2,17:15,2018-10-02,20:20,,3,29,2018-10-02,20:20,2018-10-31,20:00,,2018-10-31,0
16,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-C1,,,C1,,,,,,,,"fell out of plate, missing",,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-A12,2018-10-17,53,A12,fly,,,,,,,missing,,,,,,,,2018-10-18,1
18,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-B4,,,B4,,,,,,,,"fell out of plate, missing",,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-E6,2018-10-15,51,E6,fly,,6,1,14:25,2018-10-24,19:00,,4,2,2018-10-24,19:00,2018-12-26,20:00,,2018-12-26,0
20,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-D9,,,D9,,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-D12,2018-09-23,29,D12,fly,,31,2,14:00,2018-10-01,20:40,,3,3,2018-10-01,20:40,2018-12-01,20:00,change water 2018-11-16 20:00,2018-12-01,0
22,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-E4,2018-10-12,48,E4,fly,,31,2,11:50,2018-10-18,19:50,,,,,,,,,2018-10-18,0
,,,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-H5,2018-09-24,30,H5,fly,,18,2,17:15,2018-10-02,20:20,stuck in food,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-F8,2018-10-19,55,F8,fly,2018-10-19,24,6,20:00,2018-10-27,0:00,,6,24,2018-10-27,0:00,2018-11-02,20:00,,2018-11-02,0
24,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-D2,,,D2,,,,,,,,"fell out of plate, missing",,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-F7,2018-09-24,30,F7,fly,,12,2,17:15,2018-10-02,20:20,,3,12,2018-10-02,20:20,2018-11-08,20:15,,2018-11-08,0
26,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-D8,2018-10-09,45,D8,fly,,11,2,15:15,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-G2,,,G2,,,,,,,,"fell out of plate, missing",,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-A2,,,A2,,,,,,,,"fell out of plate, missing",,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-B12,2018-10-08,44,B12,fly,,12,1,13:12,2018-10-16,19:40,stuck in food,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-C3,,,C3,,,,,,,,"fell out of plate, missing",,,,,,,,,
31,,,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,RT,A9RT-E5,2019-01-07,136,E5,wasp,2019-01-07,1,1,13:55,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-H10,,,H10,,,,,,,,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-E10,,,E10,,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-H9,,,H9,,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-D6,,,D6,,,,,,,,,,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-A10,,,A10,,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-E3,,,E3,,,,,,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-H3,,,H3,,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-A3,,,A3,,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-C2,,,C2,,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-G9,,,G9,,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-B11,,,B11,,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-A4,,,A4,,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-C5,,,C5,,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-D11,,,D11,,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-G3,,,G3,,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-G12,,,G12,,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-G10,,,G10,,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-D5,,,D5,,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-D1,,,D1,,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-G11,,,G11,,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-A1,,,A1,,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-E8,,,E8,,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-H2,,,H2,,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-E11,,,E11,,,,,,,,,,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-D7,,,D7,,,,,,,,,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-G6,,,G6,,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-G1,,,G1,,,,,,,,,,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-C11,,,C11,,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-E1,,,E1,,,,,,,,,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,,,,2018-09-08,,,,,SO,A9SO-F6,,,F6,,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-1,,,,,,,,,,,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-2,,,,,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-3,,,,,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-4,,,,,,,,,,,,,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-5,,,,,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-6,,,,,,,,,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-7,,,,,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-8,,,,,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-9,,,,,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-10,,,,,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-11,,,,,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-12,,,,,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-13,,,,,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-14,,,,,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-15,,,,,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-16,,,,,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-17,,,,,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-18,,,,,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-19,,,,,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-20,,,,,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-21,,,,,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-22,,,,,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-23,,,,,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-24,,,,,,,,,,,,,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-25,,,,,,,,,,,,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-26,,,,,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-27,,,,,,,,,,,,,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-28,,,,,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-29,,,,,,,,,,,,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,GC,A10-30,,,,,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-D7,2018-10-13,48,D7,fly,,17,6,13:50,2018-10-19,19:50,,7,12,2018-10-19,19:50,,,,,
2,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-G3,,,G3,,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-D1,,,D1,,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-C12,2018-09-26,31,C12,fly,,25,1,12:00,2018-10-04,20:10,,3,11,2018-10-04,20:10,2018-12-26,20:00,,2018-12-26,0
5,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-G10,,,G10,,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-C8,2018-11-08,75,C8,fly,2018-11-08,24,2,14:38,2018-11-17,20:20,,4,16,2018-11-17,20:20,,,,,
7,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-B11,,,B11,,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-D2,2018-09-27,32,D2,fly,,15,1,15:30,2018-10-06,21:30,,4,3,2018-10-06,21:30,,,,,
9,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-E3,2018-10-12,47,E3,fly,,32,2,11:50,2018-10-27,0:00,,6,32,2018-10-27,0:00,,,,,
10,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-B6,2018-10-14,49,B6,fly,,27,6,14:40,2018-10-21,19:50,no space in FR but placed in incubator,4,9,2018-11-08,20:15,,,,,
11,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-G8,2018-09-26,31,G8,fly,,17,1,12:00,2018-09-28,10:30,stuck in food,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-F11,2018-11-02,69,F11,fly,,,,,,,frozen,,,,,,,,2018-11-02,1
13,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-A12,,,A12,,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-C2,2018-09-27,32,C2,fly,,11,1,15:30,2018-10-06,21:30,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-D5,2018-09-26,31,D5,fly,,,,,,,squished ,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-H1,2018-09-25,30,H1,fly,,3,1,11:55,2018-10-03,20:20,Found roaming around plate; believed to have originated from H1,3,13,2018-10-03,20:20,2018-10-24,19:00,escaped,2018-10-24,1
17,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-D4,2018-10-12,47,D4,fly,,21,2,11:50,2018-10-18,19:50,,7,2,2018-10-18,19:50,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-C6,,,C6,,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-B8,,,B8,,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-G11,,,G11,,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-F9,,,F9,,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-C1,,,C1,,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-H11,,,H11,,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-D9,2018-09-24,29,D9,fly,,15,2,17:15,2018-10-02,20:20,,3,31,2018-10-02,20:20,2018-11-06,20:20,,2018-11-06,0
25,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-F5,2018-11-16,83,F5,fly,2018-12-13,22,1,20:30,2018-12-20,20:00,no space in FR but placed in incubator,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-F4,,,F4,,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-B7,2018-10-09,44,B7,fly,,28,1,15:15,2018-10-17,20:00,,7,21,2018-10-17,20:00,2019-01-03,20:00,,2019-01-03,0
28,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-D6,,,D6,,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-25,10,Apple,,,,,,,,,,,,2018-09-09,,,,,RT,A10RT-G7,2018-09-26,31,G7,fly,,5,1,12:00,2018-10-04,20:10,,3,6,2018-10-04,20:10,2018-11-26,20:40,,2018-11-26,0
