Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,collection_date,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,treatment_day15 ,exit_fridge_date,Eclosion_reference_date,notes,Resp_code,treatment,uniqueID,eclosion_date,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,Adult_death_date,Uncaused_death
6,blue,Ferris,11.62,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:24:33,0.1711379,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b6_18,,,D4,,,,,,,,,,,,,,,,
7,blue,OG,7.699,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:25:43,0.0969438,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b7_18,,,E6,,,,,,,,,,,,,,,,
8,blue,Ferris,5.233,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:26:49,0.4973764,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b8_18,,,H9,,,,,,,,,,,,,,,,
9,blue,Ferris,8.733,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:28:06,7.76E-02,,,,,,2018-09-10,,,,,genetic control,h11b9_18,,,,,,,,,,,,,,,,,,,
10,blue,OG,9.737,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:29:08,7.17E-02,,,,,,2018-09-10,,,,,RT eclosion,h11b10_18,,,B12,,,,,,,,,,,,,,,,
11,blue,Ferris,15.02,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:30:28,0.4681298,,,,,,2018-09-10,,,,,genetic control,h11b11_18,,,,,,,,,,,,,,,,,,,
12,blue,Ferris,9.154,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:31:44,0.1364153,,,,,,2018-09-10,,,,,genetic control,h11b12_18,,,,,,,,,,,,,,,,,,,
13,blue,OG,10.824,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:33:05,0.1132746,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b13_18,,,D6,,,,,,,,,,,,,,,,
14,blue,OG,7.755,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:34:06,0.8557236,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b14_18,,,G12,,,,,,,,,,,,,,,,
15,blue,Ferris,9.198,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:35:18,0.1505074,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b15_18,,,A4,,,,,,,,,,,,,,,,
16,blue,OG,8.888,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:36:26,5.99E-02,,,,,,2018-09-10,,,,,genetic control,h11b16_18,,,,,,,,,,,,,,,,,,,
17,blue,Ferris,11.338,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:37:27,0.12034,,,,,,2018-09-10,,,,,RT eclosion,h11b17_18,,,D1,,,,,,,,,,,,,,,,
18,blue,OG,7.021,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:38:28,8.03E-02,,,,,,2018-09-10,,,,,RT eclosion,h11b18_18,,,F10,,,,,,,,,,,,,,,,
19,blue,Ferris,8.823,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:39:28,0.7018011,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b19_18,,,G1,,,,,,,,,,,,,,,,
20,blue,OG,10.875,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:40:42,0.9237251,,,,,,2018-09-10,,,,,genetic control,h11b20_18,,,,,,,,,,,,,,,,,,,
21,blue,OG,8.386,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:41:59,0.7759772,,,,,,2018-09-10,,,,,RT eclosion,h11b21_18,,,B8,,,,,,,,,,,,,,,,
22,blue,Ferris,9.916,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:43:11,0.1450272,,,,,,2018-09-10,,,,,genetic control,h11b22_18,,,,,,,,,,,,,,,,,,,
23,blue,OG,9.961,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:44:16,0.7381048,,,,,,2018-09-10,,,,,RT eclosion,h11b23_18,,,D5,,,,,,,,,,,,,,,,
24,blue,Ferris,7.047,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:45:28,0.1215401,,,,,,2018-09-10,,,,,genetic control,h11b24_18,,,,,,,,,,,,,,,,,,,
25,blue,OG,9.832,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:46:30,7.75E-02,,,,,,2018-09-10,,,,,genetic control,h11b25_18,,,,,,,,,,,,,,,,,,,
26,blue,Ferris,8.186,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:47:34,8.72E-02,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b26_18,,,C7,,,,,,,,,,,,,,,,
27,blue,OG,8.101,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:48:36,0.1196178,,,,,,2018-09-10,,,,,genetic control,h11b27_18,,,,,,,,,,,,,,,,,,,
28,blue,OG,10.337,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:49:52,0.1753059,,,,,,2018-09-10,,,,,genetic control,h11b28_18,,,,,,,,,,,,,,,,,,,
29,blue,Ferris,6.224,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:51:06,0.097769,,,,,,2018-09-10,,,,,RT eclosion,h11b29_18,,,F6,,,,,,,,,,,,,,,,
30,blue,Ferris,6.5,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:52:09,0.4425027,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b30_18,,,E8,,,,,,,,,,,,,,,,
31,blue,Ferris,8.146,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:53:22,0.0720124,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b31_18,,,B5,,,,,,,,,,,,,,,,
32,blue,OG,10.167,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:54:36,0.9406452,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b32_18,,,D11,,,,,,,,,,,,,,,,
33,blue,OG,11.027,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:55:54,8.98E-02,,,,,,2018-09-10,,,,,RT eclosion,h11b33_18,,,E1,,,,,,,,,,,,,,,,
34,blue,Ferris,5.776,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:56:54,9.62E-02,,,,,,2018-09-10,,,,,RT eclosion,h11b34_18,,,G8,,,,,,,,,,,,,,,,
35,blue,OG,5.847,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,11:58:11,9.32E-02,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b35_18,,,B3,,,,,,,,,,,,,,,,
36,blue,Ferris,6.361,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:20:59,9.04E-02,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b36_18,,,D1,,,,,,,,,,,,,,,,
37,blue,OG,5.777,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:22:15,0.1181727,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b37_18,,,H5,,,,,,,,,,,,,,,,
38,blue,Ferris,5.282,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:23:37,0.6802911,,,,,,2018-09-10,,,,,genetic control,h11b38_18,,,,,,,,,,,,,,,,,,,
39,blue,OG,6.83,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:24:53,9.42E-02,,,,,,2018-09-10,,,,,RT eclosion,h11b39_18,,,E9,,,,,,,,,,,,,,,,
40,blue,OG,7.082,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:26:23,9.16E-02,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b40_18,,,D3,,,,,,,,,,,,,,,,
41,blue,Ferris,8.862,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:27:25,0.9394852,,,,,,2018-09-10,,,,,Simulated Overwintering,h11b41_18,,,E1,,,,,,,,,,,,,,,,
42,blue,Ferris,3.017,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:28:36,0.1224875,,,,,,2018-09-10,,,,,genetic control,h11b42_18,,,,,,,,,,,,,,,,,,,
43,blue,OG,10.318,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:29:54,0.1082694,,,,,,2018-09-10,,,,,genetic control,h11b43_18,,,,,,,,,,,,,,,,,,,
44,blue,Ferris,6.198,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:31:00,7.87E-02,,,,,,2018-09-10,,,,,RT eclosion,h11b44_18,,,G4,,,,,,,,,,,,,,,,
45,blue,OG,6.546,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:32:31,2.65E-03,,,,,,2018-09-10,,,,,genetic control,h11b45_18,,,,,,,,,,,,,,,,,,,
46,blue,blank,,,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:33:48,9.36E-03,,,,,,2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,
47,blue,blank,,16:49,,2018-08-16,2018-09-05,2018-08-26,11,Apple,7000,12:34:49,1.14E-02,,,,,,2018-09-10,,,,,,,,,,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-1,,,,,,,,,,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-2,,,,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-3,,,,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-4,,,,,,,,,,,,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-5,,,,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-6,,,,,,,,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-7,,,,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-8,,,,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-9,,,,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-10,,,,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-11,,,,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-12,,,,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-13,,,,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-14,,,,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-15,,,,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-16,,,,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-17,,,,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-18,,,,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-19,,,,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-20,,,,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-21,,,,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-22,,,,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-23,,,,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-24,,,,,,,,,,,,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-25,,,,,,,,,,,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-26,,,,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-27,,,,,,,,,,,,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-28,,,,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-29,,,,,,,,,,,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,GC,A7-30,,,,,,,,,,,,,,,,,,,
1,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-G2,,,G2,,,,,,,,,,,,,,,,
2,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-C11,,,C11,,,,,,,,,,,,,,,,
3,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-A2,,,A2,,,,,,,,,,,,,,,,
4,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-G6,,,G6,,,,,,,,,,,,,,,,
5,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-D4,,,D4,,,,,,,,,,,,,,,,
6,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-E12,,,E12,,,,,,,,,,,,,,,,
7,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-C1,,,C1,,,,,,,,,,,,,,,,
8,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-E1,,,E1,,,,,,,,,,,,,,,,
9,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-G3,,,G3,,,,,,,,,,,,,,,,
10,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-A11,,,A11,,,,,,,,,,,,,,,,
11,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-C2,,,C2,,,,,,,,,,,,,,,,
12,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-D11,,,D11,,,,,,,,,,,,,,,,
13,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-A9,,,A9,,,,,,,,,,,,,,,,
14,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-F4,,,F4,,,,,,,,,,,,,,,,
15,green,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-C8,,,C8,,,,,,,,,,,,,,,,
16,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-A8,,,A8,,,,,,,,,,,,,,,,
17,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-F12,,,F12,,,,,,,,,,,,,,,,
18,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-E9,,,E9,,,,,,,,,,,,,,,,
19,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-H1,,,H1,,,,,,,,,,,,,,,,
20,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-F9,,,F9,,,,,,,,,,,,,,,,
21,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-F3,,,F3,,,,,,,,,,,,,,,,
22,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-G12,,,G12,,,,,,,,,,,,,,,,
23,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-B9,,,B9,,,,,,,,,,,,,,,,
24,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-B5,,,B5,,,,,,,,,,,,,,,,
25,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-G7,,,G7,,,,,,,,,,,,,,,,
26,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-B3,,,B3,,,,,,,,,,,,,,,,
27,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-B1,,,B1,,,,,,,,,,,,,,,,
28,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-G4,,,G4,,,,,,,,,,,,,,,,
29,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-H3,,,H3,,,,,,,,,,,,,,,,
30,green,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,RT,A7RT-E3,,,E3,,,,,,,,,,,,,,,,
1,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-D6,,,D6,,,,,,,,,,,,,,,,
2,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-B7,,,B7,,,,,,,,,,,,,,,,
3,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-B12,,,B12,,,,,,,,,,,,,,,,
4,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-H12,,,H12,,,,,,,,,,,,,,,,
5,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-F11,,,F11,,,,,,,,,,,,,,,,
6,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-A6,,,A6,,,,,,,,,,,,,,,,
7,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-A3,,,A3,,,,,,,,,,,,,,,,
8,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-C4,,,C4,,,,,,,,,,,,,,,,
9,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-A5,,,A5,,,,,,,,,,,,,,,,
10,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-A1,,,A1,,,,,,,,,,,,,,,,
11,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-B4,,,B4,,,,,,,,,,,,,,,,
12,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-D3,,,D3,,,,,,,,,,,,,,,,
13,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-A7,,,A7,,,,,,,,,,,,,,,,
14,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-C6,,,C6,,,,,,,,,,,,,,,,
15,red,OG,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-C7,,,C7,,,,,,,,,,,,,,,,
16,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-C9,,,C9,,,,,,,,,,,,,,,,
17,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-E10,,,E10,,,,,,,,,,,,,,,,
18,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-H10,,,H10,,,,,,,,,,,,,,,,
19,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-B6,,,B6,,,,,,,,,,,,,,,,
20,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-G11,,,G11,,,,,,,,,,,,,,,,
21,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-F5,,,F5,,,,,,,,,,,,,,,,
22,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-B11,,,B11,,,,,,,,,,,,,,,,
23,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-D5,,,D5,,,,,,,,,,,,,,,,
24,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-E2,,,E2,,,,,,,,,,,,,,,,
25,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-H4,,,H4,,,,,,,,,,,,,,,,
26,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-B10,,,B10,,,,,,,,,,,,,,,,
27,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-C5,,,C5,,,,,,,,,,,,,,,,
28,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-H6,,,H6,,,,,,,,,,,,,,,,
29,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-C10,,,C10,,,,,,,,,,,,,,,,
30,red,Ferris,,,,2018-08-16,,2018-08-22,7,Apple,,,,,,,,,2018-09-06,,,,,SO,A7SO-A4,,,A4,,,,,,,,,,,,,,,,
1,red,Ferris,10.505,13:44,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:01:42,0.1227701,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
2,red,Ferris,7.754,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:03:22,0.7002829,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
3,red,OG,8.092,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:05:06,6.78E-02,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
4,red,Ferris,6.254,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:06:49,0.4660389,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
5,red,OG,8.745,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:08:25,9.71E-02,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
6,red,Ferris,6.076,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:10:16,0.5909204,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
7,red,OG,6.414,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:11:46,0.1025996,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
8,red,Ferris,9.2,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:13:48,0.1445264,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
9,red,OG,8.116,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:15:22,0.7662523,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
10,red,Ferris,8.879,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:16:56,0.796097,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
11,red,Ferris,7.495,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:18:20,0.1119379,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
12,red,Ferris,10.103,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:19:32,0.8003154,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
13,red,OG,9.698,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:20:53,0.1230512,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
14,red,Ferris,9.564,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:22:14,0.1014296,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
15,red,OG,8.634,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:23:42,8.05E-02,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
16,red,Ferris,6.413,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:24:53,0.5833024,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
17,red,OG,6.689,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:26:17,0.5200316,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
18,red,OG,6.409,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:27:47,8.62E-02,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
19,red,OG,8.583,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:28:58,7.39E-02,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
20,red,OG,7.523,13:49,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:30:09,0.6819657,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
