Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,collection_date,day10,cohort_date,cohort_day,Host,Li-cor_1,resp_time_1,resp_day11,mass_day14,purge_time_2,resp_time_2,resp_day15,Li_cor2,treatment_day15 ,exit_fridge_date,Eclosion_reference_date,notes,Resp_code,treatment,uniqueID,eclosion_date,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,Adult_death_date,Uncaused_death
21,red,blank,,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:31:29,8.28E-03,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
22,red,blank,,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,7000,10:32:30,7.95E-03,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
1,orange,OG,10.206,13:38,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:01:42,0.2141561,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
2,orange,OG,11.188,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:03:22,1.54416,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
3,orange,Ferris,8.84,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:05:06,1.456161,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
4,orange,OG,10.258,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:06:49,0.1570205,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
5,orange,Ferris,9.728,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:08:25,1.242848,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
6,orange,OG,7.414,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:10:16,8.96E-02,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
7,orange,Ferris,6.763,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:11:46,0.8885235,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
8,orange,OG,8.672,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:13:48,1.329091,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
9,orange,Ferris,7.603,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:15:22,1.511344,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
10,orange,Ferris,6.671,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:16:56,0.168452,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
11,orange,OG,9.822,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:18:20,0.1916591,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
12,orange,Ferris,7.804,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:19:32,0.2265343,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
13,orange,Ferris,3.76,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:20:53,0.4690363,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
14,orange,OG,7.693,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:22:14,0.9806103,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
15,orange,Ferris,5.6,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:23:42,0.133075,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
16,orange,Ferris,8.48,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:24:53,1.261942,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
17,orange,OG,9.816,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:26:17,1.177749,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
18,orange,OG,6.5,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:27:47,0.1699516,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
19,orange,Ferris,5.49,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:28:58,0.1100877,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
20,orange,OG,8.353,,,2018-08-16,2018-09-06,2018-08-27,12,Apple,6262,10:30:09,0.1443243,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
21,red,blank,,,,2018-08-16,2018-09-06,2018-08-27,12,,6262,10:31:29,1.38E-02,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
22,red,blank,,13:44,,2018-08-16,2018-09-06,2018-08-27,12,,6262,10:32:30,1.36E-02,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-1,,,,,,,,,,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-2,,,,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-3,,,,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-4,,,,,,,,,,,,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-5,,,,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-6,,,,,,,,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-7,,,,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-8,,,,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-9,,,,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-10,,,,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-11,,,,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-12,,,,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-13,,,,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-14,,,,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-15,,,,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-16,,,,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-17,,,,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-18,,,,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-19,,,,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-20,,,,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-21,,,,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-22,,,,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-23,,,,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-24,,,,,,,,,,,,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-25,,,,,,,,,,,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-26,,,,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-27,,,,,,,,,,,,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-28,,,,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-29,,,,,,,,,,,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,GC,A8-30,,,,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-H5,,,H5,,,,,,,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-G11,,,G11,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-B6,,,B6,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-C5,,,C5,,,,,,,,,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-G12,,,G12,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-G6,,,G6,,,,,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-D12,,,D12,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-A7,,,A7,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-D2,,,D2,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-B10,,,B10,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-D4,,,D4,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-C9,,,C9,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-H3,,,H3,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-C3,,,C3,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-H8,,,H8,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-C2,,,C2,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-F11,,,F11,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-C6,,,C6,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-F7,,,F7,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-G10,,,G10,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-D11,,,D11,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-A3,,,A3,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-H10,,,H10,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-E6,,,E6,,,,,,,,,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-H7,,,H7,,,,,,,,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-F8,,,F8,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-F1,,,F1,,,,,,,,,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-C4,,,C4,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-H11,,,H11,,,,,,,,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,RT,A8RT-C12,,,C12,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-B9,,,B9,,,,,,,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-H6,,,H6,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-D5,,,D5,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-E12,,,E12,,,,,,,,,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-A11,,,A11,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-A9,,,A9,,,,,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-A6,,,A6,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-C10,,,C10,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-A4,,,A4,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-D7,,,D7,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-B7,,,B7,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-F10,,,F10,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-E9,,,E9,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-B11,,,B11,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-E4,,,E4,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-A10,,,A10,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-E5,,,E5,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-D1,,,D1,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-E10,,,E10,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-G2,,,G2,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-H2,,,H2,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-B12,,,B12,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-B5,,,B5,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-B1,,,B1,,,,,,,,,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-B4,,,B4,,,,,,,,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-C7,,,C7,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-C11,,,C11,,,,,,,,,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-G1,,,G1,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-E1,,,E1,,,,,,,,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-23,8,Apple,,,,,,,,,2018-09-07,,,,,SO,A8SO-B8,,,B8,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-1,,,,,,,,,,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-2,,,,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-3,,,,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-4,,,,,,,,,,,,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-5,,,,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-6,,,,,,,,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-7,,,,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-8,,,,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-9,,,,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-10,,,,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-11,,,,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-12,,,,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-13,,,,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-14,,,,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-15,,,,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-16,,,,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-17,,,,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-18,,,,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-19,,,,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-20,,,,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-21,,,,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-22,,,,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-23,,,,,,,,,,,,,,,,,,,
24,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-24,,,,,,,,,,,,,,,,,,,
25,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-25,,,,,,,,,,,,,,,,,,,
26,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-26,,,,,,,,,,,,,,,,,,,
27,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-27,,,,,,,,,,,,,,,,,,,
28,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-28,,,,,,,,,,,,,,,,,,,
29,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-29,,,,,,,,,,,,,,,,,,,
30,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,GC,A9-30,,,,,,,,,,,,,,,,,,,
1,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-B8,,,B8,,,,,,,,,,,,,,,,
2,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-A11,,,A11,,,,,,,,,,,,,,,,
3,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-B3,,,B3,,,,,,,,,,,,,,,,
4,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-H8,,,H8,,,,,,,,,,,,,,,,
5,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-G4,,,G4,,,,,,,,,,,,,,,,
6,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-E12,,,E12,,,,,,,,,,,,,,,,
7,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-G5,,,G5,,,,,,,,,,,,,,,,
8,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-B2,,,B2,,,,,,,,,,,,,,,,
9,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-C9,,,C9,,,,,,,,,,,,,,,,
10,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-F1,,,F1,,,,,,,,,,,,,,,,
11,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-G8,,,G8,,,,,,,,,,,,,,,,
12,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-C12,,,C12,,,,,,,,,,,,,,,,
13,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-A6,,,A6,,,,,,,,,,,,,,,,
14,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-H1,,,H1,,,,,,,,,,,,,,,,
15,,OG,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-B6,,,B6,,,,,,,,,,,,,,,,
16,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-C1,,,C1,,,,,,,,,,,,,,,,
17,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-A12,,,A12,,,,,,,,,,,,,,,,
18,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-B4,,,B4,,,,,,,,,,,,,,,,
19,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-E6,,,E6,,,,,,,,,,,,,,,,
20,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-D9,,,D9,,,,,,,,,,,,,,,,
21,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-D12,,,D12,,,,,,,,,,,,,,,,
22,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-E4,,,E4,,,,,,,,,,,,,,,,
23,,Ferris,,,,2018-08-16,,2018-08-24,9,Apple,,,,,,,,,2018-09-08,,,,,RT,A8RT-F8,,,F8,,,,,,,,,,,,,,,,
