uniqueID,eclosion_date,trik_cohort,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,cohort day,host,cohort date
h2r25,5/4/2018,,,E9,fly,3,1,20:02,5/12/2018,,,,,,,,,,,,
h4w19,5/4/2018,,,C6,fly,32,2,20:02,5/12/2018,,,,,,,,,,,,
h7r55,5/4/2018,,,B2,fly,18,2,20:02,5/12/2018,,,,,,,,,,,,
h5r2,5/5/2018,,,A8,fly,32,1,20:45,5/13/2018,,,,,,,,,,,,
h6w2,5/5/2018,,,F11,fly,4,2,20:45,5/13/2018,,,,,,,,,,,,
h5r20,5/7/2018,,,G5,fly,8,2,17:30,5/15/2018,,,,,,,,,,,,
h5o13,5/7/2018,,,E1,fly,31,2,17:30,5/15/2018,,,,,,,,,,,,
h5o7,5/7/2018,,,G11,fly,2,1,17:30,5/15/2018,,,,,,,,,,,,
h3o19,5/7/2018,,,B1,fly,13,1,17:30,5/15/2018,,,,,,,,,,,,
h2b11,5/7/2018,,,A10,fly,20,1,17:30,5/15/2018,,,,,,,,,,,,
h2b23,5/7/2018,,,H10,fly,26,2,17:30,5/15/2018,,,,,,,,,,,,
h7r52,5/8/2018,,,D7,fly,16,2,13:50,5/16/2018,,,,,,,,,,,,
h8o6,5/8/2018,,,B10,fly,21,2,13:50,5/16/2018,,,,,,,,,,,,
h6b13,5/10/2018,,,C4,fly,26,1,13:26,5/18/2018,,,,,,,,,,,,
h6b5,5/10/2018,,,F10,fly,7,1,13:26,5/18/2018,,,,,,,,,,,,
h6w14,5/10/2018,,,H12,fly,13,1,13:26,5/18/2018,,,,,,,,,,,,
h1C7,5/11/2018,,,,fly,,,,5/19/2018,,,,,,,,,,,,
h1b5,5/11/2018,,,,wasp,,,,5/19/2018,,,,,,,,,,,,
h1c10,5/11/2018,,,,wasp,,,,5/19/2018,,,,,,,,,,,,
h2b8,5/13/2018,,81,G11,fly,17,1,13:32,5/21/2018,,,,,,,,,,,,
<<<<<<< HEAD,,,,,,,,,,,,,,,,,,,,,
h1b8,5/16/2018,,,,fy,,,,5/25/2018,,,,,,,,,,,,
h1c2,5/16/2018,,,,fly,,,,5/25/2018,,,,,,,,,,,,
h1d2,5/16/2018,,,,fly,,,,5/25/2018,,,,,,,,,,,,
h2r6,5/16/2018,,84,D9,fly,16,1,19:25,5/25/2018,,,,,,,,,,,,
h4w24,5/16/2018,,82,G3,fly,24,1,19:25,5/25/2018,,,,,,,,,,,,
h6w27,5/16/2018,,80,G1,fly,7,1,19:25,5/25/2018,,,,,,,,,,,,
h9w1,5/16/2018,,77,H11,fly,25,1,19:25,5/25/2018,,,,,,,,,,,,
10o57,5/18/2018,,243,E10,fly,3,2,19:55,5/27/2018,,,,,,,,,,,,
h2b2,5/18/2018,,86,D8,fly,32,1,19:55,5/27/2018,,,,,,,,,,,,
h7r62,5/18/2018,,81,H6,fly,31,2,19:55,5/28/2018,,,,,,,,,,,,
h6b27,5/19/2018,,83,B9,fly,14,1,19:30,5/29/2018,,,,,,,,,,,,
h7r60,5/21/2018,,84,G10,fly,3,1,20:30,5/31/2018,,,,,,,,,,,,
h9o3,5/21/2018,,82,G10,fly,2,1,20:30,5/31/2018,,,,,,,,,,,,
h12w3,5/21/2018,,79,B10,fly,24,2,20:30,5/31/2018,,,,,,,,,,,,
h3w10,5/22/2018,,89,G3,wasp,18,1,13:28,6/1/2018,,,,,,,,,,,,
h3w11,5/22/2018,,89,G12,wasp,10,2,13:28,6/1/2018,,,,,,,,,,,,
h5r3,5/25/2018,,90,F1,fly,8,2,20:01,6/2/2018,,,,,,,,,,,,
h8w12,5/25/2018,,87,A11,wasp,2,1,20:01,6/2/2018,,,,,,,,,,,,
h6b20,5/26/2018,,90,G9,fly,9,2,20:00,6/3/2018,,,,,,,,,,,,
h3o15,5/29/2018,,96,A11,fly,20,1,13:02,6/6/2018,,,,,,,,,,,,
h1b8,5/16/2018,,,,fy,,,,5/24/2018,,,,,,,,,,,,
h1c2,5/16/2018,,,,fly,,,,5/24/2018,,,,,,,,,,,,
h1d2,5/16/2018,,,,fly,,,,5/24/2018,,,,,,,,,,,,
h2r6,5/16/2018,,84,D9,fly,16,1,19:25,5/24/2018,,,,,,,,,,,,
h4w24,5/16/2018,,82,G3,fly,24,1,19:25,5/24/2018,,,,,,,,,,,,
h6w27,5/16/2018,,80,G1,fly,7,1,19:25,5/24/2018,,,,,,,,,,,,
h9w1,5/16/2018,,77,H11,fly,25,1,19:25,5/24/2018,,,,,,,,,,,,
10o57,5/18/2018,,243,E10,fly,3,2,19:55,5/26/2018,,,,,,,,,,,,
h2b2,5/18/2018,,86,D8,fly,32,1,19:55,5/26/2018,,,,,,,,,,,,
h7r62,5/18/2018,,81,H6,fly,31,2,19:55,5/26/2018,,,,,,,,,,,,
h6b27,5/19/2018,,83,B9,fly,14,1,19:30,5/27/2018,,,,,,,,,,,,
h7r60,5/21/2018,,84,G10,fly,3,1,20:30,5/29/2018,,,,,,,,,,,,
h9o3,5/21/2018,,82,G10,fly,2,1,20:30,5/29/2018,,,,,,,,,,,,
h12w3,5/21/2018,,79,B10,fly,24,2,20:30,5/29/2018,,,,,,,,,,,,
h3w10,5/22/2018,,89,G3,wasp,18,1,13:28,5/30/2018,,,,,,,,,,,,
h3w11,5/22/2018,,89,G12,wasp,10,2,13:28,5/30/2018,,,,,,,,,,,,
h5r3,5/25/2018,,90,F1,fly,8,2,20:01,6/2/2018,,,,,,,,,,,,
h8w12,5/25/2018,,87,A11,wasp,2,1,20:01,6/2/2018,,,,,,,,,,,,
h6b20,5/26/2018,,90,G9,fly,9,2,20:00,6/3/2018,,,,,,,,,,,,
h3o15,5/29/2018,,96,A11,fly,20,1,13:02,6/6/2018,,,,,,,,,,,,
h6w6,5/30/2018,,94,C3,fly,12,2,13:58,6/7/2018,,,,,,,,,,,,
h2r27,6/2/2018,,101,F5,wasp,22,1,19:35,6/10/2018,,,,,,,,,,,,
h8w11,6/2/2018,,95,A4,fly,10,2,19:35,6/10/2018,,,,,,,,,,,,
h9w3,6/2/2018,,94,G7,fly,27,1,19:35,6/10/2018,,,,,,,,,,,,
14b19,6/3/2018,,255,B6,fly,25,1,10:50,6/11/2018,,,,,,,,,,,,
h6w29,6/3/2018,,98,G12,wasp,31,2,10:50,6/11/2018,,,,,,,,,,,,
h8o4,6/6/2018,,99,G4,wasp,24,1,13:34,6/14/2018,,,,,,,,,,,,
d8C12,6/17/2018,,290,C12,wasp,7,1,13:19,6/25/2018,,,,,,,,,,,,
h2r12,6/17/2018,,116,G12,wasp,29,1,13:19,6/25/2018,,,,,,,,,,,,
d8D6,6/18/2018,,291,D6,wasp,25,1,13:29,6/26/2018,,,,,,,,,,,,
h6b25,6/25/2018,,310,F2,fly,2,1,13:24,7/3/2018,,,,,,,,,,,,
12w64,7/3/2018,,287,D1,fly,2,1,15:40,7/3/2018,,,,,,,,,,,,
A6RT-H2,9/18/2018,,,H2,wasp,1,2,12:30,9/26/2018,,,,,,,,,,,,
A6RT-G3,9/21/2018,,,G3,fly,32,2,12:45,9/29/2018,,,,,,,,,,,,
A9RT-B8,9/21/2018,,,B8,wasp,8,2,12:45,9/29/2018,,,,,,,,,,,,
A12RT-E9,9/22/2018,,,E9,wasp,7,2,11:30,9/30/2018,,,,,,,,,,,,
A12RT-G3,9/22/2018,,,G3,wasp,25,2,11:30,9/30/2018,,,,,,,,,,,,
A6RT-C5,9/22/2018,,,C5,fly,30,2,11:30,9/30/2018,,,,,,,,,,,,
A6RT-E7,9/22/2018,,,E7,fly,20,2,11:30,9/30/2018,,,,,,,,,,,,
A6RT-H11,9/22/2018,,,H11,fly,16,2,11:30,9/30/2018,,,,,,,,,,,,
A8RT-C4,9/22/2018,,,C4,fly,9,2,11:30,9/30/2018,,,,,,,,,,,,
A8RT-E6,9/22/2018,,,E6,fly,27,2,11:30,9/30/2018,,,,,,,,,,,,
A8RT-F8,9/22/2018,,,F8,fly,14,2,11:30,9/30/2018,,,,,,,,,,,,
A7RT-G3,9/22/2018,,,G3,fly,4,2,11:30,9/30/2018,,,,,,,,,,,,
A15RT-A2,9/23/2018,,,A2,wasp,2,2,14:00,10/1/2018,,,,,,,,,,,,
A9RT-D12,9/23/2018,,,D12,fly,31,2,14:00,10/1/2018,,,,,,,,,,,,
A7RT-B3,9/23/2018,,,B3,fly,23,2,14:00,10/1/2018,,,,,,,,,,,,
A7RT-C1,9/23/2018,,,C1,fly,11,2,14:00,10/1/2018,,,,,,,,,,,,
A7RT-E12,9/23/2018,,,E12,fly,17,2,14:00,10/1/2018,,,,,,,,,,,,
A7RT-F9,9/23/2018,,,F9,fly,26,2,14:00,10/1/2018,,,,,,,,,,,,
A7RT-G7,9/23/2018,,,G7,fly,6,2,14:00,10/1/2018,,,,,,,,,,,,
A6RT-H6,9/24/2018,,,H6,fly,3,2,17:15,10/2/2018,,,,,,,,,,,,
A6RT-F12,9/24/2018,,,F12,fly,24,2,17:15,10/2/2018,,,,,,,,,,,,
A6RT-E1,9/24/2018,,,E1,fly,29,2,17:15,10/2/2018,,,,,,,,,,,,
A8RT-C9,9/24/2018,,,C9,fly,10,2,17:15,10/2/2018,,,,,,,,,,,,
A8RT-G10,9/24/2018,,,G10,fly,5,2,17:15,10/2/2018,,,,,,,,,,,,
A8RT-H3,9/24/2018,,,H3,fly,28,2,17:15,10/2/2018,,,,,,,,,,,,
A9RT-H5,9/24/2018,,,H5,fly,18,2,17:15,10/2/2018,,,,,,,,,,,,
A9RT-F7,9/24/2018,,,F7,fly,12,2,17:15,10/2/2018,,,,,,,,,,,,
A9RT-B6,9/24/2018,,,B6,fly,21,2,17:15,10/2/2018,,,,,,,,,,,,
A7RT-G6,9/24/2018,,,G6,fly,19,2,17:15,10/2/2018,,,,,,,,,,,,
A10RT-D9,9/24/2018,,,D9,fly,15,2,17:15,10/2/2018,,,,,,,,,,,,
A17RT-B7,9/24/2018,,,B7,wasp,13,2,17:15,10/2/2018,,,,,,,,,,,,
A12RT-E11,9/24/2018,,,E11,wasp,22,2,17:15,10/2/2018,,,,,,,,,,,,
A12RT-C10,9/24/2018,,,C10,wasp,1,1,17:15,10/2/2018,,,,,,,,,,,,
A11RT-C6,9/24/2018,,,C6,wasp,8,1,17:15,10/2/2018,,,,,,,,,,,,
A8RT-C3,9/25/2018,,,C3,fly,14,1,11:55,10/3/2018,,,,,,,,,,,,
A8RT-D11,9/25/2018,,,D11,fly,30,1,11:55,10/3/2018,,,,,,,,,,,,
A8RT-H10,9/25/2018,,,H10,fly,19,1,11:55,10/3/2018,,,,,,,,,,,,
A9RT-B3,9/25/2018,,,B3,fly,4,1,11:55,10/3/2018,,,,,,,,,,,,
h11w29_18,9/25/2018,,,F4,fly,21,1,11:55,10/3/2018,,,,,,,,,,,,
A10RT-H1,9/25/2018,,,H1,fly,3,1,11:55,10/3/2018,,,,,,,,,,,,
A11RT-C8,9/25/2018,,,C8,wasp,2,1,11:55,10/3/2018,,,,,,,,,,,,
A12RT-D12,9/26/2018,,,D12,fly,6,1,12:00,10/4/2018,,,,,,,,,,,,
A10RT-D5,9/26/2018,,,D5,fly,,1,,,,,,,,,,,,,,
A10RT-G7,9/26/2018,,,G7,fly,5,1,12:00,10/4/2018,,,,,,,,,,,,
A10RT-G8,9/26/2018,,,G8,fly,17,1,12:00,10/4/2018,,,,,,,,,,,,
A10RT-C12,9/26/2018,,,C12,fly,25,1,12:00,10/4/2018,,,,,,,,,,,,
h11b2_18,9/26/2018,,,E2,fly,28,1,12:00,10/4/2018,,,,,,,,,,,,
A9RT-F1,9/26/2018,,,F1,fly,26,1,12:00,10/4/2018,,,,,,,,,,,,
A15RT-F3,9/26/2018,,,F3,wasp,18,1,12:00,10/4/2018,,,,,,,,,,,,
A10RT-C2,9/27/2018,,,C2,fly,11,1,15:30,10/5/2018,,,,,,,,,,,,
A10RT-D2,9/27/2018,,,D2,fly,15,1,15:30,10/5/2018,,,,,,,,,,,,
A14RT-A12,9/27/2018,,,A12,fly,13,1,15:30,10/5/2018,,,,,,,,,,,,
A14RT-E1,9/27/2018,,,E1,fly,9,1,15:30,10/5/2018,,,,,,,,,,,,
A13RT-A11,9/27/2018,,,A11,fly,29,1,15:30,10/5/2018,,,,,,,,,,,,
A13RT-D2,9/27/2018,,,D2,fly,24,1,15:30,10/5/2018,,,,,,,,,,,,
A13RT-H7,9/27/2018,,,H7,fly,27,1,15:30,10/5/2018,,,,,,,,,,,,
A13RT-E5,9/27/2018,,,E5,fly,31,1,15:30,10/5/2018,,,,,,,,,,,,
h11b23_18,9/27/2018,,,D5,fly,10,1,15:30,10/5/2018,,,,,,,,,,,,
h11w35_18,9/27/2018,,,F3,fly,32,1,15:30,10/5/2018,,,,,,,,,,,,
h11b4_18,9/27/2018,,,H7,fly,16,1,15:30,10/5/2018,,,,,,,,,,,,
a12r10_18,9/27/2018,,,E12,fly,20,1,15:30,10/5/2018,,,,,,,,,,,,
A12RT-H5,9/27/2018,,,H5,fly,7,1,15:30,10/5/2018,,,,,,,,,,,,
CA-2-RT-1,9/27/2018,,,,wasp,23,1,15:30,10/5/2018,,,,,,,,,,,,
A2RT-C2,9/27/2018,,,C2,wasp,12,1,15:30,10/5/2018,,,,,,,,,,,,
A13RT-A2,9/28/2018,,,A2,fly,7,6,12:00,10/6/2018,,,,,,,,,,,,
A13RT-A8,9/28/2018,,,A8,fly,8,6,12:00,10/6/2018,,,,,,,,,,,,
A13RT-C12,9/28/2018,,,C12,fly,7,2,12:00,10/6/2018,,,,,,,,,,,,
A13RT-H4,9/28/2018,,,H4,fly,19,2,12:00,10/6/2018,,,,,,,,,,,,
A13RT-E10,9/28/2018,,,E10,fly,17,1,12:00,10/6/2018,,,,,,,,,,,,
A12RT-A1,9/28/2018,,,A1,fly,25,6,12:00,10/6/2018,,,,,,,,,,,,
A12RT-A12,9/28/2018,,,A12,fly,8,6,12:00,10/6/2018,,,,,,,,,,,,
a12r9_18,9/28/2018,,,B1,fly,32,6,12:00,10/6/2018,,,,,,,,,,,,
a12r12_18,9/28/2018,,,C3,fly,1,6,12:00,10/6/2018,,,,,,,,,,,,
a12o7_18,9/28/2018,,,G8,fly,25,2,12:00,10/6/2018,,,,,,,,,,,,
A12RT-G12,9/28/2018,,,G12,fly,22,1,12:00,10/6/2018,,,,,,,,,,,,
A14RT-A9,9/28/2018,,,A9,fly,17,6,12:00,10/6/2018,,,,,,,,,,,,
A14RT-F12,9/28/2018,,,F12,fly,6,6,12:00,10/6/2018,,,,,,,,,,,,
h11w38_18,9/28/2018,,,H11,fly,26,6,12:00,10/6/2018,,,,,,,,,,,,
h11b21_18,9/28/2018,,,B8,fly,3,6,12:00,10/6/2018,,,,,,,,,,,,
A15RT-A11,9/28/2018,,,A11,fly,31,6,12:00,10/6/2018,,,,,,,,,,,,
A15RT-G7,9/28/2018,,,G7,fly,2,6,12:00,10/6/2018,,,,,,,,,,,,
A14RT-G11,9/29/2018,,,G11,fly,9,6,11:30,10/7/2018,,,,,,,,,,,,
A14RT-H4,9/29/2018,,,H4,fly,5,6,11:30,10/7/2018,,,,,,,,,,,,
A12RT-C10,9/29/2018,,,C10,fly,27,6,11:30,10/7/2018,,,,,,,,,,,,
A13RT-E12,9/29/2018,,,E12,fly,16,6,11:30,10/7/2018,,,,,,,,,,,,
A15RT-A3,9/29/2018,,,A3,fly,24,6,11:30,10/7/2018,,,,,,,,,,,,
A15RT-B2,9/29/2018,,,B2,fly,15,6,11:30,10/7/2018,,,,,,,,,,,,
A17RT-B2,9/29/2018,,,B2,wasp,4,6,11:30,10/7/2018,,,,,,,,,,,,
h11w12_18,9/29/2018,,,A4,fly,10,6,11:30,10/7/2018,,,,,,,,,,,,
A6RT-1,9/29/2018,,,,wasp,11,6,11:30,10/7/2018,,,,,,,,,,,,
A12RT-C3,9/29/2018,,,C3,wasp,18,6,11:30,10/7/2018,,,,,,,,,,,,
A14RT-B9,9/30/2018,,,B9,fly,12,6,12:40,10/8/2018,,,,,,,,,,,,
A14RT-E7,9/30/2018,,,E7,fly,22,6,12:40,10/8/2018,,,,,,,,,,,,
A14RT-F7,9/30/2018,,,F7,fly,13,6,12:40,10/8/2018,,,,,,,,,,,,
A14RT-H9,9/30/2018,,,H9,fly,19,6,12:40,10/8/2018,,,,,,,,,,,,
A15RT-A9,9/30/2018,,,A9,fly,20,6,12:40,10/8/2018,,,,,,,,,,,,
A15RT-A10,9/30/2018,,,A10,fly,28,6,12:40,10/8/2018,,,,,,,,,,,,
A15RT-B1,9/30/2018,,,B1,fly,21,6,12:40,10/8/2018,,,,,,,,,,,,
A15RT-G1,9/30/2018,,,G1,fly,23,6,12:40,10/8/2018,,,,,,,,,,,,
A2-5RT-A9,9/30/2018,,,A9,wasp,30,6,12:40,10/8/2018,,,,,,,,,,,,
A2-6RT-A9,9/30/2018,,,A9,fly,14,6,12:40,10/8/2018,,,,,,,,,,,,
A6RT-2,9/30/2018,,,,wasp,29,6,12:40,10/8/2018,,,,,,,,,,,,
A17RT-A7,10/1/2018,,,A7,fly,13,2,14:55,10/9/2018,,,,,,,,,,,,
A17RT-A10,10/1/2018,,,A10,fly,32,2,14:55,10/9/2018,,,,,,,,,,,,
A15RT-G12,10/1/2018,,,G12,fly,1,2,14:55,10/9/2018,,,,,,,,,,,,
A15RT-G9,10/1/2018,,,G9,fly,20,2,14:55,10/9/2018,,,,,,,,,,,,
A2RT-1,10/1/2018,,,,fly,4,2,14:55,10/9/2018,,,,,,,,,,,,
A2RT-2,10/1/2018,,,,fly,18,1,14:55,10/9/2018,,,,,,,,,,,,
A2RT-3,10/1/2018,,,,wasp,17,1,14:55,10/9/2018,,,,,,,,,,,,
A6RT-B2,10/2/2018,,,B2,fly,27,2,11:40,10/10/2018,,,,,,,,,,,,
A17RT-A3,10/2/2018,,,A3,fly,23,2,11:40,10/10/2018,,,,,,,,,,,,
A17RT-G6,10/2/2018,,,G6,fly,30,2,11:40,10/10/2018,,,,,,,,,,,,
A17RT-G9,10/2/2018,,,G9,fly,31,2,11:40,10/10/2018,,,,,,,,,,,,
A2RT-4,10/2/2018,,,,fly,21,1,11:40,10/10/2018,,,,,,,,,,,,
A2RT-5,10/2/2018,,,,fly,23,1,11:40,10/10/2018,,,,,,,,,,,,
A2RT-6,10/2/2018,,,,fly,26,2,11:40,10/10/2018,,,,,,,,,,,,
A7RT-D11,10/3/2018,,,D11,fly,22,2,11:15,10/11/2018,,,,,,,,,,,,
A2RT-7,10/3/2018,,,,fly,2,2,11:15,10/11/2018,,,,,,,,,,,,
A2RT-8,10/3/2018,,,,fly,17,2,11:15,10/11/2018,,,,,,,,,,,,
A6RT-3,10/3/2018,,,,wasp,12,2,11:15,10/11/2018,,,,,,,,,,,,
A19RT-1,10/3/2018,,,,fly,21,2,11:15,10/11/2018,,,,,,,,,,,,
A17RT-B5,10/4/2018,,,B5,fly,24,2,14:20,10/12/2018,,,,,,,,,,,,
A2RT-9,10/4/2018,,,,fly,29,2,14:20,10/12/2018,,,,,,,,,,,,
A2RT-10,10/4/2018,,,,fly,28,2,14:20,10/12/2018,,,,,,,,,,,,
A19RT-2,10/4/2018,,,,fly,1,1,14:20,10/12/2018,,,,,,,,,,,,
A19RT-3,10/4/2018,,,,fly,2,1,14:20,10/12/2018,,,,,,,,,,,,
A8RT-C5,10/5/2018,,,C5,fly,9,2,11:50,10/13/2018,,,,,,,,,,,,
A7RT-A11,10/5/2018,,,A11,fly,3,1,11:50,10/13/2018,,,,,,,,,,,,
A2-7RT-C4,10/5/2018,,,C4,fly,4,1,11:50,10/13/2018,,,,,,,,,,,,
A6RT-4,10/5/2018,,,,fly,5,1,11:50,10/13/2018,,,,,,,,,,,,
A19RT-4,10/5/2018,,,,fly,6,1,11:50,10/13/2018,,,,,,,,,,,,
A6RT-5,10/6/2018,,,,wasp,6,2,10:20,10/14/2018,,,,,,,,,,,,
A6RT-6,10/6/2018,,,,fly,3,2,10:20,10/14/2018,,,,,,,,,,,,
A6RT-B4,10/6/2018,,,B4,fly,5,2,10:20,10/14/2018,,,,,,,,,,,,
A6RT-C1,10/6/2018,,,C1,fly,10,2,10:20,10/14/2018,,,,,,,,,,,,
A2-6RT-A1,10/6/2018,,,A1,fly,16,2,10:20,10/14/2018,,,,,,,,,,,,
A2-6RT-E4,10/6/2018,,,E4,fly,8,1,10:20,10/14/2018,,,,,,,,,,,,
A2-6RT-A3,10/7/2018,,,A3,fly,10,1,12:35,10/15/2018,,,,,,,,,,,,
A2-6RT-A6,10/7/2018,,,A6,fly,31,1,12:35,10/15/2018,,,,,,,,,,,,
A2-6RT-A10,10/7/2018,,,A10,fly,32,1,12:35,10/15/2018,,,,,,,,,,,,
A2-6RT-C1,10/7/2018,,,C1,fly,25,1,12:35,10/15/2018,,,,,,,,,,,,
A2-6RT-E3,10/7/2018,,,E3,fly,24,1,12:35,10/15/2018,,,,,,,,,,,,
A2-7RT-C1,10/7/2018,,,C1,fly,16,1,12:35,10/15/2018,,,,,,,,,,,,
A2-9RT-A8,10/7/2018,,,A8,wasp,7,1,12:35,10/15/2018,,,,,,,,,,,,
A2-11RT-F3,10/7/2018,,,F3,wasp,9,1,12:35,10/15/2018,,,,,,,,,,,,
a10r19_18,10/7/2018,,,A12,wasp,26,1,12:35,10/15/2018,,,,,,,,,,,,
A14RT-D11,10/8/2018,,,D11,fly,11,1,13:12,10/16/2018,,,,,,,,,,,,
A6RT-G7,10/8/2018,,,G7,fly,19,1,13:12,10/16/2018,,,,,,,,,,,,
A9RT-B12,10/8/2018,,,B12,fly,12,1,13:12,10/16/2018,,,,,,,,,,,,
A2-5RT-A6,10/8/2018,,,A6,fly,13,1,13:12,10/16/2018,,,,,,,,,,,,
A2-7RT-C3,10/8/2018,,,C3,fly,14,1,13:12,10/16/2018,,,,,,,,,,,,
A2-6RT-C3,10/8/2018,,,C3,fly,15,1,13:12,10/16/2018,,,,,,,,,,,,
A2-9RT-B5,10/9/2018,,,B5,fly,15,2,15:15,10/17/2018,,,,,,,,,,,,
A2-9RT-G6,10/9/2018,,,G6,fly,7,2,15:15,10/17/2018,,,,,,,,,,,,
A2-9RT-F9,10/9/2018,,,F9,fly,18,2,15:15,10/17/2018,,,,,,,,,,,,
A6RT-B9,10/9/2018,,,B9,fly,14,2,15:15,10/17/2018,,,,,,,,,,,,
A9RT-D8,10/9/2018,,,D8,fly,11,2,15:15,10/17/2018,,,,,,,,,,,,
A10RT-B7,10/9/2018,,,B7,fly,28,1,15:15,10/17/2018,,,,,,,,,,,,
h11w16_18,10/9/2018,,,G3,fly,30,1,15:15,10/17/2018,,,,,,,,,,,,
h11b34_18,10/9/2018,,,G8,fly,19,1,15:15,10/17/2018,,,,,,,,,,,,
a9b2_18,10/9/2018,,,A9,fly,22,1,15:15,10/17/2018,,,,,,,,,,,,
a9w27_18,10/9/2018,,,A12,fly,29,1,15:15,10/17/2018,,,,,,,,,,,,
a24w38_18,10/9/2018,,,D7,fly,20,1,15:15,10/17/2018,,,,,,,,,,,,
a9w12_18,10/9/2018,,,E7,fly,27,1,15:15,10/17/2018,,,,,,,,,,,,
A20-10RT-H2,10/10/2018,,,H2,fly,17,1,11:24,10/18/2018,,,,,,,,,,,,
A20-10RT-B1,10/10/2018,,,B1,fly,18,1,11:24,10/18/2018,,,,,,,,,,,,
A2-11RT-A1,10/10/2018,,,A1,fly,1,2,11:24,10/18/2018,,,,,,,,,,,,
A2-11RT-H2,10/10/2018,,,H2,fly,4,2,11:24,10/18/2018,,,,,,,,,,,,
A19RT-5,10/11/2018,,,,fly,7,6,14:00,10/19/2018,,,,,,,,,,,,
A13RT-F10,10/11/2018,,,F10,fly,2,6,14:00,10/19/2018,,,,,,,,,,,,
A8RT-D12,10/11/2018,,,D12,fly,1,6,14:00,10/19/2018,,,,,,,,,,,,
a11w14_18,10/11/2018,,,G12,fly,4,6,14:00,10/19/2018,,,,,,,,,,,,
a12o3_18,10/11/2018,,,H9,fly,32,2,14:00,10/19/2018,,,,,,,,,,,,
A2-11RT-B5,10/11/2018,,,B5,fly,8,6,14:00,10/19/2018,,,,,,,,,,,,
a9w1_18,10/11/2018,,,C6,fly,6,6,14:00,10/19/2018,,,,,,,,,,,,
a10r24_18,10/11/2018,,,F4,fly,20,2,14:00,10/19/2018,,,,,,,,,,,,
a10o27_18,10/11/2018,,,F8,fly,13,2,14:00,10/19/2018,,,,,,,,,,,,
H1RT-1-H,10/11/2018,,,,wasp,3,6,14:00,10/19/2018,,,,,,,,,,,,
a11w13_18,10/12/2018,,,H12,fly,5,2,11:50,10/20/2018,,,,,,,,,,,,
A10RT-D4,10/12/2018,,,D4,fly,21,2,11:50,10/20/2018,,,,,,,,,,,,
A10RT-E3,10/12/2018,,,E3,fly,32,2,11:50,10/20/2018,,,,,,,,,,,,
a11b5_18,10/12/2018,,,C4,fly,22,2,11:50,10/20/2018,,,,,,,,,,,,
a11w17_18,10/12/2018,,,D12,fly,27,2,11:50,10/20/2018,,,,,,,,,,,,
A2-13RT-E6,10/12/2018,,,E6,fly,12,2,11:50,10/20/2018,,,,,,,,,,,,
A2-12RT-A12,10/12/2018,,,A12,fly,23,2,11:50,10/20/2018,,,,,,,,,,,,
A2-12RT-C1,10/12/2018,,,C1,fly,26,2,11:50,10/20/2018,,,,,,,,,,,,
A2-12RT-G5,10/12/2018,,,G5,fly,30,2,11:50,10/20/2018,,,,,,,,,,,,
A2-12RT-G7,10/12/2018,,,G7,fly,17,2,11:50,10/20/2018,,,,,,,,,,,,
a11w35_18,10/12/2018,,,B5,fly,21,1,11:50,10/20/2018,,,,,,,,,,,,
A9RT-E4,10/12/2018,,,E4,fly,31,2,11:50,10/20/2018,,,,,,,,,,,,
A2-9RT-H1,10/12/2018,,,H1,fly,2,2,11:50,10/20/2018,,,,,,,,,,,,
A20-10RT-F4,10/12/2018,,,F4,fly,23,1,11:50,10/20/2018,,,,,,,,,,,,
A2-12RT-G8,10/13/2018,,,G8,fly,18,6,13:50,10/21/2018,,,,,,,,,,,,
A10RT-D7,10/13/2018,,,D7,fly,17,6,13:50,10/21/2018,,,,,,,,,,,,
a26w5_18,10/13/2018,,,A5,fly,25,6,13:50,10/21/2018,,,,,,,,,,,,
A13RT-A9,10/13/2018,,,A9,fly,24,6,13:50,10/21/2018,,,,,,,,,,,,
a11w3_18,10/13/2018,,,D1,fly,31,6,13:50,10/21/2018,,,,,,,,,,,,
A2-13RT-E3,10/13/2018,,,E3,fly,9,6,13:50,10/21/2018,,,,,,,,,,,,
A2-12RT-E7,10/13/2018,,,E7,fly,11,6,13:50,10/21/2018,,,,,,,,,,,,
A2-13RT-G1,10/13/2018,,,G1,fly,30,6,13:50,10/21/2018,,,,,,,,,,,,
A2-13RT-C3,10/13/2018,,,C3,fly,29,2,13:50,10/21/2018,,,,,,,,,,,,
A2-14RT-C4,10/13/2018,,,C4,fly,16,6,13:50,10/21/2018,,,,,,,,,,,,
A2-14RT-E4,10/13/2018,,,E4,fly,2,1,13:50,10/21/2018,,,,,,,,,,,,
a12w19_18,10/13/2018,,,A4,fly,28,2,13:50,10/21/2018,,,,,,,,,,,,
a12w44_18,10/13/2018,,,E5,fly,1,1,13:50,10/21/2018,,,,,,,,,,,,
A7RT-E3,10/13/2018,,,E3,fly,24,2,13:50,10/21/2018,,,,,,,,,,,,
A13RT-B5,10/14/2018,,,B5,fly,12,6,14:40,10/22/2018,,,,,,,,,,,,
A2-14RT-C6,10/14/2018,,,C6,fly,26,6,14:40,10/22/2018,,,,,,,,,,,,
