uniqueID,eclosion_date,trik_cohort,eclosion_days,well_id,organism,Trikinetics_position,Trik_monitor,Trikinetics_entry_LD_time,Trikinetic_exit_date,Trikinetics_exit_LD_time,notes_2,Free_run_trik_monitor,Free_run_trik_position,Free_run_entry_date,Free_run_entry_time,Free_run_exit_date,Free_run_exit_time,notes_3,cohort day,host,cohort date
4o31,1/18/2003,,186,B10,fly,27,2,11:49,,,,,,,,,,,,,
3o50,5/18/2003,,41,D3,fly,9,2,11:45,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
4w50,3/6/2018,,41,C1,fly,4,2,8:49,,,,,,,,,,,,,
4o69,3/7/2018,,42,D3,fly,31,1,12:35,,,,,,,,,,,,,
5w17,3/7/2018,,41,A7,fly,16,2,12:35,,,,,,,,,,,,,
2b47,3/8/2018,,45,B4 ,fly,18,2,13:01,,,,,,,,,,,,,
3w5,3/8/2018,,44,A5,fly,25,2,13:01,,,,,,,,,,,,,
5w24,3/9/2018,,43,A8,fly,1,2,12:58,,,,,,,,,,,,,
3o56,3/9/2018,,45,D8,fly,14,2,12:58,,,,,,,,,,,,,
11o10,3/9/2018,,37,C5,fly,32,2,12:58,,,,,,,,,,,,,
2b9,3/11/2018,,49,A4,fly,27,1,21:21,3/19/2018,,,,,,,,,,,,
2b27,3/11/2018,,49,A9,fly,20,2,21:20,3/19/2018,,,,,,,,,,,,
2r1,3/11/2018,,49,B7,fly,10,1,21:20,3/19/2018,,,,,,,,,,,,
2r22,3/11/2018,,49,C7,fly,7,1,21:19,3/19/2018,,,,,,,,,,,,
3o24,3/11/2018,,48,B9,fly,31,1,21:19,3/19/2018,,,,,,,,,,,,
4w39,3/11/2018,,47,B4,fly,25,1,21:17,3/19/2018,,,,,,,,,,,,
4w44,3/11/2018,,47,B8,fly,29,2,21:17,3/19/2018,,,,,,,,,,,,
5b21,3/11/2018,,46,C3,fly,16,1,21:16,3/19/2018,,,,,,,,,,,,
5b36,3/11/2018,,46,C6,fly,19,1,21:15,3/19/2018,,,,,,,,,,,,
2b34,3/12/2018,,50,A10,fly,2,1,20:05,3/20/2018,,,,,,,,,,,,
4o20,3/12/2018,,48,A8,fly,22,2,20:05,3/20/2018,,,,,,,,,,,,
4o68,3/12/2018,,48,D1,fly,17,1,20:06,3/20/2018,,,,,,,,,,,,
4o3,3/13/2018,,49,A1,fly,8,1,14:48,3/21/2018,,,,,,,,,,,,
4o33,3/13/2018,,49,B3,fly,11,1,14:48,3/21/2018,,,,,,,,,,,,
4w70,3/13/2018,,49,C11,fly,8,2,14:48,3/21/2018,,,,,,,,,,,,
11w36,3/13/2018,,42,A12,fly,12,1,14:47,3/21/2018,,,,,,,,,,,,
12b4,3/13/2018,,41,A1,fly,24,1,14:27,3/21/2018,,,,,,,,,,,,
12w57,3/13/2018,,41,D1,fly,2,2,14:46,3/21/2018,,,,,,,,,,,,
14b51,3/13/2018,,39,C1,fly,5,1,14:45,3/21/2018,,,,,,,,,,,,
3o17,3/14/2018,,51,B2,fly,25,2,16:13,3/22/2018,,,,,,,,,,,,
3w46,3/14/2018,,51,D2,fly,29,1,16:13,3/22/2018,,,,,,,,,,,,
3o39,3/14/2018,,51,C10,fly,32,2,16:12,3/22/2018,,,,,,,,,,,,
4o42,3/14/2018,,50,B9,fly,14,1,16:12,3/22/2018,,,,,,,,,,,,
5b67,3/14/2018,,49,D4,fly,17,2,16:11,3/22/2018,,,,,,,,,,,,
10w8,3/14/2018,,44,A5,fly,23,2,16:11,3/22/2018,,,,,,,,,,,,
11w37,3/14/2018,,43,B1,fly,14,2,16:09,3/22/2018,,,,,,,,,,,,
11w53,3/14/2018,,43,B8,fly,3,1,16:09,3/22/2018,,,,,,,,,,,,
4w3,3/15/2018,,51,A2,fly,31,2,11:01,3/23/2018,,,,,,,,,,,,
2b19,3/16/2018,,54,A7,fly,5,1,15:10,3/24/2018,,,,,,,,,,,,
3w49,3/16/2018,,53,D5,fly,25,1,15:10,3/24/2018,,,,,,,,,,,,
3w52,3/16/2018,,53,D6,fly,13,2,15:11,3/24/2018,,,,,,,,,,,,
4o22,3/16/2018,,52,A10,fly,2,2,15:11,3/24/2018,,,,,,,,,,,,
4w28,3/16/2018,,52,A12,fly,16,2,15:12,3/24/2018,,,,,,,,,,,,
4o43,3/16/2018,,52,B10,fly,12,1,15:12,3/24/2018,,,,,,,,,,,,
4o46,3/16/2018,,52,B11,fly,9,2,15:13,3/24/2018,,,,,,,,,,,,
11o21,3/16/2018,,45,C10,fly,22,1,15:13,3/24/2018,,,,,,,,,,,,
h1d1,3/17/2018,,,,,,,,3/25/2018,,,,,,,,,,,,
2r15,3/17/2018,,55,C2,fly,32,1,20:31,3/25/2018,,,,,,,,,,,,
4w41,3/17/2018,,53,B5,fly,9,1,20:31,3/25/2018,,,,,,,,,,,,
3w18,3/18/2018,,55,B4,fly,14,1,14:34,3/26/2018,,,,,,,,,,,,
3o54,3/18/2018,,55,D7,fly,1,2,14:34,3/26/2018,,,,,,,,,,,,
5w11,3/18/2018,,53,A3,fly,27,2,14:34,3/26/2018,,,,,,,,,,,,
5b2,3/18/2018,,53,B9,fly,13,1,14:34,3/26/2018,,,,,,,,,,,,
5b46,3/18/2018,,53,C10,fly,22,1,14:33,3/26/2018,,,,,,,,,,,,
10w5,3/18/2018,,48,A3,fly,16,2,14:32,3/26/2018,,,,,,,,,,,,
10o17,3/18/2018,,48,C7,fly,25,2,14:32,3/26/2018,,,,,,,,,,,,
10o71,3/18/2018,,48,E5,fly,14,2,14:31,3/26/2018,,,,,,,,,,,,
11w48,3/18/2018,,47,B6,fly,28,1,14:31,3/26/2018,,,,,,,,,,,,
2r18,3/19/2018,,57,C5,fly,3,2,14:42,3/27/2018,,,,,,,,,,,,
3w21,3/19/2018,,56,B7,fly,6,1,14:49,3/27/2018,,,,,,,,,,,,
3o33,3/19/2018,,56,C5,fly,18,1,14:43,3/27/2018,,,,,,,,,,,,
3w34,3/19/2018,,56,C9,fly,10,2,14:44,3/27/2018,,,,,,,,,,,,
5b44,3/19/2018,,54,C9,fly,24,2,14:44,3/27/2018,,,,,,,,,,,,
10o63,3/19/2018,,49,D12,fly,21,1,14:44,3/27/2018,,,,,,,,,,,,
12w23,3/19/2018,,47,B1,fly,11,1,14:45,3/27/2018,,,,,,,,,,,,
13r3,3/19/2018,,46,A1,fly,18,2,14:45,3/27/2018,,,,,,,,,,,,
3w17,3/20/2018,,57,B3,fly,26,2,15:08,3/28/2018,,,,,,,,,,,,
3o28,3/20/2018,,57,B12,fly,15,1,15:08,3/28/2018,,,,,,,,,,,,
4w75,3/20/2018,,56,D6,fly,29,2,15:08,3/28/2018,,,,,,,,,,,,
5b41,3/20/2018,,55,C7,fly,15,2,15:07,3/28/2018,,,,,,,,,,,,
5b12,3/20/2018,,55,B11,fly,6,1,15:07,3/28/2018,,,,,,,,,,,,
10w9,3/20/2018,,50,A6,fly,19,1,15:06,3/28/2018,,,,,,,,,,,,
10o35,3/20/2018,,50,D3,fly,20,2,15:06,3/28/2018,,,,,,,,,,,,
13o76,3/20/2018,,,,,,,,3/28/2018,,,,,,,,,,,,
2b1,3/22/2018,,59,A1,fly,17,1,12:43,3/30/2018,,,,,,,,,,,,
2b7,3/22/2018,,59,A3,fly,7,2,12:43,3/30/2018,,,,,,,,,,,,
3o21,3/22/2018,,58,B6,fly,20,1,12:43,3/30/2018,,,,,,,,,,,,
3o46,3/22/2018,,58,D1,fly,27,1,12:43,3/30/2018,,,,,,,,,,,,
3w56,3/22/2018,,58,D9,fly,5,2,12:43,3/30/2018,,,,,,,,,,,,
5b71,3/22/2018,,56,D6,fly,31,1,12:43,3/30/2018,,,,,,,,,,,,
11w16,3/22/2018,,50,A8,fly,10,1,12:43,3/30/2018,,,,,,,,,,,,
11w46,3/22/2018,,50,B5,fly,28,2,12:43,3/30/2018,,,,,,,,,,,,
11w66,3/22/2018,,50,B12,fly,7,1,12:43,3/30/2018,,,,,,,,,,,,
11o50,3/22/2018,,50,D7,fly,22,2,12:43,3/30/2018,,,,,,,,,,,,
13r66,3/22/2018,,48,D4,fly,8,2,12:43,3/30/2018,,,,,,,,,,,,
14b34,3/22/2018,,47,B2,fly,11,2,12:43,3/30/2018,,,,,,,,,,,,
14r61,3/22/2018,,47,C8,fly,2,1,12:43,3/30/2018,,,,,,,,,,,,
2r6,3/23/2018,,61,B10,fly,29,1,15:09,3/31/2018,,,,,,,,,,,,
3o25,3/23/2018,,59,B11,fly,30,1,15:09,3/31/2018,,,,,,,,,,,,
3o35,3/23/2018,,59,C8,fly,18,1,15:09,3/31/2018,,,,,,,,,,,,
4w72,3/23/2018,,58,D2,fly,16,1,15:09,3/31/2018,,,,,,,,,,,,
4o75,3/23/2018,,58,D8,fly,8,1,15:09,3/31/2018,,,,,,,,,,,,
5w9,3/23/2018,,57,A2,fly,17,1,15:09,3/31/2018,,,,,,,,,,,,
5w56,3/23/2018,,57,B5,fly,5,1,15:09,3/31/2018,,,,,,,,,,,,
10w27,3/23/2018,,52,A8,fly,30,2,15:09,3/31/2018,,,,,,,,,,,,
10o23,3/23/2018,,52,C9,fly,32,2,15:09,3/31/2018,,,,,,,,,,,,
10o64,3/23/2018,,52,E1,fly,3,1,15:09,3/31/2018,,,,,,,,,,,,
11w13,3/23/2018,,51,A6,fly,21,2,15:09,3/31/2018,,,,,,,,,,,,
11w65,3/23/2018,,51,B11,fly,17,2,15:09,3/31/2018,,,,,,,,,,,,
11o23,3/23/2018,,51,C11,fly,12,2,15:09,3/31/2018,,,,,,,,,,,,
12w21,3/23/2018,,50,A10,fly,24,1,15:09,3/31/2018,,,,,,,,,,,,
12b75,3/23/2018,,50,E3,fly,23,2,15:09,3/31/2018,,,,,,,,,,,,
14r58,3/23/2018,,48,C7,fly,19,2,15:09,3/31/2018,,,,,,,,,,,,
16o21,3/23/2018,,46,B6,fly,10,2,15:09,3/31/2018,,,,,,,,,,,,
3w27,3/24/2018,,61,C1,fly,29,2,20:11,4/1/2018,,,,,,,,,,,,
12w8,3/24/2018,,51,B3,fly,28,1,20:11,4/1/2018,,,,,,,,,,,,
14r49,3/24/2018,,49,B11,fly,18,6,20:11,4/1/2018,,,,,,,,,,,,
5w8,3/24/2018,,58,A1,fly,21,1,20:11,4/1/2018,,,,,,,,,,,,
5b69,3/24/2018,,58,D5,fly,4,6,20:11,4/1/2018,,,,,,,,,,,,
4w53,3/24/2018,,59,C3,fly,32,6,20:11,4/1/2018,,,,,,,,,,,,
4o57,3/24/2018,,59,C5,fly,31,2,20:11,4/1/2018,,,,,,,,,,,,
2r9,3/24/2018,,62,B11,fly,2,6,20:11,4/1/2018,,,,,,,,,,,,
2r11,3/24/2018,,62,B12,fly,1,6,20:11,4/1/2018,,,,,,,,,,,,
2r17,3/25/2018,,63,C4,fly,11,6,19:50,4/2/2018,,,,,,,,,,,,
2r29,3/25/2018,,63,C8,fly,5,6,19:50,4/2/2018,,,,,,,,,,,,
5w51,3/25/2018,,59,B3,fly,23,6,19:50,4/2/2018,,,,,,,,,,,,
11o9,3/25/2018,,53,C4,fly,12,6,19:50,4/2/2018,,,,,,,,,,,,
11o47,3/25/2018,,53,D6,fly,15,6,19:50,4/2/2018,,,,,,,,,,,,
12w15,3/25/2018,,52,A7,fly,27,6,19:50,4/2/2018,,,,,,,,,,,,
13o17,3/25/2018,,51,A11,fly,9,6,19:50,4/2/2018,,,,,,,,,,,,
10w40,3/26/2018,,55,A12,fly,25,1,14:23,4/3/2018,,,,,,,,,,,,
11o40,3/26/2018,,54,D2,fly,23,6,14:23,4/3/2018,,,,,,,,,,,,
12b29,3/26/2018,,53,B7,fly,7,6,14:23,4/3/2018,,,,,,,,,,,,
12w53,3/26/2018,,53,C10,fly,28,6,14:23,4/3/2018,,,,,,,,,,,,
12w59,3/26/2018,,53,D3,fly,21,6,14:23,4/3/2018,,,,,,,,,,,,
13r49,3/26/2018,,52,C5,fly,25,6,14:23,4/3/2018,,,,,,,,,,,,
16w29,3/26/2018,,49,B2,fly,6,6,14:23,4/3/2018,,,,,,,,,,,,
4o23,3/27/2018,,62,A11,fly,20,6,14:15,4/4/2018,,,,,,,,,,,,
5w35,3/27/2018,,61,A11,fly,32,1,14:15,4/4/2018,,,,,,,,,,,,
5w71,3/27/2018,,61,B7,fly,3,6,14:15,4/4/2018,,,,,,,,,,,,
10w46,3/27/2018,,56,B2,fly,16,6,14:15,4/4/2018,,,,,,,,,,,,
12b63,3/27/2018,,54,D6,fly,17,6,14:15,4/4/2018,,,,,,,,,,,,
13o6,3/27/2018,,53,A4,fly,1,2,14:15,4/4/2018,,,,,,,,,,,,
13r18,3/27/2018,,53,A12,fly,14,1,14:15,4/4/2018,,,,,,,,,,,,
3o13,3/28/2018,,64,A9,fly,3,2,20:27,4/5/2018,,,,,,,,,,,,
3w14,3/28/2018,,64,A11,fly,2,2,20:27,4/5/2018,,,,,,,,,,,,
12b73,3/28/2018,,55,E1,fly,7,2,20:27,4/5/2018,,,,,,,,,,,,
12w52,3/28/2018,,55,C8,fly,9,1,20:27,4/5/2018,,,,,,,,,,,,
10w36,3/28/2018,,57,A10,fly,10,6,20:27,4/5/2018,,,,,,,,,,,,
10o5,3/28/2018,,57,C1,fly,26,6,20:27,4/5/2018,,,,,,,,,,,,
10o25,3/28/2018,,57,C10,fly,30,1,20:27,4/5/2018,,,,,,,,,,,,
10o29,3/28/2018,,57,C12,fly,6,1,20:27,4/5/2018,,,,,,,,,,,,
16o26,3/28/2018,,51,E7,fly,9,2,20:27,4/5/2018,,,,,,,,,,,,
16w33,3/28/2018,,51,C8,fly,31,6,20:27,4/5/2018,,,,,,,,,,,,
10o41,3/29/2018,,58,D5,fly,29,6,12:02,4/6/2018,,,,,,,,,,,,
13r31,3/29/2018,,55,B8,fly,24,2,12:02,4/6/2018,,,,,,,,,,,,
13r41,3/29/2018,,55,C1,fly,12,1,12:02,4/6/2018,,,,,,,,,,,,
13r55,3/29/2018,,55,C8,fly,19,1,12:02,4/6/2018,,,,,,,,,,,,
18w4,3/29/2018,,50,D2,fly,13,6,12:02,4/6/2018,,,,,,,,,,,,
19o29,3/29/2018,,49,E5,fly,27,2,12:02,4/6/2018,,,,,,,,,,,,
20b4,3/29/2018,,48,F10,fly,26,1,12:02,4/6/2018,,,,,,,,,,,,
4w73,3/30/2018,,65,D4,fly,18,2,19:30,4/7/2018,,,,,,,,,,,,
10w69,3/30/2018,,59,B8,fly,13,2,19:30,4/7/2018,,,,,,,,,,,,
10o4,3/30/2018,,59,B12,fly,15,2,19:30,4/7/2018,,,,,,,,,,,,
10o42,3/30/2018,,59,D6,fly,26,2,19:30,4/7/2018,,,,,,,,,,,,
14r19,3/30/2018,,55,A7,fly,28,1,19:30,4/7/2018,,,,,,,,,,,,
13r5,3/30/2018,,56,A3,fly,20,2,19:30,4/7/2018,,,,,,,,,,,,
2b13,3/30/2018,,67,A5,fly,19,1,19:30,4/7/2018,,,,,,,,,,,,
12b35,3/30/2018,,57,B12,fly,29,2,19:30,4/7/2018,,,,,,,,,,,,
12w67,3/30/2018,,57,D10,fly,27,1,19:30,4/7/2018,,,,,,,,,,,,
19r25,3/30/2018,,50,A6,fly,11,1,19:30,4/7/2018,,,,,,,,,,,,
11w9,3/30/2018,,58,A4,fly,15,1,19:30,4/7/2018,,,,,,,,,,,,
11w11,3/31/2018,,59,A5,fly,25,6,18:36,4/8/2018,,,,,,,,,,,,
12w19,3/31/2018,,58,A9,fly,17,6,18:36,4/8/2018,,,,,,,,,,,,
16w32,3/31/2018,,54,H1,fly,29,1,18:36,4/8/2018,,,,,,,,,,,,
11o18,4/1/2018,,60,C9,fly,2,1,19:16,4/9/2018,,,,,,,,,,,,
12w37,4/1/2018,,59,C2,fly,22,2,19:16,4/9/2018,,,,,,,,,,,,
12w46,4/1/2018,,59,C6,fly,10,2,19:16,4/9/2018,,,,,,,,,,,,
13r19,4/1/2018,,58,B2,fly,8,1,19:16,4/9/2018,,,,,,,,,,,,
14r64,4/1/2018,,57,C10,fly,23,1,19:16,4/9/2018,,,,,,,,,,,,
4w71,4/2/2018,,68,C12,fly,17,2,14:47,4/10/2018,,,,,,,,,,,,
5w15,4/2/2018,,67,A5,fly,31,1,14:47,4/10/2018,,,,,,,,,,,,
5b42,4/2/2018,,67,C8,fly,2,2,14:47,4/10/2018,,,,,,,,,,,,
10w48,4/2/2018,,62,B4,fly,5,1,14:47,4/10/2018,,,,,,,,,,,,
10o10,4/2/2018,,62,C4,fly,8,2,14:47,4/10/2018,,,,,,,,,,,,
10o69,4/2/2018,,62,E3,fly,19,2,14:47,4/10/2018,,,,,,,,,,,,
11o16,4/2/2018,,61,C7,fly,14,6,14:47,4/10/2018,,,,,,,,,,,,
12b34,4/2/2018,,60,B10,fly,16,1,14:47,4/10/2018,,,,,,,,,,,,
12b52,4/2/2018,,60,C9,fly,32,2,14:47,4/10/2018,,,,,,,,,,,,
13o23,4/2/2018,,59,B6,fly,28,2,14:47,4/10/2018,,,,,,,,,,,,
14r28,4/2/2018,,58,A11,fly,18,1,14:47,4/10/2018,,,,,,,,,,,,
16w10,4/2/2018,,56,E3,fly,12,2,14:47,4/10/2018,,,,,,,,,,,,
16w20,4/2/2018,,56,C9,fly,3,1,14:47,4/10/2018,,,,,,,,,,,,
18b27,4/2/2018,,54,G2,fly,13,1,14:47,4/10/2018,,,,,,,,,,,,
18w11,4/2/2018,,54,G11,fly,8,6,14:47:00,4/10/2018,,,,,,,,,,,,
2b15,4/3/2018,,71,A6,wasp,1,6,14:10,4/11/2018,,,,,,,,,,,,
2r19,4/3/2018,,71,C6,fly,30,2,14:10,4/11/2018,,,,,,,,,,,,
4o72,4/3/2018,,69,D7,wasp,4,6,14:10,4/11/2018,,,,,,,,,,,,
13o3,4/3/2018,,60,A2,fly,24,1,14:10,4/11/2018,,,,,,,,,,,,
13r12,4/3/2018,,60,A9,fly,9,6,14:10,4/11/2018,,,,,,,,,,,,
18w22,4/3/2018,,55,D10,fly,27,6,14:10,4/11/2018,,,,,,,,,,,,
3o23,4/4/2018,,71,B8,fly,21,2,17:03,4/12/2018,,,,,,,,,,,,
10w30,4/4/2018,,64,A9,fly,31,2,17:03,4/12/2018,,,,,,,,,,,,
10w47,4/4/2018,,64,B3,fly,23,2,17:03,4/12/2018,,,,,,,,,,,,
10w74,4/4/2018,,64,B10,fly,19,2,17:03,4/12/2018,,,,,,,,,,,,
10o31,4/4/2018,,64,D2,fly,22,2,17:03,4/12/2018,,,,,,,,,,,,
11w5,4/4/2018,,63,A3,fly,7,1,17:03,4/12/2018,,,,,,,,,,,,
13o30,4/4/2018,,61,B9,fly,3,2,17:03,4/12/2018,,,,,,,,,,,,
13o63,4/4/2018,,61,D2,fly,11,2,17:03,4/12/2018,,,,,,,,,,,,
14b57,4/4/2018,,60,C6,fly,25,1,17:03,4/12/2018,,,,,,,,,,,,
16o34,4/4/2018,,58,D10,fly,17,1,17:03,4/12/2018,,,,,,,,,,,,
18b8,4/4/2018,,56,C3,fly,5,2,17:03,4/12/2018,,,,,,,,,,,,
18b3,4/4/2018,,56,D5,fly,4,2,17:03,4/12/2018,,,,,,,,,,,,
19o2,4/4/2018,,55,F5,fly,14,1,17:03,4/12/2018,,,,,,,,,,,,
20b10,4/4/2018,,54,G2,fly,10,1,17:03,4/12/2018,,,,,,,,,,,,
10w6,4/5/2018,,65,A4,fly,11,6,11:32,4/13/2018,,,,,,,,,,,,
12b67,4/5/2018,,63,D11,fly,16,6,11:32,4/13/2018,,,,,,,,,,,,
19r23,4/5/2018,,56,F2,fly,2,6,11:32,4/13/2018,,,,,,,,,,,,
3w40,4/6/2018,,73,C11,fly,12,1,20:15,4/14/2018,,,,,,,,,,,,
10w51,4/6/2018,,67,B5,fly,24,2,20:15,4/14/2018,,,,,,,,,,,,
10o56,4/6/2018,,67,D9,fly,11,2,20:15,4/14/2018,,,,,,,,,,,,
13o69,4/6/2018,,63,D7,fly,23,2,20:15,4/14/2018,,,,,,,,,,,,
14r16,4/6/2018,,62,A6,fly,30,1,20:15,4/14/2018,,,,,,,,,,,,
18w13,4/6/2018,,58,A11,fly,27,2,20:15,4/14/2018,,,,,,,,,,,,
h2r4,4/7/2018,,45,H9,fly,18,2,20:05,4/15/2018,,,,,,,,,,,,
3w19,4/7/2018,,74,B5,wasp,31,1,19:15,4/15/2018,,,,,,,,,,,,
3w48,4/7/2018,,74,D4,fly,13,2,20:05,4/15/2018,,,,,,,,,,,,
16w23,4/7/2018,,61,A1,fly,24,1,19:15,4/15/2018,,,,,,,,,,,,
10w71,4/8/2018,,68,B9,fly,31,1,11:36,4/16/2018,,,,,,,,,,,,
12w36,4/8/2018,,66,C1,fly,27,1,11:36,4/16/2018,,,,,,,,,,,,
13r21,4/8/2018,,65,B4,fly,11,1,11:36,4/16/2018,,,,,,,,,,,,
16o23,4/8/2018,,62,E6,fly,15,1,11:36,4/16/2018,,,,,,,,,,,,
4w42,4/9/2018,,75,B6,wasp,26,2,13:18,4/17/2018,,,,,,,,,,,,
13o70,4/9/2018,,66,D8,fly,25,1,13:18,4/17/2018,,,,,,,,,,,,
19o32,4/9/2018,,60,E3,fly,19,1,13:18,4/17/2018,,,,,,,,,,,,
10o6,4/10/2018,,70,C2,fly,2,1,11:29,4/18/2018,,,,,,,,,,,,
10o28,4/10/2018,,70,C11,fly,10,2,11:29,4/18/2018,,,,,,,,,,,,
16o27,4/10/2018,,64,B5,fly,26,1,11:29,4/18/2018,,,,,,,,,,,,
19o12,4/10/2018,,61,E12,fly,29,1,11:29,4/18/2018,,,,,,,,,,,,
11o43,4/10/2018,,69,D4,fly,8,1,11:29,4/18/2018,,,,,,,,,,,,
12w41,4/11/2018,,69,C4,fly,11,1,19:54,4/19/2018,,,,,,,,,,,,
14r6,4/11/2018,,67,A1,fly,20,1,19:54,4/19/2018,,,,,,,,,,,,
18w2,4/11/2018,,63,B7,fly,31,1,19:54,4/19/2018,,,,,,,,,,,,
h2r14,4/11/2018,,49,E4,fly,27,1,19:54,4/19/2018,,,,,,,,,,,,
16w13,4/12/2018,,66,B11,fly,9,1,11:27,4/20/2018,,,,,,,,,,,,
16o9,4/12/2018,,66,C10,fly,5,1,11:27,4/20/2018,,,,,,,,,,,,
20b11,4/12/2018,,62,B9,fly,8,1,11:27,4/20/2018,,,,,,,,,,,,
12w11,4/13/2018,,71,A6,fly,3,1,20:10,4/21/2018,,,,,,,,,,,,
19F11,4/13/2018,,64,F11,fly,8,1,20:10,4/21/2018,,,,,,,,,,,,
h3w19,4/13/2018,,50,E11,fly,16,1,20:10,4/21/2018,,,,,,,,,,,,
h1b11,4/14/2018,,53,B11,fly,32,2,19:10,4/22/2018,,,,,,,,,,,,
19r8,4/14/2018,,65,D8,fly,17,1,19:10,4/22/2018,,,,,,,,,,,,
13o14,4/14/2018,,71,A10,fly,1,2,19:10,4/22/2018,,,,,,,,,,,,
3o2,4/15/2018,,82,A2,fly,11,1,11:57,4/23/2018,,,,,,,,,,,,
4w58,4/15/2018,,81,C4,wasp,28,2,11:57,4/23/2018,,,,,,,,,,,,
h2b19,4/15/2018,,53,A5,fly,30,2,11:57,4/23/2018,,,,,,,,,,,,
h2b31,4/15/2018,,53,E11,fly,4,2,11:57,4/23/2018,,,,,,,,,,,,
10w13,4/16/2018,,226,A5,fly,3,2,13:06,4/24/2018,,,,,,,,,,,,
11o60,4/16/2018,,75,D9,fly,8,2,13:07,4/24/2018,,,,,,,,,,,,
18w25,4/16/2018,,68,E4,fly,13,1,13:07,4/24/2018,,,,,,,,,,,,
13r47,4/17/2018,,74,C4,fly,15,1,9:11,4/25/2018,,,,,,,,,,,,
h2r28,4/18/2018,,56,H1,fly,25,1,19:32,4/26/2018,,,,,,,,,,,,
4w16,4/18/2018,,84,A5,fly,7,1,19:32,4/26/2018,,,,,,,,,,,,
14r32,4/18/2018,,74,B12,fly,9,2,19:32,4/26/2018,,,,,,,,,,,,
14b61,4/18/2018,,74,C9,wasp,31,2,19:32,4/26/2018,,,,,,,,,,,,
12b21,4/19/2018,,77,A11,fly,18,2,11:02,4/27/2018,,,,,,,,,,,,
h4o5,4/19/2018,,55,G12,fly,2,2,11:02,4/27/2018,,,,,,,,,,,,
12a3,4/20/2018,,78,A3,fly,18,1,19:55,4/28/2018,,,,,,,,,,,,
14a10,4/20/2018,,76,A10,fly,17,1,19:55,4/28/2018,,,,,,,,,,,,
h1d3,4/20/2018,,59,D3,fly,30,1,19:55,4/28/2018,,,,,,,,,,,,
h3o6,4/20/2018,,57,E7,fly,1,2,19:55,4/28/2018,,,,,,,,,,,,
13o9,4/21/2018,,78,A8,fly,17,2,19:30,4/29/2018,,,,,,,,,,,,
14r33,4/21/2018,,77,B1,fly,9,1,19:30,4/29/2018,,,,,,,,,,,,
18b7,4/21/2018,,72,C7,fly,21,2,19:30,4/29/2018,,,,,,,,,,,,
hd1c11,4/21/2018,,60,C11,fly,1,1,19:30,4/29/2018,,,,,,,,,,,,
h5r14,4/21/2018,,56,C1,fly,5,1,19:30,4/29/2018,,,,,,,,,,,,
h2b33,4/22/2018,,60,F10,fly,16,1,9:39,4/30/2018,,,,,,,,,,,,
h1A5,4/23/2018,,62,A5,fly,27,1,13:23,5/1/2018,,,,,,,,,,,,
h1C9,4/23/2018,,62,C9,fly,11,1,13:23,5/1/2018,,,,,,,,,,,,
h7r59,4/23/2018,,56,D11,fly,32,1,13:23,5/1/2018,,,,,,,,,,,,
h2b22,4/23/2018,,61,C12,fly,24,2,13:23,5/1/2018,,,,,,,,,,,,
10o40,4/24/2018,,84,D4,fly,2,1,10:47,5/2/2018,,,,,,,,,,,,
14b52,4/24/2018,,80,C2,fly,20,2,10:47,5/2/2018,,,,,,,,,,,,
h2r5,4/24/2018,,62,A9,fly,32,2,10:47,5/2/2018,,,,,,,,,,,,
h2b10,4/24/2018,,62,B12,fly,14,1,10:47,5/2/2018,,,,,,,,,,,,
14b36,4/25/2018,,81,B3,fly,9,2,19:25,5/3/2018,,,,,,,,,,,,
h2r22,4/25/2018,,63,H5,fly,5,2,19:25,5/3/2018,,,,,,,,,,,,
h3w24,4/25/2018,,62,G4,fly,24,1,19:25,5/3/2018,,,,,,,,,,,,
hd1b2 ,4/27/2018,,66,B2,fly,16,2,18:47,5/5/2018,,,,,,,,,,,,
h2r21,4/27/2018,,65,A3,fly,26,1,18:47,5/5/2018,,,,,,,,,,,,
10w68,4/28/2018,,88,B7,fly,31,1,19:40,5/6/2018,,,,,,,,,,,,
h4w18,4/28/2018,,64,F5,fly,23,2,19:40,5/6/2018,,,,,,,,,,,,
h5o17,4/28/2018,,63,A5,fly,28,2,19:40,5/6/2018,,,,,,,,,,,,
h3o18,4/29/2018,,66,D10,fly,27,1,11:43,5/7/2018,,,,,,,,,,,,
10w4,4/29/2018,,89,A2,wasp,22,1,11:43,5/7/2018,,,,,,,,,,,,
13o34,4/30/2018,,87,B10,fly,6,1,13:45,5/8/2018,,,,,,,,,,,,
hd1b4 ,5/2/2018,,71,B4,fly,1,2,19:57,5/10/2018,,,,,,,,,,,,
h2b17,5/2/2018,,70,E5,fly,2,2,19:57,5/10/2018,,,,,,,,,,,,
h4w3,5/2/2018,,68,A10,fly,25,1,19:57,5/10/2018,,,,,,,,,,,,
h5r18,5/2/2018,,67,A12,fly,17,1,19:57,5/10/2018,,,,,,,,,,,,
hd1c9,5/3/2018,,72,C9,fly,1,1,11:09,5/11/2018,,,,,,,,,,,,
10o7,5/3/2018,,93,C3,fly,11,1,11:09,5/11/2018,,,,,,,,,,,,
h6w16,5/3/2018,,67,G2,fly,16,1,11:09,5/11/2018,,,,,,,,,,,,
h8o3,5/3/2018,,65,B8,fly,22,1,11:09,5/11/2018,,,,,,,,,,,,
