Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host,rando_assign,uniqueID
3,red,Grant,7.423,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r3
5,red,Ferris,10.284,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r5
7,red,Ferris,7.863,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r7
9,red,Grant,9.734,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r9
12,red,Grant,6.312,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r12
18,red,Grant,5.885,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r18
19,red,Grant,8.234,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r19
20,red,Ferris,7.22,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r20
21,red,Ferris,6.96,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r21
23,red,Grant,4.339,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r23
24,red,Grant,9.176,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r24
30,red,Milford,12.321,,9/15/17,9/5/17,13,Haw,Simulated Overwintering,13r30
31,red,Grant,9.895,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r31
36,red,Grant,6.168,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r36
40,red,Grant,9.352,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r40
41,red,Grant,9.182,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r41
45,red,Grant,5.665,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r45
46,red,Ferris,6.67,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r46
47,red,Grant,9.653,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r47
48,red,Grant,10.33,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r48
49,red,Ferris,8.466,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r49
50,red,MSU,7.152,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r50
55,red,Grant,3.494,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r55
59,red,Grant,4.537,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r59
61,red,Grant,4.522,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r61
63,red,Grant,10.142,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r63
65,red,Grant,5.369,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r65
66,red,Grant,6.256,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r66
68,red,Grant,5.008,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r68
72,red,Ferris,9.496,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r72
77,red,Ferris,7.024,14:53,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13r77
3,orange,Grant,8.705,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o3
6,orange,Grant,7.494,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o6
7,orange,Ferris,5.387,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o7
9,orange,MSU,6.851,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o9
14,orange,Ferris,6.445,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o14
17,orange,Grant,4.103,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o17
18,orange,Grant,9.507,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o18
23,orange,Grant,6.12,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o23
30,orange,Grant,8.623,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o30
34,orange,Ferris,6.754,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o34
49,orange,Ferris,5.357,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o49
58,orange,Grant,6.084,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o58
59,orange,Grant,7.505,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o59
63,orange,Ferris,7.14,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o63
66,orange,Ferris,4.528,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o66
69,orange,Milford,9.309,,9/15/17,9/5/17,13,Haw,Simulated Overwintering,13o69
70,orange,Grant,6.316,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o70
75,orange,Grant,5.144,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o75
76,orange,Grant,7.812,,9/15/17,9/5/17,13,Apple,Simulated Overwintering,13o76
