Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host
1,blue,Grant,6.759,11:26,2017-09-20,2017-09-10,18,Apple
2,blue,Grant,8.755,,2017-09-20,2017-09-10,18,Apple
3,blue,Grant,9.761,,2017-09-20,2017-09-10,18,Apple
4,blue,Grant,6.293,,2017-09-20,2017-09-10,18,Apple
5,blue,Grant,6.352,,2017-09-20,2017-09-10,18,Apple
6,blue,Grant,4.26,,2017-09-20,2017-09-10,18,Apple
7,blue,Grant,8.733,,2017-09-20,2017-09-10,18,Apple
8,blue,Grant,5.364,,2017-09-20,2017-09-10,18,Apple
9,blue,Grant,10.047,,2017-09-20,2017-09-10,18,Apple
10,blue,Grant,5.873,,2017-09-20,2017-09-10,18,Apple
11,blue,Grant,7.65,,2017-09-20,2017-09-10,18,Apple
12,blue,Grant,11.132,,2017-09-20,2017-09-10,18,Apple
13,blue,Grant,4.132,,2017-09-20,2017-09-10,18,Apple
14,blue,Grant,6.312,,2017-09-20,2017-09-10,18,Apple
15,blue,Grant,5.446,,2017-09-20,2017-09-10,18,Apple
16,blue,Grant,4.913,,2017-09-20,2017-09-10,18,Apple
17,blue,Grant,6.105,,2017-09-20,2017-09-10,18,Apple
18,blue,Grant,3.354,,2017-09-20,2017-09-10,18,Apple
19,blue,Grant,7.519,,2017-09-20,2017-09-10,18,Apple
20,blue,Grant,2.956,,2017-09-20,2017-09-10,18,Apple
21,blue,Grant,1.392,,2017-09-20,2017-09-10,18,Apple
22,blue,Grant,6.271,,2017-09-20,2017-09-10,18,Apple
23,blue,Grant,4.989,,2017-09-20,2017-09-10,18,Apple
24,blue,Grant,7.103,,2017-09-20,2017-09-10,18,Apple
25,blue,Grant,8.55,,2017-09-20,2017-09-10,18,Apple
26,blue,Grant,5.912,,2017-09-20,2017-09-10,18,Apple
27,blue,Grant,7.093,,2017-09-20,2017-09-10,18,Apple
28,blue,Grant,10.865,,2017-09-20,2017-09-10,18,Apple
29,blue,Grant,4.331,,2017-09-20,2017-09-10,18,Apple
30,blue,Milford,4.007,,2017-09-20,2017-09-10,18,haw
31,blue,Grant,9.673,,2017-09-20,2017-09-10,18,Apple
32,blue,blank,,,2017-09-20,2017-09-10,18,Apple
33,blue,blank,,11:45,2017-09-20,2017-09-10,18,Apple
1,white,Grant,6.86,11:08,2017-09-20,2017-09-10,18,Apple
2,white,Grant,10.184,,2017-09-20,2017-09-10,18,Apple
3,white,Grant,2.874,,2017-09-20,2017-09-10,18,Apple
4,white,Grant,6.875,,2017-09-20,2017-09-10,18,Apple
5,white,Grant,11.154,,2017-09-20,2017-09-10,18,Apple
6,white,Grant,8.607,,2017-09-20,2017-09-10,18,Apple
7,white,Grant,9.677,,2017-09-20,2017-09-10,18,Apple
8,white,Grant,6.127,,2017-09-20,2017-09-10,18,Apple
9,white,Grant,4.291,,2017-09-20,2017-09-10,18,Apple
10,white,Grant,6.929,,2017-09-20,2017-09-10,18,Apple
11,white,Grant,10.213,,2017-09-20,2017-09-10,18,Apple
12,white,Grant,1.634,,2017-09-20,2017-09-10,18,Apple
13,white,Grant,8.559,,2017-09-20,2017-09-10,18,Apple
14,white,Grant,4,,2017-09-20,2017-09-10,18,Apple
15,white,Grant,4.11,,2017-09-20,2017-09-10,18,Apple
16,white,Grant,7.536,,2017-09-20,2017-09-10,18,Apple
17,white,Grant,5.98,,2017-09-20,2017-09-10,18,Apple
18,white,Grant,7.686,,2017-09-20,2017-09-10,18,Apple
19,white,Grant,9.655,,2017-09-20,2017-09-10,18,Apple
20,white,Grant,4.956,,2017-09-20,2017-09-10,18,Apple
21,white,Grant,7.097,,2017-09-20,2017-09-10,18,Apple
22,white,Grant,5.522,,2017-09-20,2017-09-10,18,Apple
23,white,Grant,4.466,,2017-09-20,2017-09-10,18,Apple
24,white,Grant,6.28,,2017-09-20,2017-09-10,18,Apple
25,white,Grant,4.193,,2017-09-20,2017-09-10,18,Apple
26,white,Grant,10.557,,2017-09-20,2017-09-10,18,Apple
27,white,Grant,5.145,,2017-09-20,2017-09-10,18,Apple
28,white,Grant,6.708,,2017-09-20,2017-09-10,18,Apple
29,white,Grant,7.117,,2017-09-20,2017-09-10,18,Apple
30,white,Grant,4.965,,2017-09-20,2017-09-10,18,Apple
31,white,Grant,6.622,,2017-09-20,2017-09-10,18,Apple
32,white,blank,6.419,,2017-09-20,2017-09-10,18,Apple
33,white,blank,,,2017-09-20,2017-09-10,18,Apple
34,white,Grant,4.758,11:25,2017-09-20,2017-09-10,18,Apple
