Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host,uniqueID,rando_assign,wellID
2,red,OG,4.375,,8/29/2018,NA,9/9/2018,10,Apple,a10r2_18,genetic control,
6,red,OG,4.395,,8/29/2018,NA,9/9/2018,10,Apple,a10r6_18,genetic control,
9,red,OG,4.144,,8/29/2018,NA,9/9/2018,10,Apple,a10r9_18,genetic control,
10,red,OG,6.103,,8/29/2018,NA,9/9/2018,10,Apple,a10r10_18,genetic control,
15,red,OG,5.796,,8/29/2018,NA,9/9/2018,10,Apple,a10r15_18,genetic control,
17,red,OG,5.136,,8/29/2018,NA,9/9/2018,10,Apple,a10r17_18,genetic control,
18,red,OG,4.428,,8/29/2018,NA,9/9/2018,10,Apple,a10r18_18,genetic control,
25,red,OG,4.633,,8/29/2018,NA,9/9/2018,10,Apple,a10r25_18,genetic control,
26,red,OG,4.915,,8/29/2018,NA,9/9/2018,10,Apple,a10r26_18,genetic control,
29,red,OG,3.299,,8/29/2018,NA,9/9/2018,10,Apple,a10r29_18,genetic control,
31,red,OG,3.984,,8/29/2018,NA,9/9/2018,10,Apple,a10r31_18,genetic control,
2,orange,MSU,8.345,,8/29/2018,NA,9/9/2018,10,Apple,a10o2_18,genetic control,
6,orange,OG,7.64,,8/29/2018,NA,9/9/2018,10,Apple,a10o6_18,genetic control,
7,orange,OG,8.894,,8/29/2018,NA,9/9/2018,10,Apple,a10o7_18,genetic control,
8,orange,OG,7.108,,8/29/2018,NA,9/9/2018,10,Apple,a10o8_18,genetic control,
11,orange,OG,6.889,,8/29/2018,NA,9/9/2018,10,Apple,a10o11_18,genetic control,
12,orange,Ferris,10.754,,8/29/2018,NA,9/9/2018,10,Apple,a10o12_18,genetic control,
16,orange,MSU,8.569,,8/29/2018,NA,9/9/2018,10,Apple,a10o16_18,genetic control,
17,orange,MSU,8.556,,8/29/2018,NA,9/9/2018,10,Apple,a10o17_18,genetic control,
18,orange,OG,5.015,,8/16/2018,NA,9/9/2018,25,Apple,a25o18_18,genetic control,
24,orange,OG,6.902,,8/29/2018,NA,9/9/2018,10,Apple,a10o24_18,genetic control,
29,orange,MSU,7.492,,8/29/2018,NA,9/9/2018,10,Apple,a10o29_18,genetic control,
31,orange,MSU,7,,8/29/2018,NA,9/9/2018,10,Apple,a10o31_18,genetic control,
32,orange,MSU,6.893,,8/29/2018,NA,9/9/2018,10,Apple,a10o32_18,genetic control,
35,orange,MSU,5.833,,8/29/2018,NA,9/9/2018,10,Apple,a10o35_18,genetic control,
37,orange,MSU,2.634,,8/29/2018,NA,9/9/2018,10,Apple,a10o37_18,genetic control,
