Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host,uniqueID,rando_assign,wellID
38,orange,MSU,8.752,,8/29/2018,NA,9/9/2018,10,Apple,a10o38_18,genetic control,
39,orange,MSU,8.056,,8/29/2018,NA,9/9/2018,10,Apple,a10o39_18,genetic control,
43,orange,MSU,3.626,,8/29/2018,NA,9/9/2018,10,Apple,a10o43_18,genetic control,
3,red,OG,6.56,,8/29/2018,NA,9/9/2018,10,Apple,a10r3_18,RT eclosion,G6
4,red,OG,3.336,,8/29/2018,NA,9/9/2018,10,Apple,a10r4_18,RT eclosion,B12
7,red,OG,4.182,,8/29/2018,NA,9/9/2018,10,Apple,a10r7_18,RT eclosion,D11
12,red,OG,3.607,,8/29/2018,NA,9/9/2018,10,Apple,a10r12_18,RT eclosion,A6
14,red,OG,8.093,,8/29/2018,NA,9/9/2018,10,Apple,a10r14_18,RT eclosion,C12
19,red,OG,4.271,,8/29/2018,NA,9/9/2018,10,Apple,a10r19_18,RT eclosion,A12
21,red,OG,6.311,,8/29/2018,NA,9/9/2018,10,Apple,a10r21_18,RT eclosion,F1
23,red,OG,4.317,,8/29/2018,NA,9/9/2018,10,Apple,a10r23_18,RT eclosion,F3
24,red,OG,6.559,,8/29/2018,NA,9/9/2018,10,Apple,a10r24_18,RT eclosion,F4
27,red,OG,6.541,,8/29/2018,NA,9/9/2018,10,Apple,a10r27_18,RT eclosion,F5
33,,OG,2.52,,8/29/2018,NA,9/9/2018,10,Apple,a1033_18,RT eclosion,B3
34,red,OG,5.559,,8/29/2018,NA,9/9/2018,10,Apple,a10r34_18,RT eclosion,E7
35,red,OG,4.34,,8/29/2018,NA,9/9/2018,10,Apple,a10r35_18,RT eclosion,C6
46,red,Blank,NA,,8/29/2018,NA,9/9/2018,10,Apple,a10r46_18,RT eclosion,G5
1,orange,MSU,6.124,14:25,8/29/2018,NA,9/9/2018,10,Apple,a10o1_18,RT eclosion,B7
5,orange,OG,4.228,,8/29/2018,NA,9/9/2018,10,Apple,a10o5_18,RT eclosion,D4
13,orange,MSU,9.219,,8/29/2018,NA,9/9/2018,10,Apple,a10o13_18,RT eclosion,F2
15,orange,MSU,6.052,,8/29/2018,NA,9/9/2018,10,Apple,a10o15_18,RT eclosion,C9
20,orange,OG,7.444,,8/29/2018,NA,9/9/2018,10,Apple,a10o20_18,RT eclosion,B10
21,orange,OG,5.813,,8/29/2018,NA,9/9/2018,10,Apple,a10o21_18,RT eclosion,D9
22,orange,OG,2.736,,8/29/2018,NA,9/9/2018,10,Apple,a10o22_18,RT eclosion,B11
23,orange,MSU,5.647,,8/29/2018,NA,9/9/2018,10,Apple,a10o23_18,RT eclosion,B6
25,orange,OG,4.997,,8/29/2018,NA,9/9/2018,10,Apple,a10o25_18,RT eclosion,A9
28,orange,MSU,7.116,,8/29/2018,NA,9/9/2018,10,Apple,a10o28_18,RT eclosion,C5
30,orange,MSU,6.454,,8/29/2018,NA,9/9/2018,10,Apple,a10o30_18,RT eclosion,H5
34,orange,Ferris,4.715,,8/29/2018,NA,9/9/2018,10,Apple,a10o34_18,RT eclosion,E3
36,orange,MSU,6.71,,8/29/2018,NA,9/9/2018,10,Apple,a10o36_18,RT eclosion,E8
40,orange,MSU,6.582,,8/29/2018,NA,9/9/2018,10,Apple,a10o40_18,RT eclosion,G8
42,orange,MSU,4.52,,8/29/2018,NA,9/9/2018,10,Apple,a10o42_18,RT eclosion,F11
1,red,OG,6.447,14:37,8/29/2018,NA,9/9/2018,10,Apple,a10r1_18,Simulated Overwintering,A7
5,red,OG,7.077,,8/29/2018,NA,9/9/2018,10,Apple,a10r5_18,Simulated Overwintering,C5
8,red,OG,5.44,,8/29/2018,NA,9/9/2018,10,Apple,a10r8_18,Simulated Overwintering,B8
11,red,OG,6.897,,8/29/2018,NA,9/9/2018,10,Apple,a10r11_18,Simulated Overwintering,B1
13,red,OG,7.378,,8/29/2018,NA,9/9/2018,10,Apple,a10r13_18,Simulated Overwintering,G3
16,red,OG,3.478,,8/29/2018,NA,9/9/2018,10,Apple,a10r16_18,Simulated Overwintering,F4
20,red,OG,2.825,,8/29/2018,NA,9/9/2018,10,Apple,a10r20_18,Simulated Overwintering,C4
22,red,OG,4.547,,8/29/2018,NA,9/9/2018,10,Apple,a10r22_18,Simulated Overwintering,C12
28,red,OG,2.314,,8/29/2018,NA,9/9/2018,10,Apple,a10r28_18,Simulated Overwintering,G12
30,red,OG,4.587,,8/29/2018,NA,9/9/2018,10,Apple,a10r30_18,Simulated Overwintering,C8
32,red,OG,5.341,,8/29/2018,NA,9/9/2018,10,Apple,a10r32_18,Simulated Overwintering,D8
36,red,OG,4.368,,8/29/2018,NA,9/9/2018,10,Apple,a10r36_18,Simulated Overwintering,A6
37,red,OG,4.521,,8/29/2018,NA,9/9/2018,10,Apple,a10r37_18,Simulated Overwintering,H1
38,red,OG,2.616,,8/29/2018,NA,9/9/2018,10,Apple,a10r38_18,Simulated Overwintering,C2
39,red,OG,5.083,,8/29/2018,NA,9/9/2018,10,Apple,a10r39_18,Simulated Overwintering,D6
47,red,Blank,NA,14:45,8/29/2018,NA,9/9/2018,10,Apple,a10r47_18,Simulated Overwintering,H3
3,orange,MSU,6.553,,8/29/2018,NA,9/9/2018,10,Apple,a10o3_18,Simulated Overwintering,F6
4,orange,OG,3.868,,8/16/2018,NA,9/9/2018,25,Apple,a25o4_18,Simulated Overwintering,B11
9,orange,OG,7.213,,8/29/2018,NA,9/9/2018,10,Apple,a10o9_18,Simulated Overwintering,H9
10,orange,OG,8.82,,8/29/2018,NA,9/9/2018,10,Apple,a10o10_18,Simulated Overwintering,B7
14,orange,MSU,9.356,,8/29/2018,NA,9/9/2018,10,Apple,a10o14_18,Simulated Overwintering,D4
19,orange,OG,4.906,,8/29/2018,NA,9/9/2018,10,Apple,a10o19_18,Simulated Overwintering,C3
26,orange,OG,3.862,,8/29/2018,NA,9/9/2018,10,Apple,a10o26_18,Simulated Overwintering,G1
27,orange,Ferris,7.477,,8/29/2018,NA,9/9/2018,10,Apple,a10o27_18,Simulated Overwintering,F8
33,orange,MSU,6.826,,8/29/2018,NA,9/9/2018,10,Apple,a10o33_18,Simulated Overwintering,E3
41,orange,MSU,6.742,,8/29/2018,NA,9/9/2018,10,Apple,a10o41_18,Simulated Overwintering,E9
44,orange,MSU,6.674,,8/29/2018,NA,9/9/2018,10,Apple,a10o44_18,Simulated Overwintering,B5
45,orange,MSU,7.227,,8/29/2018,NA,9/9/2018,10,Apple,a10o45_18,Simulated Overwintering,E12
46,orange,Blank,NA,,8/29/2018,NA,9/9/2018,10,Apple,a10o46_18,,
47,orange,Blank,NA,14:36,8/29/2018,NA,9/9/2018,10,Apple,a10o47_18,,
