Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host,uniqueID,rando_assign,wellID
1,orange,OG,9.945,15:05,8/29/18,9/21/18,9/11/18,12,Apple,a12o1_18,RT eclosion,H11
2,orange,MSU,6.767,,8/29/18,9/21/18,9/11/18,12,Apple,a12o2_18,Simulated Overwintering,H12
3,orange,MSU,6.288,,8/29/18,9/21/18,9/11/18,12,Apple,a12o3_18,RT eclosion,H9
4,orange,OG,6.026,,8/29/18,9/21/18,9/11/18,12,Apple,a12o4_18,Simulated Overwintering,B3
5,orange,Ferris,4.288,,8/29/18,9/21/18,9/11/18,12,Apple,a12o5_18,Simulated Overwintering,D6
6,orange,OG,10.43,,8/29/18,9/21/18,9/11/18,12,Apple,a12o6_18,Simulated Overwintering,G2
7,orange,OG,5.851,,8/29/18,9/21/18,9/11/18,12,Apple,a12o7_18,Simulated Overwintering,H5
8,orange,MSU,6.295,,8/29/18,9/21/18,9/11/18,12,Apple,a12o8_18,genetic control,
9,orange,OG,7.622,,8/29/18,9/21/18,9/11/18,12,Apple,a12o9_18,genetic control,
10,orange,MSU,8.712,,8/29/18,9/21/18,9/11/18,12,Apple,a12o10_18,Simulated Overwintering,C9
11,orange,MSU,3.834,,8/29/18,9/21/18,9/11/18,12,Apple,a12o11_18,Simulated Overwintering,C7
12,orange,MSU,7.471,,8/29/18,9/21/18,9/11/18,12,Apple,a12o12_18,RT eclosion,C8
13,orange,MSU,9.628,,8/29/18,9/21/18,9/11/18,12,Apple,a12o13_18,Simulated Overwintering,B10
14,orange,OG,10.476,,8/29/18,9/21/18,9/11/18,12,Apple,a12o14_18,genetic control,
15,orange,OG,9.186,,8/29/18,9/21/18,9/11/18,12,Apple,a12o15_18,genetic control,
16,orange,OG,6.227,,8/29/18,9/21/18,9/11/18,12,Apple,a12o16_18,Simulated Overwintering,G10
17,orange,Ferris,6.706,,8/29/18,9/21/18,9/11/18,12,Apple,a12o17_18,Simulated Overwintering,B9
18,orange,MSU,9.009,,8/29/18,9/21/18,9/11/18,12,Apple,a12o18_18,Simulated Overwintering,A2
19,orange,MSU,7.736,,8/29/18,9/21/18,9/11/18,12,Apple,a12o19_18,Simulated Overwintering,E9
20,orange,OG,6.114,,8/29/18,9/21/18,9/11/18,12,Apple,a12o20_18,Simulated Overwintering,G6
21,orange,OG,8.219,,8/29/18,9/21/18,9/11/18,12,Apple,a12o21_18,RT eclosion,D6
22,orange,OG,8.39,,8/29/18,9/21/18,9/11/18,12,Apple,a12o22_18,genetic control,
23,orange,MSU,6.559,,8/29/18,9/21/18,9/11/18,12,Apple,a12o23_18,genetic control,
24,orange,OG,6.939,,8/29/18,9/21/18,9/11/18,12,Apple,a12o24_18,RT eclosion,H6
25,orange,MSU,4.885,,8/29/18,9/21/18,9/11/18,12,Apple,a12o25_18,Simulated Overwintering,C8
26,orange,OG,7.597,,8/29/18,9/21/18,9/11/18,12,Apple,a12o26_18,genetic control,
27,orange,OG,4.585,,8/29/18,9/21/18,9/11/18,12,Apple,a12o27_18,genetic control,
28,orange,MSU,7.591,,8/29/18,9/21/18,9/11/18,12,Apple,a12o28_18,genetic control,
29,orange,OG,8.382,,8/29/18,9/21/18,9/11/18,12,Apple,a12o29_18,genetic control,
30,orange,OG,6.734,,8/29/18,9/21/18,9/11/18,12,Apple,a12o30_18,genetic control,
31,orange,OG,6.301,,8/29/18,9/21/18,9/11/18,12,Apple,a12o31_18,genetic control,
32,orange,OG,4.106,,8/29/18,9/21/18,9/11/18,12,Apple,a12o32_18,RT eclosion,F6
33,orange,MSU,6.729,,8/29/18,9/21/18,9/11/18,12,Apple,a12o33_18,Simulated Overwintering,G11
34,orange,OG,9.718,,8/29/18,9/21/18,9/11/18,12,Apple,a12o34_18,Simulated Overwintering,C2
35,orange,OG,6.776,,8/29/18,9/21/18,9/11/18,12,Apple,a12o35_18,genetic control,
36,orange,OG,6.346,,8/29/18,9/21/18,9/11/18,12,Apple,a12o36_18,Simulated Overwintering,H7
37,orange,MSU,7.014,,8/29/18,9/21/18,9/11/18,12,Apple,a12o37_18,genetic control,
38,orange,OG,6.009,,8/29/18,9/21/18,9/11/18,12,Apple,a12o38_18,RT eclosion,B5
39,orange,OG,6.536,,8/29/18,9/21/18,9/11/18,12,Apple,a12o39_18,Simulated Overwintering,B6
40,orange,OG,4.827,,8/29/18,9/21/18,9/11/18,12,Apple,a12o40_18,RT eclosion,A11
41,orange,MSU,7.703,,8/29/18,9/21/18,9/11/18,12,Apple,a12o41_18,Simulated Overwintering,C10
42,orange,OG,3.864,,8/29/18,9/21/18,9/11/18,12,Apple,a12o42_18,Simulated Overwintering,G7
43,orange,OG,4.041,,8/29/18,9/21/18,9/11/18,12,Apple,a12o43_18,Simulated Overwintering,D3
44,orange,OG,5.596,,8/29/18,9/21/18,9/11/18,12,Apple,a12o44_18,Simulated Overwintering,D12
46,orange,Blank,NA,,8/29/18,9/21/18,9/11/18,12,Apple,,,
47,orange,Blank,NA,15:21,8/29/18,9/21/18,9/11/18,12,Apple,,,
1,white,MSU,8.547,14:55,8/29/18,9/21/18,9/11/18,12,Apple,a12w1_18,Simulated Overwintering,A1
2,white,Ferris,6.924,,8/29/18,9/21/18,9/11/18,12,Apple,a12w2_18,Simulated Overwintering,D11
3,white,MSU,5.209,,8/29/18,9/21/18,9/11/18,12,Apple,a12w3_18,Simulated Overwintering,E8
4,white,MSU,6.301,,8/29/18,9/21/18,9/11/18,12,Apple,a12w4_18,RT eclosion,F8
5,white,MSU,9.788,,8/29/18,9/21/18,9/11/18,12,Apple,a12w5_18,RT eclosion,F5
6,white,OG,6.85,,8/29/18,9/21/18,9/11/18,12,Apple,a12w6_18,RT eclosion,G9
7,white,OG,5.775,,8/29/18,9/21/18,9/11/18,12,Apple,a12w7_18,genetic control,
8,white,MSU,3.562,,8/29/18,9/21/18,9/11/18,12,Apple,a12w8_18,genetic control,
9,white,OG,5.144,,8/29/18,9/21/18,9/11/18,12,Apple,a12w9_18,Simulated Overwintering,B4
10,white,,5.12,,8/29/18,9/21/18,9/11/18,12,Apple,a12w10_18,Simulated Overwintering,G5
11,white,MSU,6.736,,8/29/18,9/21/18,9/11/18,12,Apple,a12w11_18,genetic control,
12,white,MSU,10.658,,8/29/18,9/21/18,9/11/18,12,Apple,a12w12_18,RT eclosion,E4
13,white,Ferris,6.982,,8/29/18,9/21/18,9/11/18,12,Apple,a12w13_18,RT eclosion,C11
14,white,OG,7.726,,8/29/18,9/21/18,9/11/18,12,Apple,a12w14_18,RT eclosion,E1
15,white,MSU,11.287,,8/29/18,9/21/18,9/11/18,12,Apple,a12w15_18,RT eclosion,C3
16,white,OG,4.548,,8/29/18,9/21/18,9/11/18,12,Apple,a12w16_18,Simulated Overwintering,G12
17,white,MSU,6.619,,8/29/18,9/21/18,9/11/18,12,Apple,a12w17_18,RT eclosion,C1
18,white,MSU,8.485,,8/29/18,9/21/18,9/11/18,12,Apple,a12w18_18,Simulated Overwintering,E7
19,white,OG,6.774,,8/29/18,9/21/18,9/11/18,12,Apple,a12w19_18,RT eclosion,A4
20,white,OG,3.557,,8/29/18,9/21/18,9/11/18,12,Apple,a12w20_18,Simulated Overwintering,C11
21,white,OG,9.332,,8/29/18,9/21/18,9/11/18,12,Apple,a12w21_18,RT eclosion,G12
22,white,Ferris,5.109,,8/29/18,9/21/18,9/11/18,12,Apple,a12w22_18,genetic control,
23,white,MSU,9.209,,8/29/18,9/21/18,9/11/18,12,Apple,a12w23_18,Simulated Overwintering,F6
24,white,MSU,6.59,,8/29/18,9/21/18,9/11/18,12,Apple,a12w24_18,RT eclosion,F4
25,white,MSU,9.207,,8/29/18,9/21/18,9/11/18,12,Apple,a12w25_18,Simulated Overwintering,D9
26,white,MSU,9.74,,8/29/18,9/21/18,9/11/18,12,Apple,a12w26_18,genetic control,
27,white,OG,7.04,,8/29/18,9/21/18,9/11/18,12,Apple,a12w27_18,RT eclosion,D8
28,white,MSU,5.22,,8/29/18,9/21/18,9/11/18,12,Apple,a12w28_18,Simulated Overwintering,F9
29,white,OG,4.647,,8/29/18,9/21/18,9/11/18,12,Apple,a12w29_18,genetic control,
30,white,OG,8.48,,8/29/18,9/21/18,9/11/18,12,Apple,a12w30_18,Simulated Overwintering,C1
31,white,OG,6.677,,8/29/18,9/21/18,9/11/18,12,Apple,a12w31_18,genetic control,
32,white,MSU,6.696,,8/29/18,9/21/18,9/11/18,12,Apple,a12w32_18,genetic control,
33,white,OG,9.285,,8/29/18,9/21/18,9/11/18,12,Apple,a12w33_18,genetic control,
34,white,OG,6.603,,8/29/18,9/21/18,9/11/18,12,Apple,a12w34_18,Simulated Overwintering,F5
35,white,OG,4.785,,8/29/18,9/21/18,9/11/18,12,Apple,a12w35_18,RT eclosion,G4
36,white,MSU,7.346,,8/29/18,9/21/18,9/11/18,12,Apple,a12w36_18,RT eclosion,A1
37,white,MSU,9.234,,8/29/18,9/21/18,9/11/18,12,Apple,a12w37_18,Simulated Overwintering,G3
38,white,OG,7.44,,8/29/18,9/21/18,9/11/18,12,Apple,a12w38_18,Simulated Overwintering,H10
39,white,OG,4.755,,8/29/18,9/21/18,9/11/18,12,Apple,a12w39_18,RT eclosion,C9
40,white,MSU,3.321,,8/29/18,9/21/18,9/11/18,12,Apple,a12w40_18,genetic control,
41,white,OG,10.072,,8/29/18,9/21/18,9/11/18,12,Apple,a12w41_18,genetic control,
42,white,OG,7.777,,8/29/18,9/21/18,9/11/18,12,Apple,a12w42_18,Simulated Overwintering,E3
43,white,MSU,6.66,,8/29/18,9/21/18,9/11/18,12,Apple,a12w43_18,Simulated Overwintering,A6
44,white,OG,7.269,,8/29/18,9/21/18,9/11/18,12,Apple,a12w44_18,RT eclosion,E5
45,white,OG,10.558,,8/29/18,9/21/18,9/11/18,12,Apple,a12w45_18,Simulated Overwintering,G8
46,white,Blank,NA,,8/29/18,9/21/18,9/11/18,12,Apple,,,
47,white,Blank,NA,15:04,8/29/18,9/21/18,9/11/18,12,Apple,,,
