Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host
43,orange,MSU,9.589,,2018-09-16,2018-10-02,2018-09-22,2,Haw
44,orange,MSU,7.514,,2018-09-16,2018-10-02,2018-09-22,2,Haw
45,orange,MSU,6.798,,2018-09-16,2018-10-02,2018-09-22,2,Haw
46,orange,Blank,,,2018-09-16,2018-10-02,2018-09-22,2,Haw
47,orange,Blank,,16:38,2018-09-16,2018-10-02,2018-09-22,2,Haw
1,white,MSU,13.917,16:38,2018-09-16,2018-10-02,2018-09-22,2,Haw
2,white,MSU,9.073,,2018-09-16,2018-10-02,2018-09-22,2,Haw
3,white,MSU,11.332,,2018-09-16,2018-10-02,2018-09-22,2,Haw
4,white,MSU,8.629,,2018-09-16,2018-10-02,2018-09-22,2,Haw
5,white,MSU,5.966,,2018-09-16,2018-10-02,2018-09-22,2,Haw
6,white,MSU,7.558,,2018-09-16,2018-10-02,2018-09-22,2,Haw
7,white,MSU,11.357,,2018-09-16,2018-10-02,2018-09-22,2,Haw
8,white,MSU,12.258,,2018-09-16,2018-10-02,2018-09-22,2,Haw
9,white,MSU,11.399,,2018-09-16,2018-10-02,2018-09-22,2,Haw
10,white,MSU,10.86,,2018-09-16,2018-10-02,2018-09-22,2,Haw
11,white,MSU,6.422,,2018-09-16,2018-10-02,2018-09-22,2,Haw
12,white,MSU,6.83,,2018-09-16,2018-10-02,2018-09-22,2,Haw
13,white,MSU,8.418,,2018-09-16,2018-10-02,2018-09-22,2,Haw
14,white,MSU,10.134,,2018-09-16,2018-10-02,2018-09-22,2,Haw
15,white,MSU,8.211,,2018-09-16,2018-10-02,2018-09-22,2,Haw
16,white,MSU,5.34,,2018-09-16,2018-10-02,2018-09-22,2,Haw
17,white,MSU,6.477,,2018-09-16,2018-10-02,2018-09-22,2,Haw
18,white,MSU,8.077,,2018-09-16,2018-10-02,2018-09-22,2,Haw
19,white,MSU,9.282,,2018-09-16,2018-10-02,2018-09-22,2,Haw
20,white,MSU,9.496,,2018-09-16,2018-10-02,2018-09-22,2,Haw
21,white,MSU,10.457,,2018-09-16,2018-10-02,2018-09-22,2,Haw
22,white,MSU,8.475,,2018-09-16,2018-10-02,2018-09-22,2,Haw
23,white,MSU,6.922,,2018-09-16,2018-10-02,2018-09-22,2,Haw
24,white,MSU,9.641,,2018-09-16,2018-10-02,2018-09-22,2,Haw
25,white,MSU,4.247,,2018-09-16,2018-10-02,2018-09-22,2,Haw
26,white,MSU,6.314,,2018-09-16,2018-10-02,2018-09-22,2,Haw
27,white,MSU,7.451,,2018-09-16,2018-10-02,2018-09-22,2,Haw
28,white,MSU,4.794,,2018-09-16,2018-10-02,2018-09-22,2,Haw
29,white,MSU,7.199,,2018-09-16,2018-10-02,2018-09-22,2,Haw
30,white,MSU,9.056,,2018-09-16,2018-10-02,2018-09-22,2,Haw
31,white,MSU,8.978,,2018-09-16,2018-10-02,2018-09-22,2,Haw
32,white,MSU,11.093,,2018-09-16,2018-10-02,2018-09-22,2,Haw
33,white,MSU,8.93,,2018-09-16,2018-10-02,2018-09-22,2,Haw
34,white,MSU,10.062,,2018-09-16,2018-10-02,2018-09-22,2,Haw
35,white,MSU,10.191,,2018-09-16,2018-10-02,2018-09-22,2,Haw
36,white,MSU,7.639,,2018-09-16,2018-10-02,2018-09-22,2,Haw
37,white,MSU,9.722,,2018-09-16,2018-10-02,2018-09-22,2,Haw
38,white,MSU,11.29,,2018-09-16,2018-10-02,2018-09-22,2,Haw
39,white,MSU,4.452,,2018-09-16,2018-10-02,2018-09-22,2,Haw
40,white,MSU,6.748,,2018-09-16,2018-10-02,2018-09-22,2,Haw
41,white,MSU,6.783,,2018-09-16,2018-10-02,2018-09-22,2,Haw
42,white,MSU,6.712,,2018-09-16,2018-10-02,2018-09-22,2,Haw
43,white,MSU,6.981,,2018-09-16,2018-10-02,2018-09-22,2,Haw
44,white,MSU,9.536,,2018-09-16,2018-10-02,2018-09-22,2,Haw
45,white,MSU,7.991,,2018-09-16,2018-10-02,2018-09-22,2,Haw
46,white,Blank,,,2018-09-16,2018-10-02,2018-09-22,2,Haw
47,white,Blank,,16:48,2018-09-16,2018-10-02,2018-09-22,2,Haw
