Ind_ID,tape,Site_name,mass_day10,purge_time_1,collection_date,day10,cohort_date,cohort_day,Host
1,orange,MSU,11.408,16:27,2018-09-16,2018-10-02,2018-09-22,2,Haw
2,orange,MSU,7.507,,2018-09-16,2018-10-02,2018-09-22,2,Haw
3,orange,MSU,6.18,,2018-09-16,2018-10-02,2018-09-22,2,Haw
4,orange,MSU,6.611,,2018-09-16,2018-10-02,2018-09-22,2,Haw
5,orange,MSU,6.071,,2018-09-16,2018-10-02,2018-09-22,2,Haw
6,orange,MSU,6.766,,2018-09-16,2018-10-02,2018-09-22,2,Haw
7,orange,MSU,6.91,,2018-09-16,2018-10-02,2018-09-22,2,Haw
8,orange,MSU,6.976,,2018-09-16,2018-10-02,2018-09-22,2,Haw
9,orange,MSU,10.78,,2018-09-16,2018-10-02,2018-09-22,2,Haw
10,orange,MSU,7.329,,2018-09-16,2018-10-02,2018-09-22,2,Haw
11,orange,MSU,7.157,,2018-09-16,2018-10-02,2018-09-22,2,Haw
12,orange,MSU,6.374,,2018-09-16,2018-10-02,2018-09-22,2,Haw
13,orange,MSU,8.487,,2018-09-16,2018-10-02,2018-09-22,2,Haw
14,orange,MSU,5.816,,2018-09-16,2018-10-02,2018-09-22,2,Haw
15,orange,MSU,11.185,,2018-09-16,2018-10-02,2018-09-22,2,Haw
16,orange,MSU,7.839,,2018-09-16,2018-10-02,2018-09-22,2,Haw
17,orange,MSU,7.949,,2018-09-16,2018-10-02,2018-09-22,2,Haw
18,orange,MSU,6.971,,2018-09-16,2018-10-02,2018-09-22,2,Haw
19,orange,MSU,6.584,,2018-09-16,2018-10-02,2018-09-22,2,Haw
20,orange,MSU,6.311,,2018-09-16,2018-10-02,2018-09-22,2,Haw
21,orange,MSU,9.65,,2018-09-16,2018-10-02,2018-09-22,2,Haw
22,orange,MSU,7.034,,2018-09-16,2018-10-02,2018-09-22,2,Haw
23,orange,MSU,8.275,,2018-09-16,2018-10-02,2018-09-22,2,Haw
24,orange,MSU,5.168,,2018-09-16,2018-10-02,2018-09-22,2,Haw
25,orange,MSU,6.106,,2018-09-16,2018-10-02,2018-09-22,2,Haw
26,orange,MSU,10.843,,2018-09-16,2018-10-02,2018-09-22,2,Haw
27,orange,MSU,10.575,,2018-09-16,2018-10-02,2018-09-22,2,Haw
28,orange,MSU,6.998,,2018-09-16,2018-10-02,2018-09-22,2,Haw
29,orange,MSU,8.174,,2018-09-16,2018-10-02,2018-09-22,2,Haw
30,orange,MSU,9.369,,2018-09-16,2018-10-02,2018-09-22,2,Haw
31,orange,MSU,7.464,,2018-09-16,2018-10-02,2018-09-22,2,Haw
32,orange,MSU,5.759,,2018-09-16,2018-10-02,2018-09-22,2,Haw
33,orange,MSU,6.877,,2018-09-16,2018-10-02,2018-09-22,2,Haw
34,orange,MSU,7.727,,2018-09-16,2018-10-02,2018-09-22,2,Haw
35,orange,MSU,5.772,,2018-09-16,2018-10-02,2018-09-22,2,Haw
36,orange,MSU,6.847,,2018-09-16,2018-10-02,2018-09-22,2,Haw
37,orange,MSU,6.491,,2018-09-16,2018-10-02,2018-09-22,2,Haw
38,orange,MSU,6.462,,2018-09-16,2018-10-02,2018-09-22,2,Haw
39,orange,MSU,10.78,,2018-09-16,2018-10-02,2018-09-22,2,Haw
40,orange,MSU,7.085,,2018-09-16,2018-10-02,2018-09-22,2,Haw
41,orange,MSU,6.315,,2018-09-16,2018-10-02,2018-09-22,2,Haw
42,orange,MSU,5.918,,2018-09-16,2018-10-02,2018-09-22,2,Haw
