starttime_VCO2_6262_1,area_VCO2_6262_1,n,licor,ind_id,tape
10:07:32,9.53E-02,1,7000,1,blue
10:09:14,4.19E-02,2,7000,2,blue
10:10:34,8.36E-02,3,7000,3,blue
10:11:55,8.14E-02,4,7000,4,blue
10:13:17,8.20E-02,5,7000,5,blue
10:14:34,0.0592699,6,7000,6,blue
10:15:52,0.3942057,7,7000,7,blue
10:17:16,0.279146,8,7000,8,blue
10:18:38,0.3217047,9,7000,9,blue
10:20:02,7.63E-02,10,7000,10,blue
10:21:37,0.7663071,11,7000,11,blue
10:23:05,0.0737986,12,7000,12,blue
10:24:31,6.18E-02,13,7000,13,blue
10:25:44,7.78E-02,14,7000,14,blue
10:26:54,5.74E-02,15,7000,15,blue
10:28:08,0.5622371,16,7000,16,blue
10:29:22,1.173105,17,7000,17,blue
10:30:45,0.1047102,18,7000,18,blue
10:32:08,5.49E-02,19,7000,19,blue
10:34:24,8.84E-02,20,7000,20,blue
10:35:42,7.74E-02,21,7000,21,blue
10:37:32,0.2702661,22,7000,22,blue
10:38:53,0.3958034,23,7000,23,blue
10:40:12,6.71E-02,24,7000,24,blue
10:41:31,6.75E-02,25,7000,25,blue
10:42:52,0.7325521,26,7000,26,blue
10:44:11,6.14E-02,27,7000,27,blue
10:45:30,0.1050209,28,7000,28,blue
10:46:44,0.1465307,29,7000,29,blue
10:47:57,0.5376221,30,7000,30,blue
10:49:26,0.0121097,31,7000,31,blue
10:50:19,9.73E-03,32,7000,32,blue
10:07:32,0.1811288,1,6262,1,white
10:09:14,0.1420307,2,6262,2,white
10:10:34,0.1813466,3,6262,3,white
10:11:55,0.1916566,4,6262,4,white
10:13:17,0.1501593,5,6262,5,white
10:14:34,0.1111422,6,6262,6,white
10:15:52,0.1186197,7,6262,7,white
10:17:16,0.1410967,8,6262,8,white
10:18:38,0.6093726,9,6262,9,white
10:20:02,1.326942,10,6262,10,white
10:21:37,0.7196211,11,6262,11,white
10:23:05,0.5799341,12,6262,12,white
10:24:31,0.1456821,13,6262,13,white
10:25:44,8.34E-02,14,6262,14,white
10:26:54,0.1474685,15,6262,15,white
10:28:08,0.125872,16,6262,16,white
10:29:22,0.1959377,17,6262,17,white
10:30:45,9.65E-02,18,6262,18,white
10:32:08,0.3765869,19,6262,19,white
10:34:24,0.1195429,20,6262,20,white
10:35:42,0.632902,21,6262,21,white
10:37:32,0.1344806,22,6262,22,white
10:38:53,0.1892786,23,6262,23,white
10:40:12,0.6028256,24,6262,24,white
10:41:31,0.1151815,25,6262,25,white
10:42:52,0.104641,26,6262,26,white
10:44:11,6.17E-02,27,6262,27,white
10:45:30,0.0959175,28,6262,28,white
10:46:44,0.2113331,29,6262,29,white
10:47:57,1.179905,30,6262,30,white
10:49:26,2.33E-02,31,6262,31,white
10:50:19,0.0194338,32,6262,32,white
