Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host,rando_assign,uniqueID
2,red,Grant,8.738,,9/15/17,9/5/17,13,Apple,genetic control,13r2
4,red,Grant,7.931,,9/15/17,9/5/17,13,Apple,genetic control,13r4
6,red,Grant,6.301,,9/15/17,9/5/17,13,Apple,genetic control,13r6
10,red,MSU,8.788,,9/15/17,9/5/17,13,Apple,genetic control,13r10
14,red,Grant,6.788,,9/15/17,9/5/17,13,Apple,genetic control,13r14
16,red,Ferris,5.201,,9/15/17,9/5/17,13,Apple,genetic control,13r16
22,red,Grant,9.116,,9/15/17,9/5/17,13,Apple,genetic control,13r22
25,red,Milford,11.519,,9/15/17,9/5/17,13,Haw,genetic control,13r25
33,red,Grant,8.36,,9/15/17,9/5/17,13,Apple,genetic control,13r33
34,red,Ferris,7.05,,9/15/17,9/5/17,13,Apple,genetic control,13r34
35,red,Grant,10.354,,9/15/17,9/5/17,13,Apple,genetic control,13r35
37,red,Grant,5.759,,9/15/17,9/5/17,13,Apple,genetic control,13r37
38,red,Milford,11.825,,9/15/17,9/5/17,13,Haw,genetic control,13r38
43,red,Grant,6.174,,9/15/17,9/5/17,13,Apple,genetic control,13r43
51,red,MSU,9.475,,9/15/17,9/5/17,13,Apple,genetic control,13r51
53,red,Ferris,5.641,,9/15/17,9/5/17,13,Apple,genetic control,13r53
57,red,MSU,6.736,,9/15/17,9/5/17,13,Apple,genetic control,13r57
58,red,Grant,5.193,,9/15/17,9/5/17,13,Apple,genetic control,13r58
60,red,Ferris,8.23,,9/15/17,9/5/17,13,Apple,genetic control,13r60
62,red,Grant,6.029,,9/15/17,9/5/17,13,Apple,genetic control,13r62
64,red,Ferris,9.758,,9/15/17,9/5/17,13,Apple,genetic control,13r64
67,red,Milford,7.26,,9/15/17,9/5/17,13,Haw,genetic control,13r67
71,red,Grant,6.265,,9/15/17,9/5/17,13,Apple,genetic control,13r71
76,red,Grant,4.576,,9/15/17,9/5/17,13,Apple,genetic control,13r76
1,orange,Ferris,5.399,,9/15/17,9/5/17,13,Apple,genetic control,13o1
2,orange,Grant,9.049,,9/15/17,9/5/17,13,Apple,genetic control,13o2
5,orange,Grant,10.695,,9/15/17,9/5/17,13,Apple,genetic control,13o5
13,orange,Grant,4.039,,9/15/17,9/5/17,13,Apple,genetic control,13o13
15,orange,Grant,5.82,,9/15/17,9/5/17,13,Apple,genetic control,13o15
19,orange,Ferris,5.697,,9/15/17,9/5/17,13,Apple,genetic control,13o19
20,orange,Grant,6.544,,9/15/17,9/5/17,13,Apple,genetic control,13o20
21,orange,Ferris,4.336,,9/15/17,9/5/17,13,Apple,genetic control,13o21
22,orange,MSU,6.992,,9/15/17,9/5/17,13,Apple,genetic control,13o22
24,orange,Grant,3.216,,9/15/17,9/5/17,13,Apple,genetic control,13o24
33,orange,MSU,10.024,,9/15/17,9/5/17,13,Apple,genetic control,13o33
35,orange,Grant,6.938,,9/15/17,9/5/17,13,Apple,genetic control,13o35
37,orange,Grant,4.557,,9/15/17,9/5/17,13,Apple,genetic control,13o37
38,orange,Grant,9.628,,9/15/17,9/5/17,13,Apple,genetic control,13o38
41,orange,Grant,4.689,,9/15/17,9/5/17,13,Apple,genetic control,13o41
43,orange,Grant,8.71,,9/15/17,9/5/17,13,Apple,genetic control,13o43
44,orange,Ferris,7.116,,9/15/17,9/5/17,13,Apple,genetic control,13o44
48,orange,Grant,6.079,,9/15/17,9/5/17,13,Apple,genetic control,13o48
51,orange,Milford,8.275,,9/15/17,9/5/17,13,Haw,genetic control,13o51
54,orange,Ferris,7.762,,9/15/17,9/5/17,13,Apple,genetic control,13o54
56,orange,Grant,6.715,,9/15/17,9/5/17,13,Apple,genetic control,13o56
57,orange,Ferris,4.239,,9/15/17,9/5/17,13,Apple,genetic control,13o57
62,orange,Grant,5.799,,9/15/17,9/5/17,13,Apple,genetic control,13o62
65,orange,Grant,8.053,,9/15/17,9/5/17,13,Apple,genetic control,13o65
72,orange,Ferris,8.541,,9/15/17,9/5/17,13,Apple,genetic control,13o72
73,orange,Grant,9.311,,9/15/17,9/5/17,13,Apple,genetic control,13o73
