Ind_ID,tape,Site_name,mass_day10,purge_time_1,purge1,day10,cohort_date,cohort_day,Host
1,white,Ferris,9.852,15:14,,2017-10-10,2017-09-30,9,Haw
2,white,Ferris,8.252,,,2017-10-10,2017-09-30,9,Haw
3,white,Ferris,8.124,,,2017-10-10,2017-09-30,9,Haw
4,white,Ferris,9.638,,,2017-10-10,2017-09-30,9,Haw
1,orange,Ferris,11.486,15:12,,2017-10-10,2017-09-30,9,Haw
2,orange,Ferris,7.897,,,2017-10-10,2017-09-30,9,Haw
3,orange,Ferris,11.602,,,2017-10-10,2017-09-30,9,Haw
4,orange,Ferris,7.794,,,2017-10-10,2017-09-30,9,Haw
