Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host,rando_assign,uniqueID
1,red,Milford,8.097,13:22,9/15/17,9/5/17,13,Haw,RT eclosion,13r1
8,red,Grant,5.948,,9/15/17,9/5/17,13,Apple,RT eclosion,13r8
11,red,Grant,3.743,,9/15/17,9/5/17,13,Apple,RT eclosion,13r11
13,red,Grant,5.174,,9/15/17,9/5/17,13,Apple,RT eclosion,13r13
15,red,Grant,5.388,,9/15/17,9/5/17,13,Apple,RT eclosion,13r15
17,red,Ferris,8.878,,9/15/17,9/5/17,13,Apple,RT eclosion,13r17
26,red,Milford,11.27,14:42,9/15/17,9/5/17,13,Haw,RT eclosion,13r26
28,red,Ferris,10.071,,9/15/17,9/5/17,13,Apple,RT eclosion,13r28
32,red,Ferris,6.168,,9/15/17,9/5/17,13,Apple,RT eclosion,13r32
39,red,Grant,9.559,,9/15/17,9/5/17,13,Apple,RT eclosion,13r39
42,red,Grant,8.918,,9/15/17,9/5/17,13,Apple,RT eclosion,13r42
44,red,Ferris,6.098,,9/15/17,9/5/17,13,Apple,RT eclosion,13r44
52,red,Grant,6.223,,9/15/17,9/5/17,13,Apple,RT eclosion,13r52
54,red,Grant,6.602,,9/15/17,9/5/17,13,Apple,RT eclosion,13r54
56,red,Grant,4.961,,9/15/17,9/5/17,13,Apple,RT eclosion,13r56
69,red,Grant,9.712,,9/15/17,9/5/17,13,Apple,RT eclosion,13r69
74,red,Grant,6.747,,9/15/17,9/5/17,13,Apple,RT eclosion,13r74
75,red,Grant,8.029,,9/15/17,9/5/17,13,Apple,RT eclosion,13r75
4,orange,Ferris,6.99,,9/15/17,9/5/17,13,Apple,RT eclosion,13o4
8,orange,Grant,6.47,,9/15/17,9/5/17,13,Apple,RT eclosion,13o8
10,orange,Grant,8.747,,9/15/17,9/5/17,13,Apple,RT eclosion,13o10
11,orange,Grant,6.49,,9/15/17,9/5/17,13,Apple,RT eclosion,13o11
12,orange,Ferris,5.145,,9/15/17,9/5/17,13,Apple,RT eclosion,13o12
16,orange,Ferris,8.522,,9/15/17,9/5/17,13,Apple,RT eclosion,13o16
25,orange,Ferris,4.065,,9/15/17,9/5/17,13,Apple,RT eclosion,13o25
26,orange,Ferris,7.816,,9/15/17,9/5/17,13,Apple,RT eclosion,13o26
27,orange,Grant,6.91,,9/15/17,9/5/17,13,Apple,RT eclosion,13o27
28,orange,Milford,10.525,,9/15/17,9/5/17,13,Haw,RT eclosion,13o28
29,orange,Grant,10.42,,9/15/17,9/5/17,13,Apple,RT eclosion,13o29
31,orange,Milford,11.582,,9/15/17,9/5/17,13,Haw,RT eclosion,13o31
36,orange,Ferris,8.472,,9/15/17,9/5/17,13,Apple,RT eclosion,13o36
39,orange,Grant,6.964,,9/15/17,9/5/17,13,Apple,RT eclosion,13o39
40,orange,MSU,9.342,,9/15/17,9/5/17,13,Apple,RT eclosion,13o40
42,orange,Ferris,6.987,,9/15/17,9/5/17,13,Apple,RT eclosion,13o42
45,orange,Grant,6.883,,9/15/17,9/5/17,13,Apple,RT eclosion,13o45
46,orange,Ferris,9.083,,9/15/17,9/5/17,13,Apple,RT eclosion,13o46
47,orange,Grant,8.997,,9/15/17,9/5/17,13,Apple,RT eclosion,13o47
50,orange,Ferris,7.919,,9/15/17,9/5/17,13,Apple,RT eclosion,13o50
52,orange,Grant,7.582,,9/15/17,9/5/17,13,Apple,RT eclosion,13o52
53,orange,Grant,8.477,,9/15/17,9/5/17,13,Apple,RT eclosion,13o53
55,orange,Grant,6.036,,9/15/17,9/5/17,13,Apple,RT eclosion,13o55
60,orange,Ferris,5.574,,9/15/17,9/5/17,13,Apple,RT eclosion,13o60
67,orange,Grant,9.358,,9/15/17,9/5/17,13,Apple,RT eclosion,13o67
68,orange,Grant,7.654,,9/15/17,9/5/17,13,Apple,RT eclosion,13o68
71,orange,Grant,6.906,,9/15/17,9/5/17,13,Apple,RT eclosion,13o71
74,orange,Milford,9.355,,9/15/17,9/5/17,13,Haw,RT eclosion,13o74
77,orange,Ferris,10.108,,9/15/17,9/5/17,13,Apple,RT eclosion,13o77
