Ind_ID,tape,Site_name,mass_day10,purge_time_1,day10,cohort_date,cohort_day,Host,Li-cor_1
1,white,Ferris,5.825,18:59,2017-09-12,2017-09-02,10,Apple,7000
2,white,Milford,8.824,,2017-09-12,2017-09-02,10,Apple,7000
3,white,Grant,5.974,,2017-09-12,2017-09-02,10,Apple,7000
4,white,Ferris,5.436,,2017-09-12,2017-09-02,10,Apple,7000
5,white,Ferris,10.217,,2017-09-12,2017-09-02,10,Apple,7000
6,white,Grant,9.271,,2017-09-12,2017-09-02,10,Apple,7000
7,white,Ferris,11.08,,2017-09-12,2017-09-02,10,Apple,7000
8,white,Grant,8.305,,2017-09-12,2017-09-02,10,Apple,7000
9,white,Grant,6.672,,2017-09-12,2017-09-02,10,Apple,7000
10,white,Ferris,5.729,,2017-09-12,2017-09-02,10,Apple,7000
11,white,Grant,7.398,,2017-09-12,2017-09-02,10,Apple,7000
12,white,Ferris,5.436,,2017-09-12,2017-09-02,10,Apple,7000
13,white,Ferris,7.757,,2017-09-12,2017-09-02,10,Apple,7000
14,white,Ferris,6.491,,2017-09-12,2017-09-02,10,Apple,7000
15,white,Ferris,8.046,,2017-09-12,2017-09-02,10,Apple,7000
16,white,Grant,9.538,,2017-09-12,2017-09-02,10,Apple,7000
17,white,Milford,11.049,,2017-09-12,2017-09-02,10,Haw,7000
18,white,Grant,6.876,,2017-09-12,2017-09-02,10,Apple,7000
19,white,Grant,8.051,,2017-09-12,2017-09-02,10,Apple,7000
20,white,Ferris,5.784,,2017-09-12,2017-09-02,10,Apple,7000
21,white,Grant,10.787,,2017-09-12,2017-09-02,10,Apple,7000
22,white,Grant,6.729,,2017-09-12,2017-09-02,10,Apple,7000
23,white,Grant,6.189,,2017-09-12,2017-09-02,10,Apple,7000
24,white,Grant,4.855,,2017-09-12,2017-09-02,10,Apple,7000
25,white,Grant,4.999,,2017-09-12,2017-09-02,10,Apple,7000
26,white,Ferris,4.807,,2017-09-12,2017-09-02,10,Apple,7000
27,white,Grant,7.202,,2017-09-12,2017-09-02,10,Apple,7000
28,white,Ferris,5.534,,2017-09-12,2017-09-02,10,Apple,7000
29,white,Grant,7.289,,2017-09-12,2017-09-02,10,Apple,7000
30,white,Milford,12.612,,2017-09-12,2017-09-02,10,Haw,7000
31,white,Ferris,4.321,,2017-09-12,2017-09-02,10,Apple,7000
32,white,Milford,11.546,,2017-09-12,2017-09-02,10,Haw,7000
33,white,Grant,9.52,,2017-09-12,2017-09-02,10,Apple,7000
34,white,Ferris,7.676,,2017-09-12,2017-09-02,10,Apple,7000
35,white,Grant,4.798,,2017-09-12,2017-09-02,10,Apple,7000
36,white,Grant,3.421,,2017-09-12,2017-09-02,10,Apple,7000
37,white,Milford,8.564,,2017-09-12,2017-09-02,10,Haw,7000
38,white,Grant,9.841,,2017-09-12,2017-09-02,10,Apple,7000
39,white,Milford,8.241,,2017-09-12,2017-09-02,10,Haw,7000
40,white,Ferris,7.035,,2017-09-12,2017-09-02,10,Apple,7000
41,white,Ferris,6.44,,2017-09-12,2017-09-02,10,Apple,7000
42,white,Ferris,8.138,,2017-09-12,2017-09-02,10,Apple,7000
43,white,Ferris,9.133,,2017-09-12,2017-09-02,10,Apple,7000
44,white,Ferris,7.573,,2017-09-12,2017-09-02,10,Apple,7000
