starttime_VCO2_6262_1,area_VCO2_6262_1,n,licor,tape color
4:04:09,6.33E-02,24,7000,blue
4:05:23,3.26E-02,25,7000,blue
4:06:22,6.80E-02,26,7000,blue
4:07:26,3.76E-02,27,7000,blue
4:08:43,0.2293914,28,7000,blue
4:09:55,0.0387057,29,7000,blue
4:11:07,6.28E-02,30,7000,blue
4:12:28,3.60E-02,31,7000,blue
4:13:37,7.87E-02,32,7000,blue
4:14:56,0.0260461,33,7000,blue
4:16:01,3.83E-02,34,7000,blue
4:17:04,0.2657077,35,7000,blue
4:18:12,3.26E-02,36,7000,blue
4:19:17,5.09E-02,37,7000,blue
4:20:21,0.4372332,38,7000,blue
4:22:17,5.24E-02,39,7000,blue
4:23:25,0.4027236,40,7000,blue
4:24:39,0.4184471,41,7000,blue
4:25:59,5.68E-02,42,7000,blue
4:27:20,3.33E-02,43,7000,blue
4:28:24,5.61E-02,44,7000,blue
4:29:41,4.93E-02,45,7000,blue
4:30:52,3.52E-03,46,7000,blue
4:31:47,-1.63E-03,47,7000,blue
4:04:09,0.6732696,24,6262,white
4:05:23,0.0522111,25,6262,white
4:06:22,0.1059191,26,6262,white
4:07:26,0.8785597,27,6262,white
4:08:43,7.78E-02,28,6262,white
4:09:55,5.42E-02,29,6262,white
4:11:07,0.8531651,30,6262,white
4:12:28,9.76E-02,31,6262,white
4:13:37,0.8143583,32,6262,white
4:14:56,6.93E-02,33,6262,white
4:16:01,5.24E-02,34,6262,white
4:17:04,6.43E-02,35,6262,white
4:18:12,9.05E-02,36,6262,white
4:19:17,0.100104,37,6262,white
4:20:21,0.838631,38,6262,white
4:22:17,8.79E-02,39,6262,white
4:23:25,4.63E-02,40,6262,white
4:24:39,0.7380511,41,6262,white
4:25:59,0.1563756,42,6262,white
4:27:20,0.1203382,43,6262,white
4:28:24,0.1150355,44,6262,white
4:29:41,8.51E-02,45,6262,white
4:30:52,1.21E-02,46,6262,white
4:31:47,1.66E-02,47,6262,white
