starttime_VCO2_6262_1,area_VCO2_6262_1,n,licor,tape color
8:03:24,0.0356813,26,7000,blue
8:04:25,0.3432699,27,7000,blue
8:05:44,6.50E-02,28,7000,blue
8:06:48,5.46E-02,29,7000,blue
8:08:11,0.4082147,30,7000,blue
8:09:25,0.4030266,31,7000,blue
8:10:40,4.86E-02,32,7000,blue
8:11:41,5.02E-02,33,7000,blue
8:12:46,9.92E-02,34,7000,blue
8:14:00,6.87E-02,35,7000,blue
8:15:27,0.3989695,36,7000,blue
8:16:41,3.87E-02,37,7000,blue
8:18:06,3.38E-02,38,7000,blue
8:19:07,0.0328435,39,7000,blue
8:20:42,1.070401,40,7000,blue
8:22:04,7.92E-02,41,7000,blue
8:23:05,0.0890521,42,7000,blue
8:24:08,3.30E-02,43,7000,blue
8:25:19,8.47E-02,44,7000,blue
8:26:37,0.7380091,45,7000,blue
8:27:57,6.59E-03,46,7000,blue
8:28:52,7.85E-03,47,7000,blue
8:03:24,1.87E-02,26,7000,white
8:04:25,0.8458353,27,7000,white
8:05:44,8.02E-02,28,7000,white
8:06:48,0.5879574,29,7000,white
8:08:11,6.91E-02,30,7000,white
8:09:25,0.2077051,31,7000,white
8:10:40,1.47E-02,32,7000,white
8:11:41,6.40E-02,33,7000,white
8:12:46,0.2707616,34,7000,white
8:14:00,0.6560054,35,7000,white
8:15:27,0.0731618,36,7000,white
8:16:41,0.6587324,37,7000,white
8:18:06,0.0740357,38,7000,white
8:19:07,0.6464507,39,7000,white
8:20:42,0.1507804,40,7000,white
8:22:04,1.59E-02,41,7000,white
8:23:05,7.64E-02,42,7000,white
8:24:08,7.39E-02,43,7000,white
8:25:19,0.6932545,44,7000,white
8:26:37,9.26E-02,45,7000,white
8:27:57,0.0112941,46,7000,white
8:28:52,1.42E-02,47,7000,white
