starttime_VCO2_6262_1,area_VCO2_6262_1
10:13:48,.1751713
10:16:22,.1126481
10:18:10,1.05896
10:19:38,.1588602
10:21:23,8.571962E-02
10:22:55,7.675864E-02
10:24:36,.1167377
10:25:57,.1655769
10:27:35,.2679829
10:28:53,9.322817E-02
10:30:09,.6850266
10:31:42,1.544227E-02
10:32:53,.7453037
10:34:13,7.326005E-02
10:35:27,.0121153
10:36:50,5.521745E-02
10:38:09,6.430722E-02
10:39:32,6.606106E-02
10:41:16,4.256956E-02
10:42:34,.1327587
10:44:12,.0634311
10:45:36,8.440272E-02
10:47:14,7.261269E-02
10:49:15,6.303338E-02
10:51:07,.0712966
10:52:44,8.526627E-02
10:54:19,.1401057
10:55:49,1.653794E-02
10:57:20,.7669558
10:58:57,.7240927
11:00:29,.1596853
11:02:02,8.438818E-02
11:03:27,7.962871E-02
11:04:48,.2847212
11:06:33,.8123094
11:08:19,.224742
11:10:19,.1253869
11:12:00,8.280516E-02
11:13:23,1.051981E-02
11:15:21,7.493269E-02
11:17:22,9.465846E-03
11:19:14,8.261852E-04
11:20:43,4.520817E-04
11:22:05,2.339284E-03
11:23:47,2.866331E-03
11:25:34,2.780978E-03
11:27:24,3.222593E-03
11:29:25,2.155293E-03
10:13:48,.1432514
10:16:22,.170235
10:18:10,.1076286
10:19:38,1.38739
10:21:23,.1182286
10:22:55,1.468912
10:24:36,.1601623
10:25:57,1.432883
10:27:35,8.091834E-02
10:28:53,6.420022E-02
10:30:09,1.245373
10:31:42,.0299408
10:32:53,7.477918E-02
10:34:13,.1269034
10:35:27,.4466424
10:36:50,.1190253
10:38:09,6.771559E-02
10:39:32,1.019583
10:41:16,.0745661
10:42:34,1.211225
10:44:12,.2775775
10:45:36,9.848151E-02
10:47:14,1.557436
10:49:15,8.961447E-02
10:51:07,9.039968E-02
10:52:44,.1716643
10:54:19,8.570722E-02
10:55:49,8.367886E-02
10:57:20,9.398989E-02
10:58:57,.0875574
11:00:29,.2100458
11:02:02,.1083471
11:03:27,7.831182E-02
11:04:48,.2617916
11:06:33,.1402832
11:08:19,1.814069
11:10:19,.1573756
11:12:00,.0933665
11:13:23,1.039968
11:15:21,1.333105
11:17:22,.9213194
11:19:14,9.034972E-02
11:20:43,.0159322
11:22:05,.1979153
11:23:47,.2292337
11:25:34,.8110539
11:27:24,1.592162
11:29:25,1.480847E-02
