starttime_VCO2_6262_1,area_VCO2_6262_1,n,licor,tape
10:39:14,9.17E-02,1,7000,blue
10:40:57,1.060641,2,7000,blue
10:42:30,9.51E-02,3,7000,blue
10:44:11,9.29E-02,4,7000,blue
10:45:33,0.9008777,5,7000,blue
10:47:01,0.2371788,6,7000,blue
10:48:21,0.5472701,7,7000,blue
10:49:38,1.095657,8,7000,blue
10:51:04,4.20E-02,9,7000,blue
10:52:27,7.57E-02,10,7000,blue
10:53:42,8.69E-02,11,7000,blue
10:55:10,4.91E-02,12,7000,blue
10:56:23,0.1293463,13,7000,blue
10:57:36,8.18E-02,14,7000,blue
10:59:09,0.8184961,15,7000,blue
11:00:38,0.1600624,16,7000,blue
11:01:56,0.5580779,17,7000,blue
11:03:22,0.8284373,18,7000,blue
11:05:00,0.1338411,19,7000,blue
11:06:28,0.1419825,20,7000,blue
11:07:47,1.034095,21,7000,blue
11:09:08,0.967255,22,7000,blue
11:10:27,0.1022273,23,7000,blue
11:12:15,0.7988726,24,7000,blue
11:13:37,8.69E-02,25,7000,blue
11:15:01,1.274818,26,7000,blue
11:16:41,0.8452691,27,7000,blue
11:18:01,0.6964502,28,7000,blue
11:19:39,0.1412195,29,7000,blue
11:21:17,0.1191115,30,7000,blue
11:22:55,1.032129,31,7000,blue
11:24:38,0.1882359,32,7000,blue
11:26:32,5.54E-02,33,7000,blue
11:28:12,7.68E-02,34,7000,blue
11:29:33,7.99E-02,35,7000,blue
11:30:41,0.5355114,36,7000,blue
11:32:10,0.7292668,37,7000,blue
11:33:23,7.64E-02,38,7000,blue
11:34:36,0.2635059,39,7000,blue
11:35:48,0.4124236,40,7000,blue
11:37:04,0.645409,41,7000,blue
11:38:34,0.1307913,42,7000,blue
11:40:03,3.69E-02,43,7000,blue
11:41:31,9.75E-02,44,7000,blue
11:43:17,0.8197657,45,7000,blue
11:44:35,1.08E-02,46,7000,blue
11:45:37,1.07E-02,47,7000,blue
10:39:14,0.1223759,1,6262,white
10:40:57,0.1118568,2,6262,white
10:42:30,0.1640151,3,6262,white
10:44:11,0.177856,4,6262,white
10:45:33,0.1569849,5,6262,white
10:47:01,0.1734826,6,6262,white
10:48:21,0.2104307,7,6262,white
10:49:38,0.2144762,8,6262,white
10:51:04,0.7895307,9,6262,white
10:52:27,0.1918734,10,6262,white
10:53:42,0.1977037,11,6262,white
10:55:10,0.2723271,12,6262,white
10:56:23,0.142918,13,6262,white
10:57:36,1.086265,14,6262,white
10:59:09,1.010858,15,6262,white
11:00:38,0.1793208,16,6262,white
11:01:56,9.44E-02,17,6262,white
11:03:22,1.05628,18,6262,white
11:05:00,0.1918887,19,6262,white
11:06:28,0.1361193,20,6262,white
11:07:47,0.1657377,21,6262,white
11:09:08,0.1214615,22,6262,white
11:10:27,0.445147,23,6262,white
11:12:15,0.1427592,24,6262,white
11:13:37,0.2247904,25,6262,white
11:15:01,0.1584293,26,6262,white
11:16:41,0.2179511,27,6262,white
11:18:01,1.558074,28,6262,white
11:19:39,0.1587746,29,6262,white
11:21:17,0.1994271,30,6262,white
11:22:55,1.394379,31,6262,white
11:24:38,9.26E-02,32,6262,white
11:26:32,9.01E-02,33,6262,white
11:28:12,0.1862107,34,6262,white
11:29:33,0.1961259,35,6262,white
11:30:41,0.663177,36,6262,white
11:32:10,0.2157847,37,6262,white
11:33:23,0.1812027,38,6262,white
11:34:36,0.0849704,39,6262,white
11:35:48,0.2003139,40,6262,white
11:37:04,0.1244431,41,6262,white
11:38:34,1.282293,42,6262,white
11:40:03,0.2254301,43,6262,white
11:41:31,0.1259038,44,6262,white
11:43:17,0.1933922,45,6262,white
11:44:35,1.41E-02,46,6262,white
11:45:37,1.46E-02,47,6262,white
