starttime_VCO2_6262_1,area_VCO2_6262_1
09:39:38,7.981645E-02
09:40:47,6.725685E-02
09:42:05,8.970177E-02
09:43:20,4.727091E-02
09:44:25,.1515401
09:45:34,7.228526E-02
09:46:40,.1067273
09:47:53,9.311047E-02
09:49:06,5.101927E-02
09:50:20,4.833234E-02
09:51:26,7.664055E-02
09:52:36,7.749032E-02
09:53:53,7.931437E-02
09:55:13,.1308827
09:56:26,4.501199E-02
09:57:43,4.324288E-02
09:58:55,9.539778E-02
10:00:16,3.957474E-02
10:01:32,6.466459E-02
10:02:46,6.138495E-02
10:04:03,8.683326E-02
10:05:33,6.756524E-02
10:06:46,5.730751E-02
10:08:04,.1087499
10:09:31,7.961016E-02
10:10:39,5.714332E-02
10:12:04,3.889817E-02
10:13:16,5.130218E-02
10:14:29,.0361616
10:15:58,4.091062E-02
10:17:18,9.158791E-03
09:39:38,.1181998
09:40:47,.1000333
09:42:05,.1896809
09:43:20,8.322434E-02
09:44:25,7.362431E-02
09:45:34,.1218459
09:46:40,7.954209E-02
09:47:53,9.040524E-02
09:49:06,.1465868
09:50:20,9.557259E-02
09:51:26,.1062238
09:52:36,.0634179
09:53:53,.1553998
09:55:13,3.808075E-02
09:56:26,4.593911E-02
09:57:43,.1282242
09:58:55,.2180672
10:00:16,.1229367
10:01:32,5.404608E-02
10:02:46,9.314632E-02
10:04:03,.1071085
10:05:33,9.580243E-02
10:06:46,.1866327
10:08:04,1.751463
10:09:31,4.794118E-02
10:10:39,9.918004E-02
10:12:04,8.668505E-02
10:13:16,8.268278E-02
10:14:29,7.601059E-02
10:15:58,.1571613
10:17:18,1.578148E-02
