starttime_VCO2_6262_1,area_VCO2_6262_1,n,licor,ind_ID,tape
9:53:33,0.8429199,1,7000,1,white
9:55:08,0.7089284,2,7000,2,white
9:57:00,0.1946333,3,7000,3,white
9:58:26,8.25E-02,4,7000,4,white
9:59:47,7.55E-02,5,7000,5,white
10:01:00,0.1279515,6,7000,6,white
10:02:26,0.8909425,7,7000,7,white
10:04:04,7.07E-02,8,7000,8,white
10:05:54,0.0854114,9,7000,9,white
10:07:22,4.03E-02,10,7000,10,white
10:08:48,9.39E-02,11,7000,11,white
10:10:25,7.19E-02,12,7000,12,white
10:11:42,0.1212474,13,7000,13,white
10:13:06,5.91E-02,14,7000,14,white
10:14:43,7.06E-02,15,7000,15,white
10:16:22,0.061313,16,7000,16,white
10:17:42,0.071752,17,7000,17,white
10:19:17,6.04E-02,18,7000,18,white
10:20:40,8.66E-02,19,7000,19,white
10:22:00,0.147784,20,7000,20,white
10:23:26,0.9307475,21,7000,21,white
10:25:08,8.20E-02,22,7000,22,white
10:26:36,0.6878568,23,7000,23,white
10:27:58,0.4774354,24,7000,24,white
10:29:33,0.0474925,25,7000,25,white
10:30:52,9.88E-02,26,7000,26,white
10:32:17,0.1096404,27,7000,27,white
10:33:34,4.96E-02,28,7000,28,white
10:34:48,5.94E-02,29,7000,29,white
10:36:14,5.32E-02,30,7000,30,white
10:37:45,7.28E-02,31,7000,31,white
10:39:02,0.5961338,32,7000,32,white
10:40:29,0.1065224,33,7000,33,white
10:41:46,0.511456,34,7000,34,white
10:43:11,9.32E-03,35,7000,35,white
10:44:25,1.09E-02,36,7000,36,white
10:45:33,3.50E-02,37,7000,37,white
9:53:33,0.1345988,1,6262,1,orange
9:55:08,1.405375,2,6262,2,orange
9:57:00,0.1115458,3,6262,3,orange
9:58:26,9.98E-02,4,6262,4,orange
9:59:47,0.0701496,5,6262,5,orange
10:01:00,9.25E-02,6,7000,6,orange
10:02:26,0.7366256,7,6262,7,orange
10:04:04,0.1187127,8,6262,8,orange
10:05:54,0.2088125,9,6262,9,orange
10:07:22,0.2081835,11,6262,10,orange
10:08:48,0.9001325,12,6262,11,orange
10:10:25,6.42E-02,13,6262,12,orange
10:11:42,9.19E-02,14,6262,13,orange
10:13:06,0.122265,15,6262,14,orange
10:14:43,0.1653284,16,6262,15,orange
10:16:22,0.1361759,17,6262,16,orange
10:17:42,1.028107,19,6262,17,orange
10:19:17,8.82E-02,20,6262,18,orange
10:20:40,2.59E-02,21,6262,19,orange
10:22:00,0.1317171,22,6262,20,orange
10:23:26,1.163641,23,6262,21,orange
10:25:08,0.1250439,24,6262,22,orange
10:26:36,0.1874025,25,6262,23,orange
10:27:58,9.48E-02,26,6262,24,orange
10:29:33,0.1937682,27,6262,25,orange
10:30:52,0.4503228,28,6262,26,orange
10:32:17,0.1455363,29,6262,27,orange
10:33:34,8.94E-02,30,6262,28,orange
10:34:48,0.8409209,31,7000,29,orange
10:36:14,1.002885,32,6262,30,orange
10:37:45,0.1197901,33,6262,31,orange
10:39:02,0.1290503,34,6262,32,orange
10:40:29,7.97E-02,35,6262,33,orange
10:41:46,0.1508687,36,6262,34,orange
10:43:11,1.76E-02,37,6262,35,orange
10:44:25,2.00E-02,38,6262,36,orange
10:45:33,0.1487383,39,6262,37,orange
