starttime_VCO2_6262_1,area_VCO2_6262_1,n,licor,ind_ID,tape
9:37:50,-3.65E-02,1,7000,1,white
9:43:28,0.1057642,2,7000,2,white
9:45:00,2.56E-02,3,7000,3,white
9:48:43,3.69E-02,4,7000,4,white
9:54:10,9.42E-02,5,7000,5,white
9:55:57,4.25E-02,6,7000,6,white
9:57:40,8.74E-02,7,7000,7,white
9:59:09,7.16E-02,8,7000,8,white
10:00:56,0.1297445,9,7000,9,white
10:02:34,4.65E-02,10,7000,10,white
10:05:58,4.72E-02,11,7000,11,white
10:07:53,5.94E-02,12,7000,12,white
10:09:30,4.46E-02,13,7000,13,white
10:11:09,7.73E-02,14,7000,14,white
10:12:42,5.23E-02,15,7000,15,white
10:15:01,0.1240595,16,7000,16,white
10:16:48,7.03E-02,17,7000,17,white
10:19:16,3.71E-02,18,7000,18,white
10:20:43,6.19E-02,19,7000,19,white
10:22:08,5.47E-02,20,7000,20,white
10:23:42,3.23E-02,21,7000,21,white
10:25:20,0.0690131,22,7000,22,white
10:27:39,9.35E-02,23,7000,23,white
10:29:01,0.0718995,24,7000,24,white
10:30:46,8.03E-02,25,7000,25,white
10:32:25,9.73E-03,26,7000,26,white
10:34:17,7.92E-02,27,7000,27,white
10:36:25,0.7370768,28,7000,28,white
10:38:02,1.31E-02,29,7000,29,white
10:39:57,0.8688008,30,7000,30,white
10:41:38,0.1611092,31,7000,31,white
10:43:20,4.81E-02,32,7000,32,white
10:44:52,8.03E-03,33,7000,33,white
10:46:37,6.09E-03,34,7000,34,white
10:49:42,0.3264142,35,7000,35,white
10:51:26,8.46E-02,36,7000,36,white
10:52:58,0.1031889,37,7000,37,white
9:37:50,-0.1768683,1,6262,1,blue
9:43:28,0.0833166,2,6262,2,blue
9:45:00,0.7232301,3,6262,3,blue
9:48:43,7.96E-02,4,6262,4,blue
9:54:10,1.294905,5,6262,5,blue
9:55:57,1.452826,6,6262,6,blue
9:57:40,9.36E-02,7,6262,7,blue
9:59:09,0.1334855,8,6262,8,blue
10:00:56,8.00E-03,9,6262,9,blue
10:02:34,1.22E-02,10,6262,10,blue
10:05:58,0.5551601,11,6262,11,blue
10:07:53,0.1590329,12,6262,12,blue
10:09:30,0.9653785,13,6262,13,blue
10:11:09,0.1622523,14,6262,14,blue
10:12:42,9.72E-02,15,6262,15,blue
10:15:01,-5.09E-03,16,6262,16,blue
10:16:48,0.6854588,17,6262,17,blue
10:19:16,6.07E-02,18,6262,18,blue
10:20:43,0.1211121,19,6262,19,blue
10:22:08,0.3670977,20,6262,20,blue
10:23:42,0.2730655,21,6262,21,blue
10:25:20,9.85E-02,22,6262,22,blue
10:27:39,-2.00E-03,23,6262,23,blue
10:29:01,0.8904263,24,6262,24,blue
10:30:46,8.60E-02,25,6262,25,blue
10:32:25,0.8747932,26,6262,26,blue
10:34:17,0.3671725,27,6262,27,blue
10:36:25,0.1219082,28,6262,28,blue
10:38:02,0.1523522,29,6262,29,blue
10:39:57,1.081508,30,6262,30,blue
10:41:38,0.8450489,31,6262,31,blue
10:43:20,0.1052697,32,6262,32,blue
10:44:52,1.340865,33,6262,33,blue
10:46:37,5.46E-02,34,6262,34,blue
10:49:42,0.1039477,35,6262,35,blue
10:51:26,8.88E-02,36,6262,36,blue
10:52:58,0.4025157,37,6262,37,blue
