starttime_VCO2_6262_1,area_VCO2_6262_1
09:50:27,.2115463
09:51:53,.1749713
09:53:27,.1247981
09:54:41,.2880596
09:56:01,1.217812
09:57:21,.3885041
09:58:38,.157399
09:59:54,.202734
10:01:35,.1533635
10:02:58,.1667338
10:04:27,.8462193
10:05:54,.2210131
10:07:20,.7690163
10:08:58,.7156495
10:10:34,.7322261
10:11:59,.1692218
10:13:20,.2456007
10:14:57,.2499875
10:16:17,.1655054
10:17:55,3.090187E-02
10:19:27,.1668479
10:20:44,1.989319
10:22:34,.1881793
10:24:27,.4776816
10:25:53,.2538836
10:27:32,5.202337E-03
10:28:42,7.12326E-03
09:50:27,.7359459
09:51:53,.1950478
09:53:27,.2198711
09:54:41,.2360749
09:56:01,.183814
09:57:21,.2583511
09:58:38,.2188384
09:59:54,1.399708
10:01:35,.288278
10:02:58,.4811854
10:04:27,.6774819
10:05:54,.3881219
10:07:20,1.632914
10:08:58,1.109239
10:10:34,.2315973
10:11:59,.2023764
10:13:20,.9198974
10:14:57,.2730523
10:16:17,2.163821
10:17:55,.1688938
10:19:27,.1406567
10:20:44,.2649123
10:22:34,.2835508
10:24:27,.3021506
10:25:53,1.531627
10:27:32,1.992215E-03
10:28:42,.0157656
