starttime_VCO2_6262_1,area_VCO2_6262_1
09:03:36,1.563374E-04
09:04:08,6.906067E-02
09:05:16,6.402456E-02
09:06:25,.7030002
09:07:38,5.343134E-02
09:09:15,2.406221E-02
09:10:24,.466691
09:11:44,.0723521
09:13:17,4.210364E-02
09:14:31,.1106039
09:15:49,8.641977E-02
09:17:16,7.062312E-02
09:18:36,.0785857
09:20:03,8.665107E-02
09:21:18,.7076389
09:22:39,6.468794E-02
09:23:52,.4464706
09:03:36,-1.454066E-04
09:04:08,.1014433
09:05:16,6.222253E-02
09:06:25,4.674098E-02
09:07:38,1.042424
09:09:15,8.090191E-02
09:10:24,9.724671E-02
09:11:44,.7138696
09:13:17,.1307342
09:14:31,.088434
09:15:49,.5991746
09:17:16,1.538048E-02
09:18:36,.9466081
09:20:03,.1323158
09:21:18,.3028022
09:22:39,.1120326
09:23:52,.992884
