starttime_VCO2_6262_1,area_VCO2_6262_1,n,licor,ind_id,tape
10:13:34,0.1004449,1,7000,1,red
10:15:04,0.9210974,2,7000,2,red
10:16:27,8.26E-02,3,7000,3,red
10:17:57,0.1049681,4,7000,4,red
10:19:25,1.100374,5,7000,5,red
10:21:09,1.19E-02,6,7000,6,red
10:22:29,0.0111275,7,7000,7,red
10:23:32,-6.02E-04,8,7000,,
10:13:34,1.475182,1,6262,1,blue
10:15:04,0.1301555,2,6262,2,blue
10:16:27,1.411052,3,6262,3,blue
10:17:57,2.03691,4,6262,4,blue
10:19:25,1.740264,5,6262,5,blue
10:21:09,0.2701599,6,6262,6,blue
10:22:29,2.96E-02,7,6262,7,blue
10:23:32,2.34E-02,8,6262,8,blue
