starttime_VCO2_6262_1,area_VCO2_6262_1
09:18:33,8.096522E-02
09:20:19,7.128292E-02
09:21:42,9.555449E-02
09:22:57,6.353066E-02
09:24:19,7.155927E-02
09:25:37,4.672347E-02
09:26:54,2.726175E-02
09:28:10,.558257
09:29:32,.621576
09:31:05,5.840027E-02
09:32:46,.8930884
09:34:20,.1063024
09:35:46,6.641248E-02
09:37:03,8.433527E-02
09:38:30,.0519131
09:39:49,.8685116
09:41:16,2.513617E-02
09:42:28,.1516127
09:43:48,.0773742
09:45:07,7.895821E-02
09:46:32,4.806538E-02
09:48:00,1.913016E-02
09:49:23,.702713
09:51:00,.1041491
09:52:21,.1294316
09:53:47,1.010983
09:55:18,8.253391E-02
09:56:31,9.992938E-02
09:57:52,9.688567E-02
09:59:12,.7139962
10:00:47,1.631906E-02
10:02:02,1.267531E-02
10:03:10,7.808138E-04
09:18:33,.184523
09:20:19,.1505032
09:21:42,.1962445
09:22:57,.2431842
09:24:19,.1375558
09:25:37,.1441652
09:26:54,9.062985E-02
09:28:10,.1333946
09:29:32,.9343908
09:31:05,1.827371
09:32:46,1.096185
09:34:20,1.097345
09:35:46,.2135631
09:37:03,.1644976
09:38:30,.1855395
09:39:49,.130405
09:41:16,.1286085
09:42:28,.1920585
09:43:48,2.831555E-02
09:45:07,.2080195
09:46:32,1.053335
09:48:00,.1581576
09:49:23,2.363848E-02
09:51:00,.9523563
09:52:21,.1486354
09:53:47,.2207939
09:55:18,.1133215
09:56:31,.1545963
09:57:52,.1625319
09:59:12,1.427425
10:00:47,.0265285
10:02:02,1.868921E-02
10:03:10,.0993678
